"Year","Species","Pounds","Dollars","Habitat"
2009,"SWORDFISH",3881196,8773134.52580566,"Pelagic"
2009,"LIMPETS **",11436,92925.952269325,"Reef"
2009,"MULLETS **",354,1131.27454214912,"Fishpond"
2009,"DOLPHINFISH",1286856,3411415.7826731,"Pelagic"
2009,"EMPERORS **",3808,16178.6609732932,"Reef"
2009,"HERRINGS **",275,493.886243031274,"Reef"
2009,"JACK, BLACK",292,650.542654259112,"Reef"
2009,"POMFRETS **",627055,1651241.08802366,"Pelagic"
2009,"TILAPIAS **",702,2682.29259835145,"Fishpond"
2009,"JACK, ALMACO",518,862.2081869868,"Pelagic"
2009,"MARLIN, BLUE",1032652,1426855.29387436,"Pelagic"
2009,"OCTOPUSES **",20688,96063.8638957513,"Reef"
2009,"SCAD, BIGEYE",200354,768665.175876303,"Reef"
2009,"TUNA, BIGEYE",10750161,47075837.5406942,"Pelagic"
2009,"GOATFISHES **",47232,256673.756768774,"Reef"
2009,"MARLIN, BLACK",691,2087.95491605958,"Pelagic"
2009,"RUDDERFISH **",17582,31581.2149932516,"Reef"
2009,"THREADFINS **",454,3918.80198163071,"Fishpond"
2009,"HERRING, ROUND",673,1653.8611963977,"Reef"
2009,"SCAD, MACKEREL",205037,663710.163755522,"Reef"
2009,"SPEARFISHES **",259433,326023.517073543,"Pelagic"
2009,"SUNFISH, OCEAN",138,16.741906543433,"Pelagic"
2009,"TUNA, ALBACORE",649682,1280161.51289033,"Pelagic"
2009,"TUNA, KAWAKAWA",5340,14475.7699077326,"Pelagic"
2009,"TUNA, SKIPJACK",709952,1208240.67408068,"Pelagic"
2009,"FLYINGFISHES **",7,14.3502056086569,"Pelagic"
2009,"MACKEREL, SNAKE",21,25.1128598151495,"Pelagic"
2009,"MARLIN, STRIPED",644135,1132618.67807446,"Pelagic"
2009,"MULLET, STRIPED",7145,35590.9016104038,"Fishpond"
2009,"PARROTFISHES **",48001,208690.256764827,"Reef"
2009,"RUNNER, RAINBOW",2379,5323.9262808117,"Reef"
2009,"SHARKS, MAKO **",233776,142981.861133255,"Pelagic"
2009,"TUNA, YELLOWFIN",2478242,7473329.97313801,"Pelagic"
2009,"SURGEONFISHES **",83759,195552.643530102,"Reef"
2009,"TRIGGERFISHES **",1423,1796.16740201689,"Reef"
2009,"CUCUMBERS, SEA **",87,416.155962651049,"Reef"
2009,"MACKEREL, FRIGATE",17,60.9883738367917,"Pelagic"
2009,"SCORPIONFISHES **",2110,13210.560113236,"Reef"
2009,"SHRIMP, MARINE **",235,469.969233683513,"Deep"
2009,"SNAPPER, GLASSEYE",2521,10579.6890849823,"Reef"
2009,"SQUIRRELFISHES **",50266,249727.061403716,"Reef"
2009,"VERTEBRATES, JAWED",16003,53642.2644156268,"Jawed Vertebrates"
2009,"JOBFISH, GREEN /UKU",107074,441949.261382143,"Reef"
2009,"SHARKS, THRESHER **",62207,23439.8650112736,"Pelagic"
2009,"TENPOUNDER, HAWAIIAN",1645,1988.69932726637,"Fishpond"
2009,"LOBSTER, BANDED SPINY",11000,162721.76479843,"Reef"
2009,"SQUIDS, LOLIGINIDAE **",3138,6754.16343980784,"Reef"
2009,"LEATHERSKIN, LARGEMOUTHED",214,447.248074803139,"Reef"
2009,"CRABS, DECAPODA (ORDER) **",10433,55485.0699858718,"Reef"
2009,"GROUPERS, SERRANIDAE (FAMILY) **",21981,118214.602103181,"Reef"
2009,"SNAPPERS, LUTJANIDAE (FAMILY) **",283869,1782357.72081949,"Deep"
2009,"SHARKS, CHONDRICHTHYES (CLASS) **",236,104.038990662762,"Pelagic"
2009,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",20132,20769.530917596,"Reef"
2010,"OPAH",1823832,3062222.14089838,"Pelagic"
2010,"WAHOO",600155,2062880.63585739,"Pelagic"
2010,"EELS **",720,1051.70333241474,"Reef"
2010,"ESCOLAR",11209,13595.3335274512,"Pelagic"
2010,"OILFISH",580707,925998.787030152,"Pelagic"
2010,"SEAWEED",10108,112567.707242504,"Reef"
2010,"JACKS **",27259,81862.6966925433,"Reef"
2010,"SAILFISH",32366,48521.3376767209,"Pelagic"
2010,"TUNAS **",17687,55005.2659744284,"Pelagic"
2010,"ALFONSINO",27,181.980127181876,"Pelagic"
2010,"SWORDFISH",3153143,8629439.72819684,"Pelagic"
2010,"LIMPETS **",12105,83813.6654586295,"Reef"
2010,"MULLETS **",430,1244.31866183452,"Fishpond"
2010,"DOLPHINFISH",1517631,3902575.64430671,"Pelagic"
2010,"EMPERORS **",6528,25542.2107080276,"Reef"
2010,"JACK, BLACK",127,282.423703873172,"Reef"
2010,"POMFRETS **",593171,1829948.43644286,"Pelagic"
2010,"TILAPIAS **",112,365.141943501297,"Fishpond"
2010,"JACK, ALMACO",1538,3321.72816563802,"Pelagic"
2010,"MARLIN, BLUE",878279,1327836.90500876,"Pelagic"
2010,"OCTOPUSES **",22635,106471.372981911,"Reef"
2010,"SCAD, BIGEYE",254996,853549.42600729,"Reef"
2010,"TUNA, BIGEYE",13059807,60100189.5923004,"Pelagic"
2010,"BILLFISHES **",827,679.471254088175,"Pelagic"
2010,"GOATFISHES **",61983,332036.922312984,"Reef"
2010,"RUDDERFISH **",27581,41578.9139936461,"Reef"
2010,"THREADFINS **",507,4001.19941972619,"Fishpond"
2010,"SCAD, MACKEREL",204644,624801.587828809,"Reef"
2010,"SPEARFISHES **",271632,438068.706935728,"Pelagic"
2010,"SUNFISH, OCEAN",130,15.3619587880805,"Pelagic"
2010,"TUNA, ALBACORE",921063,1546252.05336855,"Pelagic"
2010,"TUNA, KAWAKAWA",2344,6228.68344399786,"Pelagic"
2010,"TUNA, SKIPJACK",299811,649019.125013649,"Pelagic"
2010,"MARLIN, STRIPED",342332,747664.170837601,"Pelagic"
2010,"MULLET, STRIPED",7349,37597.8032892582,"Fishpond"
2010,"PARROTFISHES **",62858,254804.083661341,"Reef"
2010,"RUNNER, RAINBOW",2332,5299.87578188776,"Reef"
2010,"SHARKS, MAKO **",184458,116433.012411412,"Pelagic"
2010,"TUNA, YELLOWFIN",2405108,8278869.1934506,"Pelagic"
2010,"SURGEONFISHES **",112612,239410.219266546,"Reef"
2010,"TRIGGERFISHES **",326,540.031935857906,"Reef"
2010,"CUCUMBERS, SEA **",374,3265.00708703587,"Reef"
2010,"MACKEREL, FRIGATE",2,7.09013482526791,"Pelagic"
2010,"SCORPIONFISHES **",1951,11259.1341025254,"Reef"
2010,"SHRIMP, MARINE **",238,1152.14690910604,"Deep"
2010,"SNAPPER, GLASSEYE",4583,18011.3058344556,"Reef"
2010,"SQUIRRELFISHES **",88294,409633.721218991,"Reef"
2010,"VERTEBRATES, JAWED",17802,68756.5824680355,"Jawed Vertebrates"
2010,"JOBFISH, GREEN /UKU",109081,505809.036745475,"Reef"
2010,"SHARKS, THRESHER **",39865,17049.4108764942,"Pelagic"
2010,"LOBSTERS, SLIPPER **",21,231.611070958752,"Reef"
2010,"TENPOUNDER, HAWAIIAN",1127,1387.30304747742,"Fishpond"
2010,"LOBSTER, BANDED SPINY",9419,137657.331010852,"Reef"
2010,"SQUIDS, LOLIGINIDAE **",5978,15487.2178366602,"Reef"
2010,"LEATHERSKIN, LARGEMOUTHED",255,595.571325322504,"Reef"
2010,"CRABS, DECAPODA (ORDER) **",11728,61027.153819356,"Reef"
2010,"GROUPERS, SERRANIDAE (FAMILY) **",9701,53069.6591671303,"Reef"
2010,"SNAPPERS, LUTJANIDAE (FAMILY) **",232713,1480667.12454569,"Deep"
2010,"SHARKS, CHONDRICHTHYES (CLASS) **",4,NA,"Pelagic"
2010,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",27619,31902.061646293,"Reef"
2011,"OPAH",1564414,3303191.76272654,"Pelagic"
2011,"WAHOO",563953,2090842.10647813,"Pelagic"
2011,"EELS **",490,659.842605515429,"Reef"
2011,"ESCOLAR",16812,23334.1182445167,"Pelagic"
2011,"OILFISH",630529,1004539.75216226,"Pelagic"
2011,"SEAWEED",10914,106218.452827498,"Reef"
2011,"JACKS **",21466,74881.7171585457,"Reef"
2011,"MILKFISH",684,944.616782632614,"Fishpond"
2011,"SAILFISH",17898,30124.7089882947,"Pelagic"
2011,"TUNAS **",13687,52629.9723107955,"Pelagic"
2011,"ALFONSINO",12,97.2399629180632,"Pelagic"
2011,"SWORDFISH",2592038,7720321.70875399,"Pelagic"
2011,"LIMPETS **",7766,53748.2318843532,"Reef"
2011,"MULLETS **",220,421.37317264494,"Fishpond"
2011,"DOLPHINFISH",1423369,4994150.72836463,"Pelagic"
2011,"EMPERORS **",4962,18790.4652153095,"Reef"
2011,"HERRINGS **",148,299.823218997361,"Reef"
2011,"JACK, BLACK",68,355.388912093398,"Reef"
2011,"POMFRETS **",427365,1677907.97347215,"Pelagic"
2011,"TILAPIAS **",212,280.143702692515,"Fishpond"
2011,"MARLIN, BLUE",915694,1433685.17612901,"Pelagic"
2011,"OCTOPUSES **",18477,93160.5149499292,"Reef"
2011,"SCAD, BIGEYE",166359,622530.242601441,"Reef"
2011,"TUNA, BIGEYE",12879550,61481167.00544,"Pelagic"
2011,"AMBERJACKS **",2912,6001.0948543719,"Reef"
2011,"BILLFISHES **",665,1642.66080215157,"Pelagic"
2011,"GOATFISHES **",44723,261480.575523884,"Reef"
2011,"MARLIN, BLACK",337,487.357433196483,"Pelagic"
2011,"RUDDERFISH **",20319,33898.5456444005,"Reef"
2011,"THREADFINS **",512,4371.16785688817,"Fishpond"
2011,"HERRING, ROUND",161,372.753191185909,"Reef"
2011,"SCAD, MACKEREL",156796,493444.191827712,"Reef"
2011,"SPEARFISHES **",469238,611953.081396889,"Pelagic"
2011,"SUNFISH, OCEAN",213,64.8266419453754,"Pelagic"
2011,"TUNA, ALBACORE",1592234,2959521.42378338,"Pelagic"
2011,"TUNA, KAWAKAWA",2089,6080.97053819745,"Pelagic"
2011,"TUNA, SKIPJACK",631691,1170960.1606035,"Pelagic"
2011,"FLYINGFISHES **",1,2.31523721233484,"Pelagic"
2011,"MARLIN, STRIPED",910390,1315084.83468995,"Pelagic"
2011,"MULLET, STRIPED",9275,46789.7864426809,"Fishpond"
2011,"PARROTFISHES **",62387,247750.061236132,"Reef"
2011,"RUNNER, RAINBOW",2537,4728.87200619391,"Reef"
2011,"SHARKS, MAKO **",131482,117389.472377013,"Pelagic"
2011,"TUNA, YELLOWFIN",3399871,11459463.3776143,"Pelagic"
2011,"SURGEONFISHES **",97629,204532.685812084,"Reef"
2011,"TRIGGERFISHES **",508,774.446847526003,"Reef"
2011,"CUCUMBERS, SEA **",181,1327.78854127403,"Reef"
2011,"MACKEREL, FRIGATE",13,28.9404651541855,"Pelagic"
2011,"SCORPIONFISHES **",1844,10294.7022646469,"Reef"
2011,"SHRIMP, MARINE **",1169,8685.61240207414,"Deep"
2011,"SNAPPER, GLASSEYE",2859,12018.3963692301,"Reef"
2011,"SQUIRRELFISHES **",55878,275917.237161398,"Reef"
2011,"VERTEBRATES, JAWED",17394,54636.1253552837,"Jawed Vertebrates"
2011,"JOBFISH, GREEN /UKU",93825,481942.093356832,"Reef"
2011,"SHARKS, THRESHER **",44315,16066.5886349976,"Pelagic"
2011,"LOBSTERS, SLIPPER **",3,30.0980837603529,"Reef"
2011,"TENPOUNDER, HAWAIIAN",1358,3105.89072034718,"Fishpond"
2011,"LOBSTER, BANDED SPINY",10013,120476.841199662,"Reef"
2011,"SHARKS, HAMMERHEAD **",73,207.213730503968,"Reef"
2011,"SQUIDS, LOLIGINIDAE **",2670,7834.76272654109,"Reef"
2011,"SHARK, WHITETIP, OCEANIC",42,24.3099907295158,"Pelagic"
2011,"LEATHERSKIN, LARGEMOUTHED",308,852.00729413922,"Reef"
2011,"CRABS, DECAPODA (ORDER) **",8949,53123.1178370229,"Reef"
2011,"GROUPERS, SERRANIDAE (FAMILY) **",10712,53885.9884984872,"Reef"
2011,"SNAPPERS, LUTJANIDAE (FAMILY) **",175249,1155757.1554487,"Deep"
2011,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",52636,57787.1632012714,"Reef"
2011,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",2,20.8371349110135,"Reef"
2012,"OPAH",1549415,3594199.79585694,"Pelagic"
2012,"WAHOO",652126,2647437.48263224,"Pelagic"
2012,"EELS **",397,492.038270574059,"Reef"
2012,"ESCOLAR",9900,13357.7595163927,"Pelagic"
2012,"OILFISH",601595,966784.748161222,"Pelagic"
2012,"SEAWEED",11836,98571.2880893213,"Reef"
2012,"JACKS **",34493,127112.916823752,"Reef"
2012,"SAILFISH",19211,40402.8191922879,"Pelagic"
2012,"TUNAS **",59854,263595.015035225,"Pelagic"
2012,"ALFONSINO",11,72.7262108931634,"Pelagic"
2012,"CORALS **",699,55381.0095951439,"Reef"
2012,"SWORDFISH",2380900,7605849.17858768,"Pelagic"
2012,"LIMPETS **",6986,57266.2093431401,"Reef"
2012,"MULLETS **",240,776.125031875478,"Fishpond"
2012,"DOLPHINFISH",1745692,6032731.23769857,"Pelagic"
2012,"EMPERORS **",4828,17846.3303449552,"Reef"
2012,"JACK, BLACK",434,1301.1173667605,"Reef"
2012,"POMFRETS **",730826,2382712.93863408,"Pelagic"
2012,"TILAPIAS **",356,1170.43745656185,"Fishpond"
2012,"JACK, ALMACO",2331,4832.88398325975,"Pelagic"
2012,"MARLIN, BLUE",800027,1653378.13269199,"Pelagic"
2012,"OCTOPUSES **",23899,121157.321959829,"Reef"
2012,"SCAD, BIGEYE",206265,782134.035050526,"Reef"
2012,"TUNA, BIGEYE",13963977,73475168.1398821,"Pelagic"
2012,"BILLFISHES **",723,2020.4250463757,"Pelagic"
2012,"GOATFISHES **",47387,255368.998774982,"Reef"
2012,"MARLIN, BLACK",2191,4387.43594153912,"Pelagic"
2012,"RUDDERFISH **",29461,50082.2233233498,"Reef"
2012,"THREADFINS **",198,1456.79691195368,"Fishpond"
2012,"HERRING, ROUND",500,1136.34704520568,"Reef"
2012,"MACKEREL, CHUB",3,11.3634704520568,"Pelagic"
2012,"SCAD, MACKEREL",176976,559965.687895318,"Reef"
2012,"SPEARFISHES **",365247,763341.127616914,"Pelagic"
2012,"SUNFISH, OCEAN",24,2.27269409041136,"Pelagic"
2012,"TUNA, ALBACORE",1933940,4659925.14489717,"Pelagic"
2012,"TUNA, KAWAKAWA",3714,12889.584533768,"Pelagic"
2012,"TUNA, SKIPJACK",534285,1051984.64056961,"Pelagic"
2012,"FLYINGFISHES **",3,7.95442931643975,"Pelagic"
2012,"MARLIN, STRIPED",657099,1623730.83828257,"Pelagic"
2012,"MULLET, STRIPED",7128,35027.897668465,"Fishpond"
2012,"PARROTFISHES **",79730,327857.713135697,"Reef"
2012,"RUNNER, RAINBOW",2727,6836.26382395736,"Reef"
2012,"SHARKS, MAKO **",123621,134057.133617004,"Pelagic"
2012,"TUNA, YELLOWFIN",3651459,15191857.7377661,"Pelagic"
2012,"SURGEONFISHES **",128020,265317.717155757,"Reef"
2012,"TRIGGERFISHES **",1994,2499.96349945249,"Reef"
2012,"SCORPIONFISHES **",2738,18497.457201858,"Reef"
2012,"SHRIMP, MARINE **",2647,23803.0615559233,"Deep"
2012,"SNAPPER, GLASSEYE",3418,14495.2429086436,"Reef"
2012,"SQUIRRELFISHES **",47418,239068.100411506,"Reef"
2012,"VERTEBRATES, JAWED",19669,63566.1173617604,"Jawed Vertebrates"
2012,"JOBFISH, GREEN /UKU",92197,472421.511532673,"Reef"
2012,"SHARKS, THRESHER **",30529,14152.0661009915,"Pelagic"
2012,"LOBSTERS, SLIPPER **",19,107.952969294539,"Reef"
2012,"TENPOUNDER, HAWAIIAN",923,1854.51837777567,"Fishpond"
2012,"LOBSTER, BANDED SPINY",8256,111223.376090641,"Reef"
2012,"SQUIDS, LOLIGINIDAE **",3761,12817.99466992,"Reef"
2012,"LEATHERSKIN, LARGEMOUTHED",472,1280.6631199468,"Reef"
2012,"CRABS, DECAPODA (ORDER) **",33723,168132.772461587,"Reef"
2012,"GROUPERS, SERRANIDAE (FAMILY) **",13903,77080.6927703915,"Reef"
2012,"SNAPPERS, LUTJANIDAE (FAMILY) **",215513,1502155.34061011,"Deep"
2012,"SHARKS, CHONDRICHTHYES (CLASS) **",111,90.9077636164542,"Pelagic"
2012,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",24911,45261.8391575874,"Reef"
2012,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",3,5.68173522602839,"Reef"
2012,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",4,56.8173522602839,"Reef"
2013,"OPAH",2071806,3576918.57231873,"Pelagic"
2013,"WAHOO",744325,2652981.96452984,"Pelagic"
2013,"EELS **",847,1224.0277942947,"Reef"
2013,"ESCOLAR",9728,13679.8507776604,"Pelagic"
2013,"OILFISH",578295,459144.440502224,"Pelagic"
2013,"SEAWEED",12000,116653.422600064,"Reef"
2013,"JACKS **",20069,71997.6275682449,"Reef"
2013,"MILKFISH",936,1415.00293373302,"Fishpond"
2013,"SAILFISH",11876,18993.6502715054,"Pelagic"
2013,"TUNAS **",2957,11716.4923265928,"Pelagic"
2013,"ALFONSINO",47,209.960972014054,"Pelagic"
2013,"CORALS **",3167,273475.282861987,"Reef"
2013,"SWORDFISH",1673808,5017889.65776063,"Pelagic"
2013,"LIMPETS **",14163,104076.983739158,"Reef"
2013,"MULLETS **",565,1846.09301457038,"Fishpond"
2013,"DOLPHINFISH",1514901,4611978.14135974,"Pelagic"
2013,"EMPERORS **",5336,20154.0196859874,"Reef"
2013,"JACK, BLACK",1399,4355.5733556107,"Reef"
2013,"POMFRETS **",1142294,2876580.34840168,"Pelagic"
2013,"TILAPIAS **",148,563.99090886754,"Fishpond"
2013,"MARLIN, BLUE",947513,1638756.5547065,"Pelagic"
2013,"OCTOPUSES **",25760,129857.51074965,"Reef"
2013,"SCAD, BIGEYE",185699,717050.223838423,"Reef"
2013,"TUNA, BIGEYE",15693835,73833861.3516401,"Pelagic"
2013,"AMBERJACKS **",1740,4798.94838693825,"Reef"
2013,"GOATFISHES **",51887,285612.813946289,"Reef"
2013,"MARLIN, BLACK",4177,5388.62601046709,"Pelagic"
2013,"RUDDERFISH **",29495,49107.4143639893,"Reef"
2013,"THREADFINS **",72,521.551988992358,"Fishpond"
2013,"HERRING, ROUND",514,1148.08446399174,"Reef"
2013,"MACKEREL, CHUB",6,25.6867146612939,"Pelagic"
2013,"SCAD, MACKEREL",175187,563510.678984742,"Reef"
2013,"SPEARFISHES **",474723,685662.175336003,"Pelagic"
2013,"SUNFISH, OCEAN",67,7.81769576648075,"Pelagic"
2013,"TUNA, ALBACORE",805553,1964511.00278631,"Pelagic"
2013,"TUNA, KAWAKAWA",5240,15982.7205877294,"Pelagic"
2013,"TUNA, SKIPJACK",929314,1492765.5535222,"Pelagic"
2013,"FLYINGFISHES **",1,2.23362736185164,"Pelagic"
2013,"MARLIN, STRIPED",983240,1485397.93366913,"Pelagic"
2013,"MULLET, STRIPED",5615,28249.8020590186,"Fishpond"
2013,"PARROTFISHES **",85458,351119.520400993,"Reef"
2013,"RUNNER, RAINBOW",2685,8087.9646772648,"Reef"
2013,"SHARKS, MAKO **",97828,115283.092213568,"Pelagic"
2013,"TUNA, YELLOWFIN",3463533,14058288.6775105,"Pelagic"
2013,"SURGEONFISHES **",127541,259681.517088872,"Reef"
2013,"TRIGGERFISHES **",789,1307.78882036414,"Reef"
2013,"CABRILLA, SPOTTED",11,14.5185778520357,"Reef"
2013,"SCORPIONFISHES **",2472,15785.0445662056,"Reef"
2013,"SHRIMP, MARINE **",9950,90964.4743114081,"Deep"
2013,"SNAPPER, GLASSEYE",5817,23698.7863092459,"Reef"
2013,"SQUIRRELFISHES **",55988,277013.34860316,"Reef"
2013,"VERTEBRATES, JAWED",16248,58384.7856114401,"Jawed Vertebrates"
2013,"JOBFISH, GREEN /UKU",102633,483297.769979606,"Reef"
2013,"SHARKS, THRESHER **",11144,4918.44745079732,"Pelagic"
2013,"LOBSTERS, SLIPPER **",52,462.36086390329,"Reef"
2013,"TENPOUNDER, HAWAIIAN",698,1343.52685815376,"Fishpond"
2013,"LOBSTER, BANDED SPINY",8823,105732.10161429,"Reef"
2013,"SQUIDS, LOLIGINIDAE **",3124,11609.2782132239,"Reef"
2013,"LEATHERSKIN, LARGEMOUTHED",284,780.652762967149,"Reef"
2013,"CRABS, DECAPODA (ORDER) **",39445,189986.759330696,"Reef"
2013,"GROUPERS, SERRANIDAE (FAMILY) **",12211,65740.1205140175,"Reef"
2013,"SNAPPERS, LUTJANIDAE (FAMILY) **",254700,1753473.42238384,"Deep"
2013,"SHARKS, CHONDRICHTHYES (CLASS) **",227,154.120287967763,"Pelagic"
2013,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",23307,35513.5582397602,"Reef"
2013,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",5,6.70088208555493,"Reef"
2013,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",6,83.7610260694366,"Reef"
2014,"OPAH",2004422,3190034.18432491,"Pelagic"
2014,"WAHOO",1055518,3069467.44279946,"Pelagic"
2014,"EELS **",985,1488.81666401347,"Reef"
2014,"ESCOLAR",5431,8608.38618986285,"Pelagic"
2014,"OILFISH",530897,446009.127580235,"Pelagic"
2014,"SEAWEED",12140,141672.197783856,"Reef"
2014,"JACKS **",20893,76851.6637192048,"Reef"
2014,"MILKFISH",1937,3346.00033767975,"Fishpond"
2014,"SAILFISH",34466,36620.723879265,"Pelagic"
2014,"TUNAS **",3641,13419.0839230669,"Pelagic"
2014,"ALFONSINO",133,649.027588435916,"Pelagic"
2014,"CORALS **",1304,128704.801979768,"Reef"
2014,"SWORDFISH",2479617,5925209.66219482,"Pelagic"
2014,"LIMPETS **",11139,79694.4484097696,"Reef"
2014,"MULLETS **",1934,6268.81714641312,"Fishpond"
2014,"DOLPHINFISH",1689271,4837270.5890968,"Pelagic"
2014,"EMPERORS **",3549,13537.487604741,"Reef"
2014,"JACK, BLACK",460,1201.57810291514,"Reef"
2014,"POMFRETS **",1243062,2703060.67187658,"Pelagic"
2014,"TILAPIAS **",242,939.555140691858,"Fishpond"
2014,"MARLIN, BLUE",1220251,1761504.72823051,"Pelagic"
2014,"OCTOPUSES **",20343,101592.551537166,"Reef"
2014,"SCAD, BIGEYE",197468,733284.963911682,"Reef"
2014,"TUNA, BIGEYE",15948303,66551117.8906786,"Pelagic"
2014,"AMBERJACKS **",2699,6154.79878628248,"Reef"
2014,"BILLFISHES **",382,687.399151941417,"Pelagic"
2014,"GOATFISHES **",53597,268695.228951697,"Reef"
2014,"MARLIN, BLACK",21720,36860.8202337709,"Pelagic"
2014,"RUDDERFISH **",15218,30869.3746749832,"Reef"
2014,"THREADFINS **",181,1466.89005629604,"Fishpond"
2014,"CRUSTACEANS **",187,388.100956598504,"Reef"
2014,"HERRING, ROUND",4236,10329.6248956811,"Reef"
2014,"SCAD, MACKEREL",158546,502939.371857769,"Reef"
2014,"SPEARFISHES **",499938,570419.603438545,"Pelagic"
2014,"SUNFISH, OCEAN",33,3.28899115761444,"Pelagic"
2014,"TUNA, ALBACORE",502083,1090889.2981664,"Pelagic"
2014,"TUNA, KAWAKAWA",12627,38586.4442611326,"Pelagic"
2014,"TUNA, SKIPJACK",498227,740101.946251031,"Pelagic"
2014,"MARLIN, STRIPED",1076486,1707075.21356315,"Pelagic"
2014,"MULLET, STRIPED",5772,29813.608513389,"Fishpond"
2014,"PARROTFISHES **",73679,316394.371380194,"Reef"
2014,"RUNNER, RAINBOW",4586,9439.40462235344,"Reef"
2014,"SHARKS, MAKO **",91134,117094.663193389,"Pelagic"
2014,"TUNA, YELLOWFIN",3330788,12317902.2752379,"Pelagic"
2014,"SURGEONFISHES **",98688,206309.644674067,"Reef"
2014,"TRIGGERFISHES **",1257,2541.29383445009,"Reef"
2014,"MACKEREL, FRIGATE",18,42.7568850489877,"Pelagic"
2014,"SCORPIONFISHES **",1761,12918.0609367236,"Reef"
2014,"SHRIMP, MARINE **",15593,111219.428655504,"Deep"
2014,"SNAPPER, GLASSEYE",6918,30152.3746026233,"Reef"
2014,"SQUIRRELFISHES **",52715,261259.916274717,"Reef"
2014,"VERTEBRATES, JAWED",12866,48457.8030555194,"Jawed Vertebrates"
2014,"JOBFISH, GREEN /UKU",82416,401241.572603559,"Reef"
2014,"SHARKS, THRESHER **",12716,6124.10153547808,"Pelagic"
2014,"LOBSTERS, SLIPPER **",106,922.013854517914,"Reef"
2014,"TENPOUNDER, HAWAIIAN",323,506.504638272623,"Fishpond"
2014,"LOBSTER, BANDED SPINY",10172,114118.126195748,"Reef"
2014,"SHARKS, HAMMERHEAD **",51,237.903693734111,"Reef"
2014,"SQUIDS, LOLIGINIDAE **",3137,11604.6571344496,"Reef"
2014,"LEATHERSKIN, LARGEMOUTHED",272,717.000072359947,"Reef"
2014,"CRABS, DECAPODA (ORDER) **",25686,123207.801425009,"Reef"
2014,"GROUPERS, SERRANIDAE (FAMILY) **",9608,55030.3037188189,"Reef"
2014,"SNAPPERS, LUTJANIDAE (FAMILY) **",286288,2035869.08160755,"Deep"
2014,"SHARKS, CHONDRICHTHYES (CLASS) **",44,24.1192684891725,"Pelagic"
2014,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",18590,20037.630462573,"Reef"
2014,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",5,76.7431270110035,"Reef"
2015,"OPAH",2067231,3419717.29298545,"Pelagic"
2015,"WAHOO",992977,2526936.8960784,"Pelagic"
2015,"ESCOLAR",49,112.884596831583,"Pelagic"
2015,"OILFISH",482813,299034.55329331,"Pelagic"
2015,"SEAWEED",4108,55728.0862550686,"Reef"
2015,"JACKS **",929,2487.80284555758,"Reef"
2015,"MILKFISH",59,79.2363035452457,"Fishpond"
2015,"SAILFISH",34897,31157.2341543326,"Pelagic"
2015,"TUNAS **",658,4755.26364153043,"Pelagic"
2015,"ALFONSINO",7,55.3568696001032,"Pelagic"
2015,"SWORDFISH",2044215,5024634.51071979,"Pelagic"
2015,"LIMPETS **",626,4644.54990233022,"Reef"
2015,"MULLETS **",132,405.950377067423,"Fishpond"
2015,"DOLPHINFISH",1131796,3719313.01297647,"Pelagic"
2015,"EMPERORS **",185,930.212495044871,"Reef"
2015,"POMFRETS **",1339002,3118997.06874137,"Pelagic"
2015,"MARLIN, BLUE",1440360,1778751.89885328,"Pelagic"
2015,"OCTOPUSES **",2149,10586.187239408,"Reef"
2015,"SCAD, BIGEYE",16919,62504.4183514106,"Reef"
2015,"TUNA, BIGEYE",18701277,76795894.8634963,"Pelagic"
2015,"GOATFISHES **",2470,11606.490326155,"Reef"
2015,"MARLIN, BLACK",10865,15628.0040882801,"Pelagic"
2015,"RUDDERFISH **",633,1254.75571093567,"Reef"
2015,"THREADFINS **",14,54.2714407844149,"Fishpond"
2015,"SCAD, MACKEREL",19069,54422.3153897955,"Reef"
2015,"SPEARFISHES **",599748,587288.627589204,"Pelagic"
2015,"TUNA, ALBACORE",649216,1121570.33896427,"Pelagic"
2015,"TUNA, KAWAKAWA",10150,29677.7946785494,"Pelagic"
2015,"TUNA, SKIPJACK",435100,590094.461077758,"Pelagic"
2015,"MARLIN, STRIPED",1165261,1478478.87128127,"Pelagic"
2015,"MULLET, STRIPED",51,245.306912345555,"Fishpond"
2015,"PARROTFISHES **",1286,4571.82617167911,"Reef"
2015,"RUNNER, RAINBOW",1092,1658.53523037172,"Reef"
2015,"SHARKS, MAKO **",93862,100860.216411388,"Pelagic"
2015,"TUNA, YELLOWFIN",3136039,10002785.5324077,"Pelagic"
2015,"SURGEONFISHES **",3005,8160.25383634462,"Reef"
2015,"SCORPIONFISHES **",836,7780.35375085371,"Reef"
