"Year","Species","Pounds","Dollars","Habitat"
2002,"SQUIRRELFISHES **",50963,235897.419587346,"Reef"
2002,"VERTEBRATES, JAWED",20384,72302.251264282,"Jawed Vertebrates"
2002,"JOBFISH, GREEN /UKU",112586,382616.826777169,"Reef"
2002,"SHARKS, THRESHER **",81362,36741.5598910203,"Pelagic"
2002,"LOBSTERS, SLIPPER **",58,695.618509273458,"Reef"
2002,"TENPOUNDER, HAWAIIAN",138,221.588154163723,"Fishpond"
2002,"LOBSTER, BANDED SPINY",9527,169781.404702913,"Reef"
2002,"LEATHERSKIN, LARGEMOUTHED",301,642.325155740411,"Reef"
2002,"CRABS, DECAPODA (ORDER) **",11321,61510.3471738399,"Reef"
2002,"GROUPERS, SERRANIDAE (FAMILY) **",37563,215631.920678069,"Reef"
2002,"SNAPPERS, LUTJANIDAE (FAMILY) **",399830,2474803.09240752,"Deep"
2002,"SHARKS, CHONDRICHTHYES (CLASS) **",1188,514.701598595482,"Pelagic"
2002,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",19899,27841.5698510014,"Reef"
2002,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",317,356.223994668263,"Reef"
2003,"OPAH",1095520,2076016.36996444,"Pelagic"
2003,"WAHOO",980639,2613081.39583327,"Pelagic"
2003,"EELS **",922,1405.64854830169,"Reef"
2003,"ESCOLAR",3255,4580.04859671685,"Pelagic"
2003,"OILFISH",278118,573994.246536046,"Pelagic"
2003,"SEAWEED",12298,114891.825669113,"Reef"
2003,"JACKS **",50597,131931.531994856,"Reef"
2003,"SAILFISH",3493,3683.29433693925,"Pelagic"
2003,"TUNAS **",14883,85459.8557228232,"Pelagic"
2003,"ALFONSINO",33,167.797576216053,"Pelagic"
2003,"SWORDFISH",323506,970173.95171193,"Pelagic"
2003,"LIMPETS **",10686,88481.5874846811,"Reef"
2003,"MULLETS **",82,250.320974355095,"Fishpond"
2003,"DOLPHINFISH",1311806,4003776.70439216,"Pelagic"
2003,"EMPERORS **",4470,14352.1943263484,"Reef"
2003,"JACK, BLACK",3753,8205.57655495877,"Reef"
2003,"POMFRETS **",458541,1068478.57435509,"Pelagic"
2003,"TILAPIAS **",889,1950.30297601937,"Fishpond"
2003,"JACK, ALMACO",1736,1587.20002420758,"Pelagic"
2003,"MARLIN, BLUE",952069,1131976.20305318,"Pelagic"
2003,"OCTOPUSES **",25007,99096.8472652999,"Reef"
2003,"SCAD, BIGEYE",326033,699077.711875331,"Reef"
2003,"SQUID, JUMBO",3290,7766.82715485286,"Pelagic"
2003,"TUNA, BIGEYE",8258716,35456542.4887813,"Pelagic"
2003,"BILLFISHES **",2208,3998.2586398366,"Pelagic"
2003,"GOATFISHES **",48217,184703.869714804,"Reef"
2003,"MARLIN, BLACK",4069,6015.95572433618,"Pelagic"
2003,"RUDDERFISH **",20098,30869.2524638777,"Reef"
2003,"THREADFINS **",263,1039.79481655193,"Fishpond"
2003,"CRUSTACEANS **",4290,162261.631590892,"Reef"
2003,"SCAD, MACKEREL",245376,650734.129855511,"Reef"
2003,"SPEARFISHES **",516920,364618.631557606,"Pelagic"
2003,"SUNFISH, OCEAN",7,1.37538996898404,"Pelagic"
2003,"TUNA, ALBACORE",1341084,2147007.12321356,"Pelagic"
2003,"TUNA, KAWAKAWA",3924,5527.69228534685,"Pelagic"
2003,"TUNA, SKIPJACK",1329888,1828977.07607535,"Pelagic"
2003,"MARLIN, STRIPED",1370255,1588942.64329828,"Pelagic"
2003,"MULLET, STRIPED",8998,41543.6540131629,"Fishpond"
2003,"PARROTFISHES **",67124,231204.429176186,"Reef"
2003,"RUNNER, RAINBOW",4845,10421.3297949921,"Reef"
2003,"SHARKS, MAKO **",189564,108475.631463802,"Pelagic"
2003,"TUNA, YELLOWFIN",3415046,11853707.671951,"Pelagic"
2003,"SURGEONFISHES **",111098,225929.808645132,"Reef"
2003,"TRIGGERFISHES **",2534,3856.59347303124,"Reef"
2003,"CABRILLA, SPOTTED",7,30.2585793176488,"Reef"
2003,"CUCUMBERS, SEA **",287,1277.73728118617,"Reef"
2003,"MACKEREL, FRIGATE",5,2.75077993796808,"Pelagic"
2003,"SCORPIONFISHES **",3380,18038.2394432257,"Reef"
2003,"SHRIMP, MARINE **",1620,12616.4521854906,"Deep"
2003,"SNAPPER, GLASSEYE",6005,25631.7674619865,"Reef"
2003,"SQUIRRELFISHES **",46267,208872.222249792,"Reef"
2003,"VERTEBRATES, JAWED",15552,66639.0193872456,"Jawed Vertebrates"
2003,"JOBFISH, GREEN /UKU",141779,473662.299078599,"Reef"
2003,"SHARKS, THRESHER **",96424,39151.8508570996,"Pelagic"
2003,"LOBSTERS, SLIPPER **",35,375.481461532642,"Reef"
2003,"TENPOUNDER, HAWAIIAN",527,836.237101142295,"Fishpond"
2003,"LOBSTER, BANDED SPINY",5541,91533.5778258567,"Reef"
2003,"LEATHERSKIN, LARGEMOUTHED",557,1098.93658521825,"Reef"
2003,"CRABS, DECAPODA (ORDER) **",10902,57062.1790332098,"Reef"
2003,"GROUPERS, SERRANIDAE (FAMILY) **",46583,253681.052049323,"Reef"
2003,"SNAPPERS, LUTJANIDAE (FAMILY) **",353241,2284257.28821847,"Deep"
2003,"SHARKS, CHONDRICHTHYES (CLASS) **",2786,429.12167032302,"Pelagic"
2003,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",23963,31445.5408608821,"Reef"
2003,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",282,277.828773734776,"Reef"
2003,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",49,156.79445646418,"Reef"
2004,"OPAH",790946,1813225.66692402,"Pelagic"
2004,"WAHOO",847994,2934895.54793043,"Pelagic"
2004,"EELS **",757,1064.85103699469,"Reef"
2004,"ESCOLAR",2807,4189.75351411244,"Pelagic"
2004,"OILFISH",345898,762600.77189653,"Pelagic"
2004,"SEAWEED",12586,74384.1980986957,"Reef"
2004,"JACKS **",49277,134420.36562093,"Reef"
2004,"SAILFISH",7578,13070.2093320682,"Pelagic"
2004,"TUNAS **",267,2985.60120938511,"Pelagic"
2004,"ALFONSINO",27,158.053361465878,"Pelagic"
2004,"SWORDFISH",521484,1641828.85133168,"Pelagic"
2004,"LIMPETS **",3057,36033.487543687,"Reef"
2004,"MULLETS **",139,478.178390197615,"Fishpond"
2004,"DOLPHINFISH",2220401,6585973.73859129,"Pelagic"
2004,"EMPERORS **",1143,3324.47833185009,"Reef"
2004,"JACK, BLACK",3083,6875.32122376571,"Reef"
2004,"POMFRETS **",769062,1771851.85097216,"Pelagic"
2004,"TILAPIAS **",632,1323.36204346007,"Fishpond"
2004,"JACK, ALMACO",462,724.634479263053,"Pelagic"
2004,"MARLIN, BLUE",895251,1490429.80427057,"Pelagic"
2004,"OCTOPUSES **",18569,76351.8285054193,"Reef"
2004,"SCAD, BIGEYE",296604,767702.680827238,"Reef"
2004,"TUNA, BIGEYE",9844778,38636596.9394541,"Pelagic"
2004,"BILLFISHES **",436,815.716077395932,"Pelagic"
2004,"GOATFISHES **",47610,153694.839108167,"Reef"
2004,"MARLIN, BLACK",7063,13848.4212219976,"Pelagic"
2004,"RUDDERFISH **",21508,30845.8547559128,"Reef"
2004,"THREADFINS **",223,1313.98599659345,"Fishpond"
2004,"SCAD, MACKEREL",171655,469118.450053927,"Reef"
2004,"SPEARFISHES **",444656,579789.288961709,"Pelagic"
2004,"SUNFISH, OCEAN",117,16.0732231999198,"Pelagic"
2004,"TUNA, ALBACORE",1127051,2001739.12578902,"Pelagic"
2004,"TUNA, KAWAKAWA",3293,6312.75841176852,"Pelagic"
2004,"TUNA, SKIPJACK",861637,1515167.83421051,"Pelagic"
2004,"FLYINGFISHES **",8,13.3943526665999,"Pelagic"
2004,"MACKEREL, SNAKE",4,2.67887053331997,"Pelagic"
2004,"MARLIN, STRIPED",937299,1812748.82796909,"Pelagic"
2004,"MULLET, STRIPED",10151,45459.0935151733,"Fishpond"
2004,"PARROTFISHES **",28363,105086.733281076,"Reef"
2004,"RUNNER, RAINBOW",4111,10365.8895286816,"Reef"
2004,"SHARKS, MAKO **",125491,63743.7243403488,"Pelagic"
2004,"TUNA, YELLOWFIN",3105695,9442190.85895811,"Pelagic"
2004,"SURGEONFISHES **",70654,143449.498753485,"Reef"
2004,"TRIGGERFISHES **",842,1423.81968845957,"Reef"
2004,"CUCUMBERS, SEA **",230,957.696215661891,"Reef"
2004,"MACKEREL, FRIGATE",3,5.35774106663995,"Pelagic"
2004,"SCORPIONFISHES **",2632,13880.5676683974,"Reef"
2004,"SHRIMP, MARINE **",30,361.647521998197,"Deep"
2004,"SNAPPER, GLASSEYE",11841,36739.3699292168,"Reef"
2004,"SQUIRRELFISHES **",39652,160947.881077131,"Reef"
2004,"VERTEBRATES, JAWED",13761,57978.7949526442,"Jawed Vertebrates"
2004,"JOBFISH, GREEN /UKU",145638,554787.390274233,"Reef"
2004,"SHARKS, THRESHER **",102958,34971.3153772256,"Pelagic"
2004,"LOBSTERS, SLIPPER **",7,75.0083749329593,"Reef"
2004,"TENPOUNDER, HAWAIIAN",237,318.785593465077,"Fishpond"
2004,"LOBSTER, BANDED SPINY",4870,77543.9258927466,"Reef"
2004,"SQUIDS, LOLIGINIDAE **",535,1560.44208565889,"Reef"
2004,"LEATHERSKIN, LARGEMOUTHED",490,996.53983839503,"Reef"
2004,"CRABS, DECAPODA (ORDER) **",12718,66825.7648889334,"Reef"
2004,"GROUPERS, SERRANIDAE (FAMILY) **",42855,249307.746748157,"Reef"
2004,"SNAPPERS, LUTJANIDAE (FAMILY) **",371761,2455543.81243922,"Deep"
2004,"SHARKS, CHONDRICHTHYES (CLASS) **",6349,1123.78618872773,"Pelagic"
2004,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",36263,42896.7538500527,"Reef"
2005,"OPAH",1086076,2464043.33012566,"Pelagic"
2005,"WAHOO",817249,2922881.76998463,"Pelagic"
2005,"EELS **",681,927.261175905873,"Reef"
2005,"ESCOLAR",3436,4615.5269176043,"Pelagic"
2005,"OILFISH",385809,914604.190723269,"Pelagic"
2005,"SEAWEED",14602,105866.213637948,"Reef"
2005,"JACKS **",33447,101036.403675492,"Reef"
2005,"SAILFISH",7420,11012.8498202826,"Pelagic"
2005,"TUNAS **",10770,38939.7746475654,"Pelagic"
2005,"ALFONSINO",18,111.686920347206,"Pelagic"
2005,"SWORDFISH",3445598,10101380.6554398,"Pelagic"
2005,"LIMPETS **",5004,58165.5091687286,"Reef"
2005,"MULLETS **",74,262.334394303902,"Fishpond"
2005,"DOLPHINFISH",1439168,4669323.65002829,"Pelagic"
2005,"EMPERORS **",1776,5263.57079264216,"Reef"
2005,"JACK, BLACK",1364,3166.19432333126,"Reef"
2005,"POMFRETS **",646123,1870322.15498551,"Pelagic"
2005,"TILAPIAS **",1214,2341.52927193038,"Fishpond"
2005,"JACK, ALMACO",231,224.672525814728,"Pelagic"
2005,"MARLIN, BLUE",969226,1262464.79231073,"Pelagic"
2005,"OCTOPUSES **",21688,84861.2805019514,"Reef"
2005,"SCAD, BIGEYE",247636,640007.61151334,"Reef"
2005,"TUNA, BIGEYE",10934544,46829324.4153557,"Pelagic"
2005,"BILLFISHES **",315,412.981868260599,"Pelagic"
2005,"GOATFISHES **",35689,128243.856946119,"Reef"
2005,"MARLIN, BLACK",2461,3558.39722966679,"Pelagic"
2005,"RUDDERFISH **",19436,25842.535209175,"Reef"
2005,"THREADFINS **",349,2549.31889118099,"Fishpond"
2005,"SCAD, MACKEREL",154053,444690.564158243,"Reef"
2005,"SPEARFISHES **",467748,545634.761190192,"Pelagic"
2005,"SUNFISH, OCEAN",123,15.5842214437962,"Pelagic"
2005,"TUNA, ALBACORE",1008007,1956874.32351412,"Pelagic"
2005,"TUNA, KAWAKAWA",3342,6292.12940793271,"Pelagic"
2005,"TUNA, SKIPJACK",964402,1470197.26941605,"Pelagic"
2005,"MARLIN, STRIPED",1218030,1995759.55338663,"Pelagic"
2005,"MULLET, STRIPED",8679,39248.8617062007,"Fishpond"
2005,"PARROTFISHES **",30032,116167.384012297,"Reef"
2005,"RUNNER, RAINBOW",4265,8734.95611924776,"Reef"
2005,"SHARKS, MAKO **",203827,106046.730869672,"Pelagic"
2005,"TUNA, YELLOWFIN",3208468,9570139.22143808,"Pelagic"
2005,"SURGEONFISHES **",82368,155850.006548684,"Reef"
2005,"TRIGGERFISHES **",1134,2205.16733429716,"Reef"
2005,"CUCUMBERS, SEA **",38,148.050103716064,"Reef"
2005,"MACKEREL, FRIGATE",3,1.29868512031635,"Pelagic"
2005,"SCORPIONFISHES **",2599,14832.282759133,"Reef"
2005,"SHRIMP, MARINE **",84,981.805950959159,"Deep"
2005,"SNAPPER, GLASSEYE",5688,19775.078327057,"Reef"
2005,"SQUIRRELFISHES **",32986,150078.649873998,"Reef"
2005,"VERTEBRATES, JAWED",12246,43676.0792813591,"Jawed Vertebrates"
2005,"JOBFISH, GREEN /UKU",145233,628471.39158957,"Reef"
2005,"SHARKS, THRESHER **",63314,22323.0985331177,"Pelagic"
2005,"LOBSTERS, SLIPPER **",13,132.465882272267,"Reef"
2005,"TENPOUNDER, HAWAIIAN",640,846.742698446259,"Fishpond"
2005,"LOBSTER, BANDED SPINY",10091,144059.244341332,"Reef"
2005,"SQUIDS, LOLIGINIDAE **",1444,3466.19058612433,"Reef"
2005,"LEATHERSKIN, LARGEMOUTHED",351,597.39515534552,"Reef"
2005,"CRABS, DECAPODA (ORDER) **",8951,47076.0369263473,"Reef"
2005,"PUFFERS, SPHOEROIDES (GENUS) **",3,2.5973702406327,"Reef"
2005,"GROUPERS, SERRANIDAE (FAMILY) **",45635,270955.066132562,"Reef"
2005,"SNAPPERS, LUTJANIDAE (FAMILY) **",288914,1960354.79963656,"Deep"
2005,"SHARKS, CHONDRICHTHYES (CLASS) **",8314,3471.3853266056,"Pelagic"
2005,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",33878,32704.7873849266,"Reef"
2005,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",32,371.423944410476,"Reef"
2006,"OPAH",1093224,2401130.63454951,"Pelagic"
2006,"WAHOO",892581,2934893.68818528,"Pelagic"
2006,"EELS **",933,1320.24460926154,"Reef"
2006,"ESCOLAR",4062,5430.89170851764,"Pelagic"
2006,"OILFISH",417146,1058142.04038758,"Pelagic"
2006,"SEAWEED",13094,77687.828782386,"Reef"
2006,"JACKS **",23930,72506.3726011907,"Reef"
2006,"SAILFISH",18442,19476.1275373887,"Pelagic"
2006,"TUNAS **",1303,1715.81408188379,"Pelagic"
2006,"ALFONSINO",3,8.81842773361714,"Pelagic"
2006,"SWORDFISH",2602183,6598071.08828062,"Pelagic"
2006,"LIMPETS **",5072,71861.3676012461,"Reef"
2006,"MULLETS **",49,165.030576157692,"Fishpond"
2006,"DOLPHINFISH",1337174,4572819.63699959,"Pelagic"
2006,"EMPERORS **",1684,5215.47011673928,"Reef"
2006,"JACK, BLACK",367,684.058037050587,"Reef"
2006,"POMFRETS **",584014,1673512.08404563,"Pelagic"
2006,"TILAPIAS **",605,1442.44282214166,"Fishpond"
2006,"JACK, ALMACO",323,667.680956973869,"Pelagic"
2006,"MARLIN, BLUE",977245,1220902.50129156,"Pelagic"
2006,"OCTOPUSES **",17694,75634.3948958437,"Reef"
2006,"SCAD, BIGEYE",235624,693464.779891575,"Reef"
2006,"TUNA, BIGEYE",10136398,43117620.5181206,"Pelagic"
2006,"BILLFISHES **",271,437.142060509307,"Pelagic"
2006,"GOATFISHES **",30672,116657.720712631,"Reef"
2006,"MARLIN, BLACK",9245,12437.7624305717,"Pelagic"
2006,"RUDDERFISH **",34759,44942.4870566845,"Reef"
2006,"THREADFINS **",366,2305.38896464562,"Fishpond"
2006,"SCAD, MACKEREL",196242,565600.097304908,"Reef"
2006,"SPEARFISHES **",362830,476705.306648485,"Pelagic"
2006,"SUNFISH, OCEAN",77,11.3379785146506,"Pelagic"
2006,"TUNA, ALBACORE",764709,1617458.37804459,"Pelagic"
2006,"TUNA, KAWAKAWA",2920,6708.30395450161,"Pelagic"
2006,"TUNA, SKIPJACK",867271,1505707.48247802,"Pelagic"
2006,"MACKEREL, SNAKE",1,2.51955078103347,"Pelagic"
2006,"MARLIN, STRIPED",1490250,2018158.91583242,"Pelagic"
2006,"MULLET, STRIPED",7961,35442.5208367978,"Fishpond"
2006,"PARROTFISHES **",25779,107514.27092826,"Reef"
2006,"RUNNER, RAINBOW",1768,4557.86736288955,"Reef"
2006,"SHARKS, MAKO **",198645,151876.001529917,"Pelagic"
2006,"TUNA, YELLOWFIN",3026303,9974159.53440649,"Pelagic"
2006,"SURGEONFISHES **",65704,139559.177536834,"Reef"
2006,"TRIGGERFISHES **",1521,3400.13377900467,"Reef"
2006,"CUCUMBERS, SEA **",174,770.982538996242,"Reef"
2006,"MACKEREL, FRIGATE",88,359.035986297269,"Pelagic"
2006,"SCORPIONFISHES **",2090,10153.7896475649,"Reef"
2006,"SHRIMP, MARINE **",5,37.793261715502,"Deep"
2006,"SNAPPER, GLASSEYE",3050,12319.3435438631,"Reef"
2006,"SQUIRRELFISHES **",27140,131674.24336759,"Reef"
2006,"VERTEBRATES, JAWED",13478,42511.1205529872,"Jawed Vertebrates"
2006,"JOBFISH, GREEN /UKU",142230,558724.243223468,"Reef"
2006,"SHARKS, THRESHER **",73732,39069.4141860955,"Pelagic"
2006,"LOBSTERS, SLIPPER **",3,30.2346093724016,"Reef"
2006,"TENPOUNDER, HAWAIIAN",1016,1286.23067371759,"Fishpond"
2006,"LOBSTER, BANDED SPINY",6178,74990.6496712897,"Reef"
2006,"SQUIDS, LOLIGINIDAE **",1902,5934.80186472434,"Reef"
2006,"LEATHERSKIN, LARGEMOUTHED",420,959.948847573752,"Reef"
2006,"CRABS, DECAPODA (ORDER) **",6651,37077.7092936885,"Reef"
2006,"GROUPERS, SERRANIDAE (FAMILY) **",26932,175935.191938005,"Reef"
2006,"SNAPPERS, LUTJANIDAE (FAMILY) **",236218,1645429.17104023,"Deep"
2006,"SHARKS, CHONDRICHTHYES (CLASS) **",2670,1155.21403310385,"Pelagic"
2006,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",32627,39658.9890688573,"Reef"
2006,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",403,502.650380816177,"Reef"
2007,"OPAH",1226428,2662569.195762,"Pelagic"
2007,"WAHOO",714579,2557895.53676677,"Pelagic"
2007,"EELS **",1975,2518.28136401908,"Reef"
2007,"ESCOLAR",6641,8435.56792029189,"Pelagic"
2007,"OILFISH",458221,1250860.89671625,"Pelagic"
2007,"SEAWEED",8676,87395.2803817008,"Reef"
2007,"JACKS **",29796,73752.6474880718,"Reef"
2007,"SAILFISH",25902,30380.0655346618,"Pelagic"
2007,"TUNAS **",5000,24367.1014594443,"Pelagic"
2007,"SWORDFISH",3643173,9482097.20895313,"Pelagic"
2007,"LIMPETS **",6794,72057.4381139489,"Reef"
2007,"MULLETS **",298,732.301010384507,"Fishpond"
2007,"DOLPHINFISH",1388217,4272046.60637103,"Pelagic"
2007,"EMPERORS **",3320,13746.8968565815,"Reef"
2007,"JACK, BLACK",436,861.097670502386,"Reef"
2007,"POMFRETS **",592991,1791951.61212461,"Pelagic"
2007,"TILAPIAS **",216,662.382823463373,"Fishpond"
2007,"JACK, ALMACO",1027,2405.43095705866,"Pelagic"
2007,"MARLIN, BLUE",747197,1119619.55332585,"Pelagic"
2007,"OCTOPUSES **",17009,75433.1372438956,"Reef"
2007,"SCAD, BIGEYE",268791,782222.595846197,"Reef"
2007,"TUNA, BIGEYE",12875412,51485844.2048835,"Pelagic"
2007,"BILLFISHES **",736,457.534802133034,"Pelagic"
2007,"GOATFISHES **",26479,115703.559640752,"Reef"
2007,"MARLIN, BLACK",4770,7552.39082234072,"Pelagic"
2007,"RUDDERFISH **",31073,41710.4917204603,"Reef"
2007,"THREADFINS **",229,1684.16966039854,"Fishpond"
2007,"SCAD, MACKEREL",192691,560319.443446534,"Reef"
2007,"SPEARFISHES **",316880,425627.576199832,"Pelagic"
2007,"SUNFISH, OCEAN",86,38.0256806062307,"Pelagic"
2007,"TUNA, ALBACORE",735183,1387482.260595,"Pelagic"
2007,"TUNA, KAWAKAWA",2548,4843.98105529049,"Pelagic"
2007,"TUNA, SKIPJACK",729260,981624.358405838,"Pelagic"
2007,"MARLIN, STRIPED",623175,1360049.79862475,"Pelagic"
2007,"MULLET, STRIPED",10186,45670.0690429413,"Fishpond"
2007,"PARROTFISHES **",43458,191113.390822341,"Reef"
2007,"RUNNER, RAINBOW",987,2530.54771260174,"Reef"
2007,"SHARKS, MAKO **",264445,187738.918327252,"Pelagic"
2007,"TUNA, YELLOWFIN",3246291,8884121.3019927,"Pelagic"
2007,"SURGEONFISHES **",85177,189489.326269997,"Reef"
2007,"TRIGGERFISHES **",760,1599.53185517822,"Reef"
2007,"CUCUMBERS, SEA **",163,769.100056132473,"Reef"
2007,"MACKEREL, FRIGATE",137,210.981195621667,"Pelagic"
2007,"SCORPIONFISHES **",1469,7443.22031995509,"Reef"
2007,"SHRIMP, MARINE **",417,2861.73912433343,"Deep"
2007,"SNAPPER, GLASSEYE",4111,16705.5401347179,"Reef"
2007,"SQUIRRELFISHES **",33011,162364.749649172,"Reef"
2007,"VERTEBRATES, JAWED",11405,32039.702497895,"Jawed Vertebrates"
2007,"JOBFISH, GREEN /UKU",148899,580908.50954252,"Reef"
2007,"SHARKS, THRESHER **",99436,49461.59738984,"Pelagic"
2007,"LOBSTERS, SLIPPER **",4,34.3457760314342,"Reef"
2007,"TENPOUNDER, HAWAIIAN",1206,1523.48049396576,"Fishpond"
2007,"LOBSTER, BANDED SPINY",7845,113964.191411732,"Reef"
2007,"SQUIDS, LOLIGINIDAE **",2211,6349.06202638226,"Reef"
2007,"SHARK, WHITETIP, OCEANIC",114,98.1307886612405,"Pelagic"
2007,"LEATHERSKIN, LARGEMOUTHED",278,578.971653101319,"Reef"
2007,"CRABS, DECAPODA (ORDER) **",10080,53076.4903171485,"Reef"
2007,"GROUPERS, SERRANIDAE (FAMILY) **",23435,144996.826690991,"Reef"
2007,"SNAPPERS, LUTJANIDAE (FAMILY) **",231862,1491611.29371316,"Deep"
2007,"SHARKS, CHONDRICHTHYES (CLASS) **",318,274.766208251473,"Pelagic"
2007,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",25410,34529.771260174,"Reef"
2007,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",55,66.2382823463374,"Reef"
2007,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",120,441.588548975582,"Reef"
2008,"OPAH",1313244,2645002.2069422,"Pelagic"
2008,"WAHOO",849230,2677379.89480262,"Pelagic"
2008,"EELS **",605,748.547496624216,"Reef"
2008,"ESCOLAR",10649,13482.2791072043,"Pelagic"
2008,"OILFISH",491247,1103715.2319839,"Pelagic"
2008,"SEAWEED",12644,120540.216007837,"Reef"
2008,"JACKS **",29896,83199.4897614446,"Reef"
2008,"SAILFISH",11251,14153.8056395457,"Pelagic"
2008,"TUNAS **",4471,12831.2112685006,"Pelagic"
2008,"ALFONSINO",38,214.214556911753,"Pelagic"
2008,"SWORDFISH",3834728,8637448.64615955,"Pelagic"
2008,"LIMPETS **",6526,67566.6409171543,"Reef"
2008,"MULLETS **",314,944.710265032169,"Fishpond"
2008,"DOLPHINFISH",1249571,3819991.91720194,"Pelagic"
2008,"EMPERORS **",3138,13424.5133839922,"Reef"
2008,"JACK, BLACK",495,1074.68314225953,"Reef"
2008,"POMFRETS **",670742,2000206.76301729,"Pelagic"
2008,"TILAPIAS **",657,2477.9088352882,"Fishpond"
2008,"JACK, ALMACO",814,1198.63875665228,"Pelagic"
2008,"MARLIN, BLUE",922071,1226573.29763563,"Pelagic"
2008,"OCTOPUSES **",20875,100716.945325532,"Reef"
2008,"SCAD, BIGEYE",154839,539696.727803225,"Reef"
2008,"TUNA, BIGEYE",13373442,59781425.6304271,"Pelagic"
2008,"BILLFISHES **",121,108.310731022796,"Pelagic"
2008,"GOATFISHES **",36605,178788.52369933,"Reef"
2008,"MARLIN, BLACK",6217,5623.73384521698,"Pelagic"
2008,"RUDDERFISH **",37658,58722.4680028595,"Reef"
2008,"THREADFINS **",422,3216.82871137705,"Fishpond"
2008,"SCAD, MACKEREL",162931,530199.080145092,"Reef"
2008,"SPEARFISHES **",507744,431086.337091265,"Pelagic"
2008,"SUNFISH, OCEAN",79,9.62762053535969,"Pelagic"
2008,"TUNA, ALBACORE",803125,1617327.12539914,"Pelagic"
2008,"TUNA, KAWAKAWA",2444,5564.7646694379,"Pelagic"
2008,"TUNA, SKIPJACK",910313,1430392.43127433,"Pelagic"
2008,"FLYINGFISHES **",1,2.40690513383992,"Pelagic"
2008,"MACKEREL, SNAKE",5,1.20345256691996,"Pelagic"
2008,"MARLIN, STRIPED",1023462,1261749.01271413,"Pelagic"
2008,"MULLET, STRIPED",8841,40148.3810850168,"Fishpond"
2008,"PARROTFISHES **",44401,200636.001599195,"Reef"
2008,"RUNNER, RAINBOW",2799,6688.78936694114,"Reef"
2008,"SHARKS, MAKO **",249683,151631.413074214,"Pelagic"
2008,"TUNA, YELLOWFIN",3201107,10397766.3952024,"Pelagic"
2008,"SURGEONFISHES **",77913,174559.591379173,"Reef"
2008,"TRIGGERFISHES **",588,778.633810797215,"Reef"
2008,"CABRILLA, SPOTTED",3,9.62762053535969,"Reef"
2008,"CUCUMBERS, SEA **",149,707.630109348937,"Reef"
2008,"MACKEREL, FRIGATE",66,129.972877227356,"Pelagic"
2008,"SCORPIONFISHES **",1369,7117.21848076465,"Reef"
2008,"SHRIMP, MARINE **",161,791.871789033334,"Deep"
2008,"SNAPPER, GLASSEYE",3244,12604.9621859197,"Reef"
2008,"SQUIRRELFISHES **",56512,310167.033524848,"Reef"
2008,"VERTEBRATES, JAWED",13855,48138.1026767984,"Jawed Vertebrates"
2008,"JOBFISH, GREEN /UKU",137371,596741.582927798,"Reef"
2008,"SHARKS, THRESHER **",89390,28821.4855251661,"Pelagic"
2008,"LOBSTERS, SLIPPER **",1,4.81381026767984,"Reef"
2008,"TENPOUNDER, HAWAIIAN",432,511.467340940983,"Fishpond"
2008,"LOBSTER, BANDED SPINY",9912,144795.802494109,"Reef"
2008,"SQUIDS, LOLIGINIDAE **",1479,3925.66227329291,"Reef"
2008,"SHARK, WHITETIP, OCEANIC",110,74.6140591490376,"Pelagic"
2008,"LEATHERSKIN, LARGEMOUTHED",303,671.526532341338,"Reef"
2008,"CRABS, DECAPODA (ORDER) **",13228,68526.9960655564,"Reef"
2008,"GROUPERS, SERRANIDAE (FAMILY) **",19341,119825.365183087,"Reef"
2008,"SNAPPERS, LUTJANIDAE (FAMILY) **",240140,1467473.21176626,"Deep"
2008,"SHARKS, CHONDRICHTHYES (CLASS) **",150,116.734898991236,"Pelagic"
2008,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",32668,35329.7570070693,"Reef"
2008,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",14,151.635023431915,"Reef"
2009,"OPAH",1884043,2881105.13025565,"Pelagic"
2009,"WAHOO",604808,2000226.12992152,"Pelagic"
2009,"EELS **",1588,1954.01966371211,"Reef"
2009,"ESCOLAR",7348,9864.57050548421,"Pelagic"
2009,"OILFISH",544613,842602.218573973,"Pelagic"
2009,"RAYS **",44,184.160971977763,"Reef"
2009,"SEAWEED",14576,130670.580571495,"Reef"
2009,"JACKS **",27663,73376.1888284648,"Reef"
2009,"SAILFISH",22438,24524.5013851946,"Pelagic"
2009,"TUNAS **",590,1505.57573844158,"Pelagic"
2009,"ALFONSINO",40,15.5460560760449,"Pelagic"
