"Year","NMFS Name","Pounds","Metric Tons","Dollars","Confidentiality","Collection","Scientific Name","Tsn"
"1996","CRUSTACEANS **","72,000","33","276,000","Public","Commercial","Crustacea","83677"
"1996","SPEARFISHES **","210,000","95","230,000","Public","Commercial","Tetrapturus ","172498"
"1996","TUNA, ALBACORE","2,951,000","1,339","3,023,000","Public","Commercial","Thunnus alalunga","172419"
"1996","TUNA, SKIPJACK","2,192,000","994","2,920,000","Public","Commercial","Katsuwonus pelamis","172401"
"1996","TUNA, YELLOWFIN","3,674,000","1,667","8,905,000","Public","Commercial","Thunnus albacares","172423"
"1996","VERTEBRATES, JAWED","3,429,000","1,555","6,226,000","Public","Commercial","Gnathostomata ","914179"
"1996","SHRIMPS, PENAEID **","32,000","15","160,000","Public","Commercial","Penaeidae","95602"
"1996","TUNA, BLUEFIN PACIFIC","60,000","27","1,040,000","Public","Commercial","Thunnus orientalis","172422"
"1996","LOBSTER, CARIBBEAN SPINY","212,000","96","1,495,000","Public","Commercial","Panulirus argus","97648"
"1996","SNAPPERS, LUTJANIDAE (FAMILY) **","173,000","78","476,000","Public","Commercial","Lutjanidae","168845"
"1996","SHARKS, CHONDRICHTHYES (CLASS) **","4,472,000","2,028","1,051,000","Public","Commercial","Chondrichthyes","159785"
"1997","TUNAS **","9,000","4","13,000","Public","Commercial","Thunnus","172418"
"1997","CORALS **","2,000","1","41,000","Public","Commercial","Anthozoa","51938"
"1997","SWORDFISH","6,361,000","2,885","14,060,000","Public","Commercial","Xiphias gladius","172482"
"1997","SNAPPER, RED","413,000","187","1,923,000","Public","Commercial","Lutjanus campechanus","168853"
"1997","TUNA, BIGEYE","5,778,000","2,621","17,923,000","Public","Commercial","Thunnus obesus","172428"
"1997","CRUSTACEANS **","78,000","35","296,000","Public","Commercial","Crustacea","83677"
"1997","SPEARFISHES **","220,000","100","190,000","Public","Commercial","Tetrapturus ","172498"
"1997","TUNA, ALBACORE","4,083,000","1,852","4,883,000","Public","Commercial","Thunnus alalunga","172419"
"1997","TUNA, SKIPJACK","2,472,000","1,121","3,191,000","Public","Commercial","Katsuwonus pelamis","172401"
"1997","TUNA, YELLOWFIN","4,810,000","2,182","11,775,000","Public","Commercial","Thunnus albacares","172423"
"1997","VERTEBRATES, JAWED","6,960,000","3,157","9,948,000","Public","Commercial","Gnathostomata ","914179"
"1997","SHRIMPS, PENAEOID **","34,000","15","170,000","Public","Commercial","Penaeoidea","95601"
"1997","TUNA, BLUEFIN PACIFIC","50,000","23","780,000","Public","Commercial","Thunnus orientalis","172422"
"1997","LOBSTER, CARIBBEAN SPINY","197,000","89","1,240,000","Public","Commercial","Panulirus argus","97648"
"1997","SNAPPERS, LUTJANIDAE (FAMILY) **","89,000","40","259,000","Public","Commercial","Lutjanidae","168845"
"1997","SHARKS, CHONDRICHTHYES (CLASS) **","5,012,000","2,273","2,001,000","Public","Commercial","Chondrichthyes","159785"
"1998","TUNAS **","1,000","0","3,000","Public","Commercial","Thunnus","172418"
"1998","CORALS **","30","0","1,800","Public","Commercial","Anthozoa","51938"
"1998","SWORDFISH","7,202,000","3,267","11,961,000","Public","Commercial","Xiphias gladius","172482"
"1998","SNAPPER, RED","346,000","157","1,530,000","Public","Commercial","Lutjanus campechanus","168853"
"1998","TUNA, BIGEYE","7,407,000","3,360","21,476,000","Public","Commercial","Thunnus obesus","172428"
"1998","CRUSTACEANS **","187,000","85","756,000","Public","Commercial","Crustacea","83677"
"1998","SPEARFISHES **","296,000","134","174,000","Public","Commercial","Tetrapturus ","172498"
"1998","TUNA, ALBACORE","3,003,000","1,362","3,574,000","Public","Commercial","Thunnus alalunga","172419"
"1998","TUNA, SKIPJACK","1,084,000","492","1,403,000","Public","Commercial","Katsuwonus pelamis","172401"
"1998","TUNA, YELLOWFIN","3,456,000","1,568","7,405,000","Public","Commercial","Thunnus albacares","172423"
"1998","VERTEBRATES, JAWED","6,794,000","3,082","10,136,000","Public","Commercial","Gnathostomata ","914179"
"1998","SHRIMPS, PENAEOID **","146,000","66","636,000","Public","Commercial","Penaeoidea","95601"
"1998","TUNA, BLUEFIN PACIFIC","36,000","16","253,000","Public","Commercial","Thunnus orientalis","172422"
"1998","LOBSTER, CARIBBEAN SPINY","126,000","57","880,000","Public","Commercial","Panulirus argus","97648"
"1998","SNAPPERS, LUTJANIDAE (FAMILY) **","120,000","54","336,000","Public","Commercial","Lutjanidae","168845"
"1998","SHARKS, CHONDRICHTHYES (CLASS) **","6,222,000","2,822","1,540,000","Public","Commercial","Chondrichthyes","159785"
"1999","TUNAS **","5,960","3","7,581","Public","Commercial","Thunnus","172418"
"1999","CORALS **","2,848","1","71,401","Public","Commercial","Anthozoa","51938"
"1999","SWORDFISH","6,847,322","3,106","12,950,478","Public","Commercial","Xiphias gladius","172482"
"1999","SNAPPER, RED","386,362","175","1,726,918","Public","Commercial","Lutjanus campechanus","168853"
"1999","TUNA, BIGEYE","6,152,197","2,791","20,322,741","Public","Commercial","Thunnus obesus","172428"
"1999","CRUSTACEANS **","218,438","99","873,057","Public","Commercial","Crustacea","83677"
"1999","SPEARFISHES **","472,000","214","397,000","Public","Commercial","Tetrapturus ","172498"
"1999","TUNA, ALBACORE","3,872,494","1,757","4,366,846","Public","Commercial","Thunnus alalunga","172419"
"1999","TUNA, SKIPJACK","1,943,872","882","2,435,701","Public","Commercial","Katsuwonus pelamis","172401"
"1999","TUNA, YELLOWFIN","3,062,896","1,389","6,714,291","Public","Commercial","Thunnus albacares","172423"
"1999","VERTEBRATES, JAWED","7,110,177","3,225","11,064,523","Public","Commercial","Gnathostomata ","914179"
"1999","SHRIMPS, PENAEOID **","19,038","9","117,260","Public","Commercial","Penaeoidea","95601"
"1999","TUNA, BLUEFIN PACIFIC","23,000","10","151,000","Public","Commercial","Thunnus orientalis","172422"
"1999","LOBSTER, CARIBBEAN SPINY","142,652","65","1,021,509","Public","Commercial","Panulirus argus","97648"
"1999","SNAPPERS, LUTJANIDAE (FAMILY) **","339,798","154","792,736","Public","Commercial","Lutjanidae","168845"
"1999","SHARKS, CHONDRICHTHYES (CLASS) **","6,307,786","2,861","1,543,476","Public","Commercial","Chondrichthyes","159785"
"2001","TUNAS **","10,240","5","12,431","Public","Commercial","Thunnus","172418"
"2001","SWORDFISH","679,746","308","1,340,509","Public","Commercial","Xiphias gladius","172482"
"2001","SNAPPER, RED","304,217","138","1,349,890","Public","Commercial","Lutjanus campechanus","168853"
"2001","TUNA, BIGEYE","6,388,583","2,898","22,254,758","Public","Commercial","Thunnus obesus","172428"
"2001","CRUSTACEANS **","57,372","26","617,329","Public","Commercial","Crustacea","83677"
"2001","SPEARFISHES **","552,000","250","668,000","Public","Commercial","Tetrapturus ","172498"
"2001","TUNA, ALBACORE","3,111,763","1,411","4,379,888","Public","Commercial","Thunnus alalunga","172419"
"2001","TUNA, SKIPJACK","1,771,530","804","2,134,438","Public","Commercial","Katsuwonus pelamis","172401"
"2001","TUNA, YELLOWFIN","3,859,490","1,751","9,899,609","Public","Commercial","Thunnus albacares","172423"
"2001","VERTEBRATES, JAWED","6,521,446","2,958","10,937,012","Public","Commercial","Gnathostomata ","914179"
"2001","SHRIMPS, PENAEOID **","7,554","3","62,922","Public","Commercial","Penaeoidea","95601"
"2001","LOBSTER, BANDED SPINY","7,964","4","96,094","Public","Commercial","Panulirus marginatus","199948"
"2001","TUNA, BLUEFIN PACIFIC","2,000","1","22,000","Public","Commercial","Thunnus orientalis","172422"
"2001","SNAPPERS, LUTJANIDAE (FAMILY) **","275,664","125","643,556","Public","Commercial","Lutjanidae","168845"
"2001","SHARKS, CHONDRICHTHYES (CLASS) **","320,902","146","143,010","Public","Commercial","Chondrichthyes","159785"
"2002","OPAH","912,187","414","1,219,467","Public","Commercial","Lampris guttatus","166326"
"2002","WAHOO","654,987","297","1,441,006","Public","Commercial","Acanthocybium solandri","172451"
"2002","EELS **","768","0","966","Public","Commercial","Anguilliformes","161123"
"2002","ESCOLAR","3,972","2","3,986","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2002","OILFISH","203,333","92","289,734","Public","Commercial","Ruvettus pretiosus","172364"
"2002","SEAWEED","14,672","7","109,332","Public","Commercial","Phaeophyta ","660055"
"2002","JACKS **","56,784","26","97,886","Public","Commercial","Carangidae","168584"
"2002","SAILFISH","11,002","5","15,415","Public","Commercial","Istiophorus platypterus","172488"
"2002","TUNAS **","1,812","1","10,482","Public","Commercial","Thunnus","172418"
"2002","ALFONSINO","11","0","32","Public","Commercial","Beryx splendens","166156"
"2002","SWORDFISH","707,787","321","1,381,363","Public","Commercial","Xiphias gladius","172482"
"2002","LIMPETS **","8,106","4","65,363","Public","Commercial","Fissurellidae","69510"
"2002","MULLETS **","160","0","362","Public","Commercial","Mugilidae","170333"
"2002","DOLPHINFISH","1,367,673","620","2,608,540","Public","Commercial","Coryphaena hippurus","168791"
"2002","EMPERORS **","3,254","1","9,056","Public","Commercial","Lethrinidae","169129"
"2002","JACK, BLACK","4,084","2","6,185","Public","Commercial","Caranx lugubris","168613"
"2002","POMFRETS **","489,784","222","675,049","Public","Commercial","Bramidae","170287"
"2002","TILAPIAS **","373","0","746","Public","Commercial","Tilapia","169809"
"2002","JACK, ALMACO","966","0","883","Public","Commercial","Seriola rivoliana","168691"
"2002","MARLIN, BLUE","868,147","394","1,012,103","Public","Commercial","Makaira nigricans","172491"
"2002","OCTOPUSES **","23,952","11","69,328","Public","Commercial","Octopodidae","82590"
"2002","SCAD, BIGEYE","282,803","128","529,900","Public","Commercial","Selar crumenophthalmus","168677"
"2002","SQUID, JUMBO","2,189","1","5,373","Public","Commercial","Dosidicus gigas","82538"
"2002","TUNA, BIGEYE","10,628,443","4,821","28,467,787","Public","Commercial","Thunnus obesus","172428"
"2002","BILLFISHES **","654","0","894","Public","Commercial","Istiophoridae","172486"
"2002","GOATFISHES **","59,078","27","167,795","Public","Commercial","Mullidae","169406"
"2002","MARLIN, BLACK","7,932","4","9,201","Public","Commercial","Istiompax indica","768125"
"2002","RUDDERFISH **","26,670","12","27,717","Public","Commercial","Kyphosidae","169503"
"2002","THREADFINS **","166","0","752","Public","Commercial","Polynemidae","170445"
"2002","CRUSTACEANS **","3,936","2","108,240","Public","Commercial","Crustacea","83677"
"2002","SCAD, MACKEREL","245,056","111","460,455","Public","Commercial","Decapterus macarellus","168724"
"2002","SPEARFISHES **","313,627","142","268,925","Public","Commercial","Tetrapturus ","172498"
"2002","TUNA, ALBACORE","1,640,907","744","1,925,403","Public","Commercial","Thunnus alalunga","172419"
"2002","TUNA, KAWAKAWA","8,839","4","8,719","Public","Commercial","Euthynnus affinis","172403"
"2002","TUNA, SKIPJACK","949,209","431","1,205,652","Public","Commercial","Katsuwonus pelamis","172401"
"2002","FLYINGFISHES **","4","0","7","Public","Commercial","Exocoetidae","165431"
"2002","MARLIN, STRIPED","611,826","278","981,544","Public","Commercial","Kajikia audax","768127"
"2002","MULLET, STRIPED","7,454","3","24,182","Public","Commercial","Mugil cephalus","170335"
"2002","PARROTFISHES **","48,844","22","123,909","Public","Commercial","Scaridae","170809"
"2002","RUNNER, RAINBOW","4,445","2","5,867","Public","Commercial","Elagatis bipinnulata","168738"
"2002","SHARKS, MAKO **","176,232","80","80,932","Public","Commercial","Isurus","159923"
"2002","TUNA, YELLOWFIN","2,608,935","1,183","5,913,167","Public","Commercial","Thunnus albacares","172423"
"2002","SURGEONFISHES **","131,872","60","181,326","Public","Commercial","Acanthuridae","172250"
"2002","TRIGGERFISHES **","2,370","1","3,252","Public","Commercial","Balistidae","173128"
"2002","CUCUMBERS, SEA **","196","0","699","Public","Commercial","Holothuroidea","158140"
"2002","MACKEREL, FRIGATE","84","0","129","Public","Commercial","Auxis thazard","172456"
"2002","SCORPIONFISHES **","2,759","1","11,711","Public","Commercial","Scorpaenidae","166704"
"2002","SHRIMP, MARINE **","449","0","3,366","Public","Commercial","Dendrobranchiata","95600"
"2002","SNAPPER, GLASSEYE","3,726","2","10,137","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2002","SQUIRRELFISHES **","50,963","23","168,203","Public","Commercial","Holocentridae","166170"
"2002","VERTEBRATES, JAWED","20,384","9","51,554","Public","Commercial","Gnathostomata ","914179"
"2002","JOBFISH, GREEN /UKU","112,586","51","272,819","Public","Commercial","Aprion virescens","168926"
"2002","SHARKS, THRESHER **","81,362","37","26,198","Public","Commercial","Alopias","159915"
"2002","LOBSTERS, SLIPPER **","58","0","496","Public","Commercial","Scyllaridae","97660"
"2002","TENPOUNDER, HAWAIIAN","138","0","158","Public","Commercial","Elops","635879"
"2002","LOBSTER, BANDED SPINY","9,527","4","121,060","Public","Commercial","Panulirus marginatus","199948"
"2002","LEATHERSKIN, LARGEMOUTHED","301","0","458","Public","Commercial","Scomberoides lysan","641950"
"2002","CRABS, DECAPODA (ORDER) **","11,321","5","43,859","Public","Commercial","Decapoda","95599"
"2002","GROUPERS, SERRANIDAE (FAMILY) **","37,563","17","153,753","Public","Commercial","Serranidae","167674"
"2002","SNAPPERS, LUTJANIDAE (FAMILY) **","399,830","181","1,764,620","Public","Commercial","Lutjanidae","168845"
"2002","SHARKS, CHONDRICHTHYES (CLASS) **","1,188","1","367","Public","Commercial","Chondrichthyes","159785"
"2002","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","19,899","9","19,852","Public","Commercial","Sphyraenidae","170424"
"2002","BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **","317","0","254","Public","Commercial","Chaetodontidae","169554"
"2003","OPAH","1,095,520","497","1,509,402","Public","Commercial","Lampris guttatus","166326"
"2003","WAHOO","980,639","445","1,899,884","Public","Commercial","Acanthocybium solandri","172451"
"2003","EELS **","922","0","1,022","Public","Commercial","Anguilliformes","161123"
"2003","ESCOLAR","3,255","1","3,330","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2003","OILFISH","278,118","126","417,332","Public","Commercial","Ruvettus pretiosus","172364"
"2003","SEAWEED","12,298","6","83,534","Public","Commercial","Phaeophyta ","660055"
"2003","JACKS **","50,597","23","95,923","Public","Commercial","Carangidae","168584"
"2003","SAILFISH","3,493","2","2,678","Public","Commercial","Istiophorus platypterus","172488"
"2003","TUNAS **","14,883","7","62,135","Public","Commercial","Thunnus","172418"
"2003","ALFONSINO","33","0","122","Public","Commercial","Beryx splendens","166156"
"2003","SWORDFISH","323,506","147","705,381","Public","Commercial","Xiphias gladius","172482"
"2003","LIMPETS **","10,686","5","64,332","Public","Commercial","Fissurellidae","69510"
"2003","MULLETS **","82","0","182","Public","Commercial","Mugilidae","170333"
"2003","DOLPHINFISH","1,311,806","595","2,911,012","Public","Commercial","Coryphaena hippurus","168791"
"2003","EMPERORS **","4,470","2","10,435","Public","Commercial","Lethrinidae","169129"
"2003","JACK, BLACK","3,753","2","5,966","Public","Commercial","Caranx lugubris","168613"
"2003","POMFRETS **","458,541","208","776,855","Public","Commercial","Bramidae","170287"
"2003","TILAPIAS **","889","0","1,418","Public","Commercial","Tilapia","169809"
"2003","JACK, ALMACO","1,736","1","1,154","Public","Commercial","Seriola rivoliana","168691"
"2003","MARLIN, BLUE","952,069","432","823,022","Public","Commercial","Makaira nigricans","172491"
"2003","OCTOPUSES **","25,007","11","72,050","Public","Commercial","Octopodidae","82590"
"2003","SCAD, BIGEYE","326,033","148","508,276","Public","Commercial","Selar crumenophthalmus","168677"
"2003","SQUID, JUMBO","3,290","1","5,647","Public","Commercial","Dosidicus gigas","82538"
"2003","TUNA, BIGEYE","8,258,716","3,746","25,779,265","Public","Commercial","Thunnus obesus","172428"
"2003","BILLFISHES **","2,208","1","2,907","Public","Commercial","Istiophoridae","172486"
"2003","GOATFISHES **","48,217","22","134,292","Public","Commercial","Mullidae","169406"
"2003","MARLIN, BLACK","4,069","2","4,374","Public","Commercial","Istiompax indica","768125"
"2003","RUDDERFISH **","20,098","9","22,444","Public","Commercial","Kyphosidae","169503"
"2003","THREADFINS **","263","0","756","Public","Commercial","Polynemidae","170445"
"2003","CRUSTACEANS **","4,290","2","117,975","Public","Commercial","Crustacea","83677"
"2003","SCAD, MACKEREL","245,376","111","473,127","Public","Commercial","Decapterus macarellus","168724"
"2003","SPEARFISHES **","516,920","234","265,102","Public","Commercial","Tetrapturus ","172498"
"2003","SUNFISH, OCEAN","7","0","1","Public","Commercial","Mola mola","173414"
"2003","TUNA, ALBACORE","1,341,084","608","1,561,017","Public","Commercial","Thunnus alalunga","172419"
"2003","TUNA, KAWAKAWA","3,924","2","4,019","Public","Commercial","Euthynnus affinis","172403"
"2003","TUNA, SKIPJACK","1,329,888","603","1,329,788","Public","Commercial","Katsuwonus pelamis","172401"
"2003","MARLIN, STRIPED","1,370,255","622","1,155,267","Public","Commercial","Kajikia audax","768127"
"2003","MULLET, STRIPED","8,998","4","30,205","Public","Commercial","Mugil cephalus","170335"
"2003","PARROTFISHES **","67,124","30","168,101","Public","Commercial","Scaridae","170809"
"2003","RUNNER, RAINBOW","4,845","2","7,577","Public","Commercial","Elagatis bipinnulata","168738"
"2003","SHARKS, MAKO **","189,564","86","78,869","Public","Commercial","Isurus","159923"
"2003","TUNA, YELLOWFIN","3,415,046","1,549","8,618,434","Public","Commercial","Thunnus albacares","172423"
"2003","SURGEONFISHES **","111,098","50","164,266","Public","Commercial","Acanthuridae","172250"
"2003","TRIGGERFISHES **","2,534","1","2,804","Public","Commercial","Balistidae","173128"
"2003","CABRILLA, SPOTTED","7","0","22","Public","Commercial","Epinephelus analogus","167697"
"2003","CUCUMBERS, SEA **","287","0","929","Public","Commercial","Holothuroidea","158140"
"2003","MACKEREL, FRIGATE","5","0","2","Public","Commercial","Auxis thazard","172456"
"2003","SCORPIONFISHES **","3,380","2","13,115","Public","Commercial","Scorpaenidae","166704"
"2003","SHRIMP, MARINE **","1,620","1","9,173","Public","Commercial","Dendrobranchiata","95600"
"2003","SNAPPER, GLASSEYE","6,005","3","18,636","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2003","SQUIRRELFISHES **","46,267","21","151,864","Public","Commercial","Holocentridae","166170"
"2003","VERTEBRATES, JAWED","15,552","7","48,451","Public","Commercial","Gnathostomata ","914179"
"2003","JOBFISH, GREEN /UKU","141,779","64","344,384","Public","Commercial","Aprion virescens","168926"
"2003","SHARKS, THRESHER **","96,424","44","28,466","Public","Commercial","Alopias","159915"
"2003","LOBSTERS, SLIPPER **","35","0","273","Public","Commercial","Scyllaridae","97660"
"2003","TENPOUNDER, HAWAIIAN","527","0","608","Public","Commercial","Elops","635879"
"2003","LOBSTER, BANDED SPINY","5,541","3","66,551","Public","Commercial","Panulirus marginatus","199948"
"2003","LEATHERSKIN, LARGEMOUTHED","557","0","799","Public","Commercial","Scomberoides lysan","641950"
"2003","CRABS, DECAPODA (ORDER) **","10,902","5","41,488","Public","Commercial","Decapoda","95599"
"2003","GROUPERS, SERRANIDAE (FAMILY) **","46,583","21","184,443","Public","Commercial","Serranidae","167674"
"2003","SNAPPERS, LUTJANIDAE (FAMILY) **","353,241","160","1,660,807","Public","Commercial","Lutjanidae","168845"
"2003","SHARKS, CHONDRICHTHYES (CLASS) **","2,786","1","312","Public","Commercial","Chondrichthyes","159785"
"2003","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","23,963","11","22,863","Public","Commercial","Sphyraenidae","170424"
"2003","BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **","282","0","202","Public","Commercial","Chaetodontidae","169554"
"2003","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","49","0","114","Public","Commercial","Strongylocentrotus","157968"
"2004","OPAH","790,946","359","1,353,724","Public","Commercial","Lampris guttatus","166326"
"2004","WAHOO","847,994","385","2,191,144","Public","Commercial","Acanthocybium solandri","172451"
"2004","EELS **","757","0","795","Public","Commercial","Anguilliformes","161123"
"2004","ESCOLAR","2,807","1","3,128","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2004","OILFISH","345,898","157","569,345","Public","Commercial","Ruvettus pretiosus","172364"
"2004","SEAWEED","12,586","6","55,534","Public","Commercial","Phaeophyta ","660055"
"2004","JACKS **","49,277","22","100,356","Public","Commercial","Carangidae","168584"
"2004","SAILFISH","7,578","3","9,758","Public","Commercial","Istiophorus platypterus","172488"
"2004","TUNAS **","267","0","2,229","Public","Commercial","Thunnus","172418"
"2004","ALFONSINO","27","0","118","Public","Commercial","Beryx splendens","166156"
"2004","SWORDFISH","521,484","237","1,225,762","Public","Commercial","Xiphias gladius","172482"
"2004","LIMPETS **","3,057","1","26,902","Public","Commercial","Fissurellidae","69510"
"2004","MULLETS **","139","0","357","Public","Commercial","Mugilidae","170333"
"2004","DOLPHINFISH","2,220,401","1,007","4,916,978","Public","Commercial","Coryphaena hippurus","168791"
"2004","EMPERORS **","1,143","1","2,482","Public","Commercial","Lethrinidae","169129"
"2004","JACK, BLACK","3,083","1","5,133","Public","Commercial","Caranx lugubris","168613"
"2004","POMFRETS **","769,062","349","1,322,835","Public","Commercial","Bramidae","170287"
"2004","TILAPIAS **","632","0","988","Public","Commercial","Tilapia","169809"
"2004","JACK, ALMACO","462","0","541","Public","Commercial","Seriola rivoliana","168691"
"2004","MARLIN, BLUE","895,251","406","1,112,730","Public","Commercial","Makaira nigricans","172491"
"2004","OCTOPUSES **","18,569","8","57,003","Public","Commercial","Octopodidae","82590"
"2004","SCAD, BIGEYE","296,604","135","573,154","Public","Commercial","Selar crumenophthalmus","168677"
"2004","TUNA, BIGEYE","9,844,778","4,466","28,845,438","Public","Commercial","Thunnus obesus","172428"
"2004","BILLFISHES **","436","0","609","Public","Commercial","Istiophoridae","172486"
"2004","GOATFISHES **","47,610","22","114,746","Public","Commercial","Mullidae","169406"
"2004","MARLIN, BLACK","7,063","3","10,339","Public","Commercial","Istiompax indica","768125"
"2004","RUDDERFISH **","21,508","10","23,029","Public","Commercial","Kyphosidae","169503"
"2004","THREADFINS **","223","0","981","Public","Commercial","Polynemidae","170445"
"2004","SCAD, MACKEREL","171,655","78","350,236","Public","Commercial","Decapterus macarellus","168724"
"2004","SPEARFISHES **","444,656","202","432,861","Public","Commercial","Tetrapturus ","172498"
"2004","SUNFISH, OCEAN","117","0","12","Public","Commercial","Mola mola","173414"
"2004","TUNA, ALBACORE","1,127,051","511","1,494,465","Public","Commercial","Thunnus alalunga","172419"
"2004","TUNA, KAWAKAWA","3,293","1","4,713","Public","Commercial","Euthynnus affinis","172403"
"2004","TUNA, SKIPJACK","861,637","391","1,131,199","Public","Commercial","Katsuwonus pelamis","172401"
"2004","FLYINGFISHES **","8","0","10","Public","Commercial","Exocoetidae","165431"
"2004","MACKEREL, SNAKE","4","0","2","Public","Commercial","Gempylus serpens","172360"
"2004","MARLIN, STRIPED","937,299","425","1,353,368","Public","Commercial","Kajikia audax","768127"
"2004","MULLET, STRIPED","10,151","5","33,939","Public","Commercial","Mugil cephalus","170335"
"2004","PARROTFISHES **","28,363","13","78,456","Public","Commercial","Scaridae","170809"
"2004","RUNNER, RAINBOW","4,111","2","7,739","Public","Commercial","Elagatis bipinnulata","168738"
"2004","SHARKS, MAKO **","125,491","57","47,590","Public","Commercial","Isurus","159923"
"2004","TUNA, YELLOWFIN","3,105,695","1,409","7,049,382","Public","Commercial","Thunnus albacares","172423"
"2004","SURGEONFISHES **","70,654","32","107,097","Public","Commercial","Acanthuridae","172250"
"2004","TRIGGERFISHES **","842","0","1,063","Public","Commercial","Balistidae","173128"
"2004","CUCUMBERS, SEA **","230","0","715","Public","Commercial","Holothuroidea","158140"
"2004","MACKEREL, FRIGATE","3","0","4","Public","Commercial","Auxis thazard","172456"
"2004","SCORPIONFISHES **","2,632","1","10,363","Public","Commercial","Scorpaenidae","166704"
"2004","SHRIMP, MARINE **","30","0","270","Public","Commercial","Dendrobranchiata","95600"
"2004","SNAPPER, GLASSEYE","11,841","5","27,429","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2004","SQUIRRELFISHES **","39,652","18","120,161","Public","Commercial","Holocentridae","166170"
"2004","VERTEBRATES, JAWED","13,761","6","43,286","Public","Commercial","Gnathostomata ","914179"
"2004","JOBFISH, GREEN /UKU","145,638","66","414,195","Public","Commercial","Aprion virescens","168926"
"2004","SHARKS, THRESHER **","102,958","47","26,109","Public","Commercial","Alopias","159915"
"2004","LOBSTERS, SLIPPER **","7","0","56","Public","Commercial","Scyllaridae","97660"
"2004","TENPOUNDER, HAWAIIAN","237","0","238","Public","Commercial","Elops","635879"
"2004","LOBSTER, BANDED SPINY","4,870","2","57,893","Public","Commercial","Panulirus marginatus","199948"
"2004","SQUIDS, LOLIGINIDAE **","535","0","1,165","Public","Commercial","Loliginidae","82369"
"2004","LEATHERSKIN, LARGEMOUTHED","490","0","744","Public","Commercial","Scomberoides lysan","641950"
"2004","CRABS, DECAPODA (ORDER) **","12,718","6","49,891","Public","Commercial","Decapoda","95599"
"2004","GROUPERS, SERRANIDAE (FAMILY) **","42,855","19","186,129","Public","Commercial","Serranidae","167674"
"2004","SNAPPERS, LUTJANIDAE (FAMILY) **","371,761","169","1,833,268","Public","Commercial","Lutjanidae","168845"
"2004","SHARKS, CHONDRICHTHYES (CLASS) **","6,349","3","839","Public","Commercial","Chondrichthyes","159785"
"2004","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","36,263","16","32,026","Public","Commercial","Sphyraenidae","170424"
"2005","OPAH","1,086,076","493","1,897,337","Public","Commercial","Lampris guttatus","166326"
"2005","WAHOO","817,249","371","2,250,647","Public","Commercial","Acanthocybium solandri","172451"
"2005","EELS **","681","0","714","Public","Commercial","Anguilliformes","161123"
"2005","ESCOLAR","3,436","2","3,554","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2005","OILFISH","385,809","175","704,254","Public","Commercial","Ruvettus pretiosus","172364"
"2005","SEAWEED","14,602","7","81,518","Public","Commercial","Phaeophyta ","660055"
"2005","JACKS **","33,447","15","77,799","Public","Commercial","Carangidae","168584"
"2005","SAILFISH","7,420","3","8,480","Public","Commercial","Istiophorus platypterus","172488"
"2005","TUNAS **","10,770","5","29,984","Public","Commercial","Thunnus","172418"
"2005","ALFONSINO","18","0","86","Public","Commercial","Beryx splendens","166156"
"2005","SWORDFISH","3,445,598","1,563","7,778,160","Public","Commercial","Xiphias gladius","172482"
"2005","LIMPETS **","5,004","2","44,788","Public","Commercial","Fissurellidae","69510"
"2005","MULLETS **","74","0","202","Public","Commercial","Mugilidae","170333"
"2005","DOLPHINFISH","1,439,168","653","3,595,424","Public","Commercial","Coryphaena hippurus","168791"
"2005","EMPERORS **","1,776","1","4,053","Public","Commercial","Lethrinidae","169129"
"2005","JACK, BLACK","1,364","1","2,438","Public","Commercial","Caranx lugubris","168613"
"2005","POMFRETS **","646,123","293","1,440,166","Public","Commercial","Bramidae","170287"
"2005","TILAPIAS **","1,214","1","1,803","Public","Commercial","Tilapia","169809"
"2005","JACK, ALMACO","231","0","173","Public","Commercial","Seriola rivoliana","168691"
"2005","MARLIN, BLUE","969,226","440","972,110","Public","Commercial","Makaira nigricans","172491"
"2005","OCTOPUSES **","21,688","10","65,344","Public","Commercial","Octopodidae","82590"
"2005","SCAD, BIGEYE","247,636","112","492,812","Public","Commercial","Selar crumenophthalmus","168677"
"2005","TUNA, BIGEYE","10,934,544","4,960","36,059,029","Public","Commercial","Thunnus obesus","172428"
"2005","BILLFISHES **","315","0","318","Public","Commercial","Istiophoridae","172486"
"2005","GOATFISHES **","35,689","16","98,749","Public","Commercial","Mullidae","169406"
"2005","MARLIN, BLACK","2,461","1","2,740","Public","Commercial","Istiompax indica","768125"
"2005","RUDDERFISH **","19,436","9","19,899","Public","Commercial","Kyphosidae","169503"
"2005","THREADFINS **","349","0","1,963","Public","Commercial","Polynemidae","170445"
