"Year","NMFS Name","Pounds","Metric Tons","Dollars","Confidentiality","Collection","Scientific Name","Tsn"
"2010","SEAWEED","10,108","5","95,260","Public","Commercial","Phaeophyta ","660055"
"2010","JACKS **","27,259","12","69,276","Public","Commercial","Carangidae","168584"
"2010","SAILFISH","32,366","15","41,061","Public","Commercial","Istiophorus platypterus","172488"
"2010","TUNAS **","17,687","8","46,548","Public","Commercial","Thunnus","172418"
"2010","ALFONSINO","27","0","154","Public","Commercial","Beryx splendens","166156"
"2010","SWORDFISH","3,153,143","1,430","7,302,631","Public","Commercial","Xiphias gladius","172482"
"2010","LIMPETS **","12,105","5","70,927","Public","Commercial","Fissurellidae","69510"
"2010","MULLETS **","430","0","1,053","Public","Commercial","Mugilidae","170333"
"2010","DOLPHINFISH","1,517,631","688","3,302,540","Public","Commercial","Coryphaena hippurus","168791"
"2010","EMPERORS **","6,528","3","21,615","Public","Commercial","Lethrinidae","169129"
"2010","JACK, BLACK","127","0","239","Public","Commercial","Caranx lugubris","168613"
"2010","POMFRETS **","593,171","269","1,548,587","Public","Commercial","Bramidae","170287"
"2010","TILAPIAS **","112","0","309","Public","Commercial","Tilapia","169809"
"2010","JACK, ALMACO","1,538","1","2,811","Public","Commercial","Seriola rivoliana","168691"
"2010","MARLIN, BLUE","878,279","398","1,123,677","Public","Commercial","Makaira nigricans","172491"
"2010","OCTOPUSES **","22,635","10","90,101","Public","Commercial","Octopodidae","82590"
"2010","SCAD, BIGEYE","254,996","116","722,313","Public","Commercial","Selar crumenophthalmus","168677"
"2010","TUNA, BIGEYE","13,059,807","5,924","50,859,560","Public","Commercial","Thunnus obesus","172428"
"2010","BILLFISHES **","827","0","575","Public","Commercial","Istiophoridae","172486"
"2010","GOATFISHES **","61,983","28","280,985","Public","Commercial","Mullidae","169406"
"2010","RUDDERFISH **","27,581","13","35,186","Public","Commercial","Kyphosidae","169503"
"2010","THREADFINS **","507","0","3,386","Public","Commercial","Polynemidae","170445"
"2010","SCAD, MACKEREL","204,644","93","528,736","Public","Commercial","Decapterus macarellus","168724"
"2010","SPEARFISHES **","271,632","123","370,714","Public","Commercial","Tetrapturus ","172498"
"2010","SUNFISH, OCEAN","130","0","13","Public","Commercial","Mola mola","173414"
"2010","TUNA, ALBACORE","921,063","418","1,308,510","Public","Commercial","Thunnus alalunga","172419"
"2010","TUNA, KAWAKAWA","2,344","1","5,271","Public","Commercial","Euthynnus affinis","172403"
"2010","TUNA, SKIPJACK","299,811","136","549,230","Public","Commercial","Katsuwonus pelamis","172401"
"2010","MARLIN, STRIPED","342,332","155","632,708","Public","Commercial","Kajikia audax","768127"
"2010","MULLET, STRIPED","7,349","3","31,817","Public","Commercial","Mugil cephalus","170335"
"2010","PARROTFISHES **","62,858","29","215,627","Public","Commercial","Scaridae","170809"
"2010","RUNNER, RAINBOW","2,332","1","4,485","Public","Commercial","Elagatis bipinnulata","168738"
"2010","SHARKS, MAKO **","184,458","84","98,531","Public","Commercial","Isurus","159923"
"2010","TUNA, YELLOWFIN","2,405,108","1,091","7,005,962","Public","Commercial","Thunnus albacares","172423"
"2010","SURGEONFISHES **","112,612","51","202,600","Public","Commercial","Acanthuridae","172250"
"2010","TRIGGERFISHES **","326","0","457","Public","Commercial","Balistidae","173128"
"2010","CUCUMBERS, SEA **","374","0","2,763","Public","Commercial","Holothuroidea","158140"
"2010","MACKEREL, FRIGATE","2","0","6","Public","Commercial","Auxis thazard","172456"
"2010","SCORPIONFISHES **","1,951","1","9,528","Public","Commercial","Scorpaenidae","166704"
"2010","SHRIMP, MARINE **","238","0","975","Public","Commercial","Dendrobranchiata","95600"
"2010","SNAPPER, GLASSEYE","4,583","2","15,242","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2010","SQUIRRELFISHES **","88,294","40","346,651","Public","Commercial","Holocentridae","166170"
"2010","VERTEBRATES, JAWED","17,802","8","58,185","Public","Commercial","Gnathostomata ","914179"
"2010","JOBFISH, GREEN /UKU","109,081","49","428,039","Public","Commercial","Aprion virescens","168926"
"2010","SHARKS, THRESHER **","39,865","18","14,428","Public","Commercial","Alopias","159915"
"2010","LOBSTERS, SLIPPER **","21","0","196","Public","Commercial","Scyllaridae","97660"
"2010","TENPOUNDER, HAWAIIAN","1,127","1","1,174","Public","Commercial","Elops","635879"
"2010","LOBSTER, BANDED SPINY","9,419","4","116,492","Public","Commercial","Panulirus marginatus","199948"
"2010","HERRING, LAKE OR CISCO","486","0","972","Public","Commercial","Coregonus artedi","623384"
"2010","SQUIDS, LOLIGINIDAE **","5,978","3","13,106","Public","Commercial","Loliginidae","82369"
"2010","LEATHERSKIN, LARGEMOUTHED","255","0","504","Public","Commercial","Scomberoides lysan","641950"
"2010","CRABS, DECAPODA (ORDER) **","11,728","5","51,644","Public","Commercial","Decapoda","95599"
"2010","GROUPERS, SERRANIDAE (FAMILY) **","9,701","4","44,910","Public","Commercial","Serranidae","167674"
"2010","SNAPPERS, LUTJANIDAE (FAMILY) **","232,713","106","1,253,009","Public","Commercial","Lutjanidae","168845"
"2010","SHARKS, CHONDRICHTHYES (CLASS) **","4","0","","Public","Commercial","Chondrichthyes","159785"
"2010","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","27,619","13","26,997","Public","Commercial","Sphyraenidae","170424"
"2011","OPAH","1,564,414","710","2,853,437","Public","Commercial","Lampris guttatus","166326"
"2011","WAHOO","563,953","256","1,806,158","Public","Commercial","Acanthocybium solandri","172451"
"2011","EELS **","490","0","570","Public","Commercial","Anguilliformes","161123"
"2011","ESCOLAR","16,812","8","20,157","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2011","OILFISH","630,529","286","867,764","Public","Commercial","Ruvettus pretiosus","172364"
"2011","SEAWEED","10,914","5","91,756","Public","Commercial","Phaeophyta ","660055"
"2011","JACKS **","21,466","10","64,686","Public","Commercial","Carangidae","168584"
"2011","MILKFISH","684","0","816","Public","Commercial","Chanos chanos","162838"
"2011","SAILFISH","17,898","8","26,023","Public","Commercial","Istiophorus platypterus","172488"
"2011","TUNAS **","13,687","6","45,464","Public","Commercial","Thunnus","172418"
"2011","ALFONSINO","12","0","84","Public","Commercial","Beryx splendens","166156"
"2011","SWORDFISH","2,592,038","1,176","6,669,141","Public","Commercial","Xiphias gladius","172482"
"2011","LIMPETS **","7,766","4","46,430","Public","Commercial","Fissurellidae","69510"
"2011","MULLETS **","220","0","364","Public","Commercial","Mugilidae","170333"
"2011","DOLPHINFISH","1,423,369","646","4,314,159","Public","Commercial","Coryphaena hippurus","168791"
"2011","EMPERORS **","4,962","2","16,232","Public","Commercial","Lethrinidae","169129"
"2011","HERRINGS **","148","0","259","Public","Commercial","Clupeidae","161700"
"2011","JACK, BLACK","68","0","307","Public","Commercial","Caranx lugubris","168613"
"2011","POMFRETS **","427,365","194","1,449,448","Public","Commercial","Bramidae","170287"
"2011","TILAPIAS **","212","0","242","Public","Commercial","Tilapia","169809"
"2011","MARLIN, BLUE","915,694","415","1,238,478","Public","Commercial","Makaira nigricans","172491"
"2011","OCTOPUSES **","18,477","8","80,476","Public","Commercial","Octopodidae","82590"
"2011","SCAD, BIGEYE","166,359","75","537,768","Public","Commercial","Selar crumenophthalmus","168677"
"2011","TUNA, BIGEYE","12,879,550","5,842","53,110,037","Public","Commercial","Thunnus obesus","172428"
"2011","AMBERJACKS **","2,912","1","5,184","Public","Commercial","Seriola","168688"
"2011","BILLFISHES **","665","0","1,419","Public","Commercial","Istiophoridae","172486"
"2011","GOATFISHES **","44,723","20","225,878","Public","Commercial","Mullidae","169406"
"2011","MARLIN, BLACK","337","0","421","Public","Commercial","Istiompax indica","768125"
"2011","RUDDERFISH **","20,319","9","29,283","Public","Commercial","Kyphosidae","169503"
"2011","THREADFINS **","512","0","3,776","Public","Commercial","Polynemidae","170445"
"2011","HERRING, ROUND","161","0","322","Public","Commercial","Etrumeus teres","161743"
"2011","SCAD, MACKEREL","156,796","71","426,258","Public","Commercial","Decapterus macarellus","168724"
"2011","SPEARFISHES **","469,238","213","528,631","Public","Commercial","Tetrapturus ","172498"
"2011","SUNFISH, OCEAN","213","0","56","Public","Commercial","Mola mola","173414"
"2011","TUNA, ALBACORE","1,592,234","722","2,556,560","Public","Commercial","Thunnus alalunga","172419"
"2011","TUNA, KAWAKAWA","2,089","1","5,253","Public","Commercial","Euthynnus affinis","172403"
"2011","TUNA, SKIPJACK","631,691","287","1,011,525","Public","Commercial","Katsuwonus pelamis","172401"
"2011","FLYINGFISHES **","1","0","2","Public","Commercial","Exocoetidae","165431"
"2011","MARLIN, STRIPED","910,390","413","1,136,026","Public","Commercial","Kajikia audax","768127"
"2011","MULLET, STRIPED","9,275","4","40,419","Public","Commercial","Mugil cephalus","170335"
"2011","PARROTFISHES **","62,387","28","214,017","Public","Commercial","Scaridae","170809"
"2011","RUNNER, RAINBOW","2,537","1","4,085","Public","Commercial","Elagatis bipinnulata","168738"
"2011","SHARKS, MAKO **","131,482","60","101,406","Public","Commercial","Isurus","159923"
"2011","TUNA, YELLOWFIN","3,399,871","1,542","9,899,170","Public","Commercial","Thunnus albacares","172423"
"2011","SURGEONFISHES **","97,629","44","176,684","Public","Commercial","Acanthuridae","172250"
"2011","TRIGGERFISHES **","508","0","669","Public","Commercial","Balistidae","173128"
"2011","CUCUMBERS, SEA **","181","0","1,147","Public","Commercial","Holothuroidea","158140"
"2011","MACKEREL, FRIGATE","13","0","25","Public","Commercial","Auxis thazard","172456"
"2011","SCORPIONFISHES **","1,844","1","8,893","Public","Commercial","Scorpaenidae","166704"
"2011","SHRIMP, MARINE **","1,169","1","7,503","Public","Commercial","Dendrobranchiata","95600"
"2011","SNAPPER, GLASSEYE","2,859","1","10,382","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2011","SQUIRRELFISHES **","55,878","25","238,349","Public","Commercial","Holocentridae","166170"
"2011","VERTEBRATES, JAWED","17,394","8","47,197","Public","Commercial","Gnathostomata ","914179"
"2011","JOBFISH, GREEN /UKU","93,825","43","416,322","Public","Commercial","Aprion virescens","168926"
"2011","SHARKS, THRESHER **","44,315","20","13,879","Public","Commercial","Alopias","159915"
"2011","LOBSTERS, SLIPPER **","3","0","26","Public","Commercial","Scyllaridae","97660"
"2011","TENPOUNDER, HAWAIIAN","1,358","1","2,683","Public","Commercial","Elops","635879"
"2011","LOBSTER, BANDED SPINY","10,013","5","104,073","Public","Commercial","Panulirus marginatus","199948"
"2011","SHARKS, HAMMERHEAD **","73","0","179","Public","Commercial","Sphyrnidae","160497"
"2011","HERRING, LAKE OR CISCO","2,248","1","4,361","Public","Commercial","Coregonus artedi","623384"
"2011","SQUIDS, LOLIGINIDAE **","2,670","1","6,768","Public","Commercial","Loliginidae","82369"
"2011","SHARK, WHITETIP, OCEANIC","42","0","21","Public","Commercial","Carcharhinus longimanus","160330"
"2011","LEATHERSKIN, LARGEMOUTHED","308","0","736","Public","Commercial","Scomberoides lysan","641950"
"2011","CRABS, DECAPODA (ORDER) **","8,949","4","45,890","Public","Commercial","Decapoda","95599"
"2011","GROUPERS, SERRANIDAE (FAMILY) **","10,712","5","46,549","Public","Commercial","Serranidae","167674"
"2011","SNAPPERS, LUTJANIDAE (FAMILY) **","175,249","79","998,392","Public","Commercial","Lutjanidae","168845"
"2011","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","52,636","24","49,919","Public","Commercial","Sphyraenidae","170424"
"2011","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","2","0","18","Public","Commercial","Strongylocentrotus","157968"
"2012","OPAH","1,549,415","703","3,162,942","Public","Commercial","Lampris guttatus","166326"
"2012","WAHOO","652,126","296","2,329,779","Public","Commercial","Acanthocybium solandri","172451"
"2012","EELS **","397","0","433","Public","Commercial","Anguilliformes","161123"
"2012","ESCOLAR","9,900","4","11,755","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2012","OILFISH","601,595","273","850,783","Public","Commercial","Ruvettus pretiosus","172364"
"2012","SEAWEED","11,836","5","86,744","Public","Commercial","Phaeophyta ","660055"
"2012","JACKS **","34,493","16","111,861","Public","Commercial","Carangidae","168584"
"2012","SAILFISH","19,211","9","35,555","Public","Commercial","Istiophorus platypterus","172488"
"2012","TUNAS **","59,854","27","231,967","Public","Commercial","Thunnus","172418"
"2012","ALFONSINO","11","0","64","Public","Commercial","Beryx splendens","166156"
"2012","CORALS **","699","0","48,736","Public","Commercial","Anthozoa","51938"
"2012","SWORDFISH","2,380,900","1,080","6,693,245","Public","Commercial","Xiphias gladius","172482"
"2012","LIMPETS **","6,986","3","50,395","Public","Commercial","Fissurellidae","69510"
"2012","MULLETS **","240","0","683","Public","Commercial","Mugilidae","170333"
"2012","DOLPHINFISH","1,745,692","792","5,308,881","Public","Commercial","Coryphaena hippurus","168791"
"2012","EMPERORS **","4,828","2","15,705","Public","Commercial","Lethrinidae","169129"
"2012","JACK, BLACK","434","0","1,145","Public","Commercial","Caranx lugubris","168613"
"2012","POMFRETS **","730,826","332","2,096,818","Public","Commercial","Bramidae","170287"
"2012","TILAPIAS **","356","0","1,030","Public","Commercial","Tilapia","169809"
"2012","JACK, ALMACO","2,331","1","4,253","Public","Commercial","Seriola rivoliana","168691"
"2012","MARLIN, BLUE","800,027","363","1,454,994","Public","Commercial","Makaira nigricans","172491"
"2012","OCTOPUSES **","23,899","11","106,620","Public","Commercial","Octopodidae","82590"
"2012","SCAD, BIGEYE","206,265","94","688,288","Public","Commercial","Selar crumenophthalmus","168677"
"2012","TUNA, BIGEYE","13,963,977","6,334","64,659,092","Public","Commercial","Thunnus obesus","172428"
"2012","BILLFISHES **","723","0","1,778","Public","Commercial","Istiophoridae","172486"
"2012","GOATFISHES **","47,387","21","224,728","Public","Commercial","Mullidae","169406"
"2012","MARLIN, BLACK","2,191","1","3,861","Public","Commercial","Istiompax indica","768125"
"2012","RUDDERFISH **","29,461","13","44,073","Public","Commercial","Kyphosidae","169503"
"2012","THREADFINS **","198","0","1,282","Public","Commercial","Polynemidae","170445"
"2012","HERRING, ROUND","500","0","1,000","Public","Commercial","Etrumeus teres","161743"
"2012","MACKEREL, CHUB","3","0","10","Public","Commercial","Scomber japonicus","172412"
"2012","SCAD, MACKEREL","176,976","80","492,777","Public","Commercial","Decapterus macarellus","168724"
"2012","SPEARFISHES **","365,247","166","671,750","Public","Commercial","Tetrapturus ","172498"
"2012","SUNFISH, OCEAN","24","0","2","Public","Commercial","Mola mola","173414"
"2012","TUNA, ALBACORE","1,933,940","877","4,100,794","Public","Commercial","Thunnus alalunga","172419"
"2012","TUNA, KAWAKAWA","3,714","2","11,343","Public","Commercial","Euthynnus affinis","172403"
"2012","TUNA, SKIPJACK","534,285","242","925,760","Public","Commercial","Katsuwonus pelamis","172401"
"2012","FLYINGFISHES **","3","0","7","Public","Commercial","Exocoetidae","165431"
"2012","MARLIN, STRIPED","657,099","298","1,428,904","Public","Commercial","Kajikia audax","768127"
"2012","MULLET, STRIPED","7,128","3","30,825","Public","Commercial","Mugil cephalus","170335"
"2012","PARROTFISHES **","79,730","36","288,519","Public","Commercial","Scaridae","170809"
"2012","RUNNER, RAINBOW","2,727","1","6,016","Public","Commercial","Elagatis bipinnulata","168738"
"2012","SHARKS, MAKO **","123,621","56","117,972","Public","Commercial","Isurus","159923"
"2012","TUNA, YELLOWFIN","3,651,459","1,656","13,369,030","Public","Commercial","Thunnus albacares","172423"
"2012","SURGEONFISHES **","128,020","58","233,483","Public","Commercial","Acanthuridae","172250"
"2012","TRIGGERFISHES **","1,994","1","2,200","Public","Commercial","Balistidae","173128"
"2012","SCORPIONFISHES **","2,738","1","16,278","Public","Commercial","Scorpaenidae","166704"
"2012","SHRIMP, MARINE **","2,647","1","20,947","Public","Commercial","Dendrobranchiata","95600"
"2012","SNAPPER, GLASSEYE","3,418","2","12,756","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2012","SQUIRRELFISHES **","47,418","22","210,383","Public","Commercial","Holocentridae","166170"
"2012","VERTEBRATES, JAWED","19,669","9","55,939","Public","Commercial","Gnathostomata ","914179"
"2012","JOBFISH, GREEN /UKU","92,197","42","415,737","Public","Commercial","Aprion virescens","168926"
"2012","SHARKS, THRESHER **","30,529","14","12,454","Public","Commercial","Alopias","159915"
"2012","LOBSTERS, SLIPPER **","19","0","95","Public","Commercial","Scyllaridae","97660"
"2012","TENPOUNDER, HAWAIIAN","923","0","1,632","Public","Commercial","Elops","635879"
"2012","LOBSTER, BANDED SPINY","8,256","4","97,878","Public","Commercial","Panulirus marginatus","199948"
"2012","HERRING, LAKE OR CISCO","546","0","1,092","Public","Commercial","Coregonus artedi","623384"
"2012","SQUIDS, LOLIGINIDAE **","3,761","2","11,280","Public","Commercial","Loliginidae","82369"
"2012","LEATHERSKIN, LARGEMOUTHED","472","0","1,127","Public","Commercial","Scomberoides lysan","641950"
"2012","CRABS, DECAPODA (ORDER) **","33,723","15","147,959","Public","Commercial","Decapoda","95599"
"2012","GROUPERS, SERRANIDAE (FAMILY) **","13,903","6","67,832","Public","Commercial","Serranidae","167674"
"2012","SNAPPERS, LUTJANIDAE (FAMILY) **","215,513","98","1,321,916","Public","Commercial","Lutjanidae","168845"
"2012","SHARKS, CHONDRICHTHYES (CLASS) **","111","0","80","Public","Commercial","Chondrichthyes","159785"
"2012","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","24,911","11","39,831","Public","Commercial","Sphyraenidae","170424"
"2012","BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **","3","0","5","Public","Commercial","Chaetodontidae","169554"
"2012","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","4","0","50","Public","Commercial","Strongylocentrotus","157968"
"2013","OPAH","2,071,806","940","3,202,789","Public","Commercial","Lampris guttatus","166326"
"2013","WAHOO","744,325","338","2,375,492","Public","Commercial","Acanthocybium solandri","172451"
"2013","EELS **","847","0","1,096","Public","Commercial","Anguilliformes","161123"
"2013","ESCOLAR","9,728","4","12,249","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2013","OILFISH","578,295","262","411,120","Public","Commercial","Ruvettus pretiosus","172364"
"2013","SEAWEED","12,000","5","104,452","Public","Commercial","Phaeophyta ","660055"
"2013","JACKS **","20,069","9","64,467","Public","Commercial","Carangidae","168584"
"2013","MILKFISH","936","0","1,267","Public","Commercial","Chanos chanos","162838"
"2013","SAILFISH","11,876","5","17,007","Public","Commercial","Istiophorus platypterus","172488"
"2013","TUNAS **","2,957","1","10,491","Public","Commercial","Thunnus","172418"
"2013","ALFONSINO","47","0","188","Public","Commercial","Beryx splendens","166156"
"2013","CORALS **","3,167","1","244,871","Public","Commercial","Anthozoa","51938"
"2013","SWORDFISH","1,673,808","759","4,493,041","Public","Commercial","Xiphias gladius","172482"
"2013","LIMPETS **","14,163","6","93,191","Public","Commercial","Fissurellidae","69510"
"2013","MULLETS **","565","0","1,653","Public","Commercial","Mugilidae","170333"
"2013","DOLPHINFISH","1,514,901","687","4,129,586","Public","Commercial","Coryphaena hippurus","168791"
"2013","EMPERORS **","5,336","2","18,046","Public","Commercial","Lethrinidae","169129"
"2013","JACK, BLACK","1,399","1","3,900","Public","Commercial","Caranx lugubris","168613"
"2013","POMFRETS **","1,142,294","518","2,575,703","Public","Commercial","Bramidae","170287"
"2013","TILAPIAS **","148","0","505","Public","Commercial","Tilapia","169809"
"2013","MARLIN, BLUE","947,513","430","1,467,350","Public","Commercial","Makaira nigricans","172491"
"2013","OCTOPUSES **","25,760","12","116,275","Public","Commercial","Octopodidae","82590"
"2013","SCAD, BIGEYE","185,699","84","642,050","Public","Commercial","Selar crumenophthalmus","168677"
"2013","TUNA, BIGEYE","15,693,835","7,119","66,111,172","Public","Commercial","Thunnus obesus","172428"
"2013","AMBERJACKS **","1,740","1","4,297","Public","Commercial","Seriola","168688"
"2013","GOATFISHES **","51,887","24","255,739","Public","Commercial","Mullidae","169406"
"2013","MARLIN, BLACK","4,177","2","4,825","Public","Commercial","Istiompax indica","768125"
"2013","RUDDERFISH **","29,495","13","43,971","Public","Commercial","Kyphosidae","169503"
"2013","THREADFINS **","72","0","467","Public","Commercial","Polynemidae","170445"
"2013","HERRING, ROUND","514","0","1,028","Public","Commercial","Etrumeus teres","161743"
"2013","MACKEREL, CHUB","6","0","23","Public","Commercial","Scomber japonicus","172412"
"2013","SCAD, MACKEREL","175,187","79","504,570","Public","Commercial","Decapterus macarellus","168724"
"2013","SPEARFISHES **","474,723","215","613,945","Public","Commercial","Tetrapturus ","172498"
"2013","SUNFISH, OCEAN","67","0","7","Public","Commercial","Mola mola","173414"
"2013","TUNA, ALBACORE","805,553","365","1,759,032","Public","Commercial","Thunnus alalunga","172419"
"2013","TUNA, KAWAKAWA","5,240","2","14,311","Public","Commercial","Euthynnus affinis","172403"
"2013","TUNA, SKIPJACK","929,314","422","1,336,629","Public","Commercial","Katsuwonus pelamis","172401"
"2013","FLYINGFISHES **","1","0","2","Public","Commercial","Exocoetidae","165431"
"2013","MARLIN, STRIPED","983,240","446","1,330,032","Public","Commercial","Kajikia audax","768127"
"2013","MULLET, STRIPED","5,615","3","25,295","Public","Commercial","Mugil cephalus","170335"
"2013","PARROTFISHES **","85,458","39","314,394","Public","Commercial","Scaridae","170809"
"2013","RUNNER, RAINBOW","2,685","1","7,242","Public","Commercial","Elagatis bipinnulata","168738"
"2013","SHARKS, MAKO **","97,828","44","103,225","Public","Commercial","Isurus","159923"
"2013","TUNA, YELLOWFIN","3,463,533","1,571","12,587,855","Public","Commercial","Thunnus albacares","172423"
"2013","SURGEONFISHES **","127,541","58","232,520","Public","Commercial","Acanthuridae","172250"
"2013","TRIGGERFISHES **","789","0","1,171","Public","Commercial","Balistidae","173128"
"2013","CABRILLA, SPOTTED","11","0","13","Public","Commercial","Epinephelus analogus","167697"
"2013","SCORPIONFISHES **","2,472","1","14,134","Public","Commercial","Scorpaenidae","166704"
"2013","SHRIMP, MARINE **","9,950","5","81,450","Public","Commercial","Dendrobranchiata","95600"
"2013","SNAPPER, GLASSEYE","5,817","3","21,220","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2013","SQUIRRELFISHES **","55,988","25","248,039","Public","Commercial","Holocentridae","166170"
"2013","VERTEBRATES, JAWED","16,248","7","52,278","Public","Commercial","Gnathostomata ","914179"
"2013","JOBFISH, GREEN /UKU","102,633","47","432,747","Public","Commercial","Aprion virescens","168926"
"2013","SHARKS, THRESHER **","11,144","5","4,404","Public","Commercial","Alopias","159915"
"2013","LOBSTERS, SLIPPER **","52","0","414","Public","Commercial","Scyllaridae","97660"
"2013","TENPOUNDER, HAWAIIAN","698","0","1,203","Public","Commercial","Elops","635879"
"2013","LOBSTER, BANDED SPINY","8,823","4","94,673","Public","Commercial","Panulirus marginatus","199948"
"2013","SQUIDS, LOLIGINIDAE **","3,124","1","10,395","Public","Commercial","Loliginidae","82369"
"2013","LEATHERSKIN, LARGEMOUTHED","284","0","699","Public","Commercial","Scomberoides lysan","641950"
"2013","CRABS, DECAPODA (ORDER) **","39,445","18","170,115","Public","Commercial","Decapoda","95599"
"2013","GROUPERS, SERRANIDAE (FAMILY) **","12,211","6","58,864","Public","Commercial","Serranidae","167674"
"2013","SNAPPERS, LUTJANIDAE (FAMILY) **","254,700","116","1,570,068","Public","Commercial","Lutjanidae","168845"
"2013","SHARKS, CHONDRICHTHYES (CLASS) **","227","0","138","Public","Commercial","Chondrichthyes","159785"
"2013","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","23,307","11","31,799","Public","Commercial","Sphyraenidae","170424"
"2013","BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **","5","0","6","Public","Commercial","Chaetodontidae","169554"
"2013","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","6","0","75","Public","Commercial","Strongylocentrotus","157968"
"2014","OPAH","2,004,422","909","2,909,738","Public","Commercial","Lampris guttatus","166326"
"2014","WAHOO","1,055,518","479","2,799,765","Public","Commercial","Acanthocybium solandri","172451"
"2014","EELS **","985","0","1,358","Public","Commercial","Anguilliformes","161123"
"2014","ESCOLAR","5,431","2","7,852","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2014","OILFISH","530,897","241","406,820","Public","Commercial","Ruvettus pretiosus","172364"
"2014","SEAWEED","12,140","6","129,224","Public","Commercial","Phaeophyta ","660055"
"2014","JACKS **","20,893","9","70,099","Public","Commercial","Carangidae","168584"
"2014","MILKFISH","1,937","1","3,052","Public","Commercial","Chanos chanos","162838"
"2014","SAILFISH","34,466","16","33,403","Public","Commercial","Istiophorus platypterus","172488"
"2014","TUNAS **","3,641","2","12,240","Public","Commercial","Thunnus","172418"
"2014","ALFONSINO","133","0","592","Public","Commercial","Beryx splendens","166156"
"2014","CORALS **","1,304","1","117,396","Public","Commercial","Anthozoa","51938"
"2014","SWORDFISH","2,479,617","1,125","5,404,584","Public","Commercial","Xiphias gladius","172482"
"2014","LIMPETS **","11,139","5","72,692","Public","Commercial","Fissurellidae","69510"
"2014","MULLETS **","1,934","1","5,718","Public","Commercial","Mugilidae","170333"
"2014","DOLPHINFISH","1,689,271","766","4,412,238","Public","Commercial","Coryphaena hippurus","168791"
"2014","EMPERORS **","3,549","2","12,348","Public","Commercial","Lethrinidae","169129"
"2014","JACK, BLACK","460","0","1,096","Public","Commercial","Caranx lugubris","168613"
"2014","POMFRETS **","1,243,062","564","2,465,553","Public","Commercial","Bramidae","170287"
"2014","TILAPIAS **","242","0","857","Public","Commercial","Tilapia","169809"
"2014","MARLIN, BLUE","1,220,251","554","1,606,728","Public","Commercial","Makaira nigricans","172491"
"2014","OCTOPUSES **","20,343","9","92,666","Public","Commercial","Octopodidae","82590"
"2014","SCAD, BIGEYE","197,468","90","668,854","Public","Commercial","Selar crumenophthalmus","168677"
"2014","TUNA, BIGEYE","15,948,303","7,234","60,703,524","Public","Commercial","Thunnus obesus","172428"
"2014","AMBERJACKS **","2,699","1","5,614","Public","Commercial","Seriola","168688"
"2014","BILLFISHES **","382","0","627","Public","Commercial","Istiophoridae","172486"
"2014","GOATFISHES **","53,597","24","245,086","Public","Commercial","Mullidae","169406"
"2014","MARLIN, BLACK","21,720","10","33,622","Public","Commercial","Istiompax indica","768125"
"2014","RUDDERFISH **","15,218","7","28,157","Public","Commercial","Kyphosidae","169503"
"2014","THREADFINS **","181","0","1,338","Public","Commercial","Polynemidae","170445"
"2014","CRUSTACEANS **","187","0","354","Public","Commercial","Crustacea","83677"
"2014","HERRING, ROUND","4,236","2","9,422","Public","Commercial","Etrumeus teres","161743"
"2014","SCAD, MACKEREL","158,546","72","458,748","Public","Commercial","Decapterus macarellus","168724"
"2014","SPEARFISHES **","499,938","227","520,299","Public","Commercial","Tetrapturus ","172498"
"2014","SUNFISH, OCEAN","33","0","3","Public","Commercial","Mola mola","173414"
"2014","TUNA, ALBACORE","502,083","228","995,037","Public","Commercial","Thunnus alalunga","172419"
"2014","TUNA, KAWAKAWA","12,627","6","35,196","Public","Commercial","Euthynnus affinis","172403"
"2014","TUNA, SKIPJACK","498,227","226","675,072","Public","Commercial","Katsuwonus pelamis","172401"
"2014","MARLIN, STRIPED","1,076,486","488","1,557,081","Public","Commercial","Kajikia audax","768127"
"2014","MULLET, STRIPED","5,772","3","27,194","Public","Commercial","Mugil cephalus","170335"
"2014","PARROTFISHES **","73,679","33","288,594","Public","Commercial","Scaridae","170809"
"2014","RUNNER, RAINBOW","4,586","2","8,610","Public","Commercial","Elagatis bipinnulata","168738"
"2014","SHARKS, MAKO **","91,134","41","106,806","Public","Commercial","Isurus","159923"
"2014","TUNA, YELLOWFIN","3,330,788","1,511","11,235,575","Public","Commercial","Thunnus albacares","172423"
"2014","SURGEONFISHES **","98,688","45","188,182","Public","Commercial","Acanthuridae","172250"
