Year,State,NMFS Name,Spatial,Pounds,Dollars,Collection,Confidentiality
2009,HAWAII,"TUNA, ALBACORE ",,"649,682","1,070,503",Commercial,Public
2009,HAWAII,"TUNA, BIGEYE ",,"10,750,161","39,365,990",Commercial,Public
2009,HAWAII,"TUNA, KAWAKAWA ",,"5,340","12,105",Commercial,Public
2009,HAWAII,"TUNA, SKIPJACK ",,"709,952","1,010,361",Commercial,Public
2009,HAWAII,"TUNA, YELLOWFIN ",,"2,478,242","6,249,385",Commercial,Public
2009,HAWAII,TUNAS **,,590,"1,259",Commercial,Public
2009,HAWAII,"VERTEBRATES, JAWED",,"16,003","44,857",Commercial,Public
2009,HAWAII,WAHOO ,,"604,808","1,672,639",Commercial,Public
2008,HAWAII,ALFONSINO ,,38,178,Commercial,Public
2008,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"32,668","29,357",Commercial,Public
2008,HAWAII,BILLFISHES **,,121,90,Commercial,Public
2008,HAWAII,BLACK MARLIN,,"6,217","4,673",Commercial,Public
2008,HAWAII,"CABRILLA, SPOTTED ",,3,8,Commercial,Public
2008,HAWAII,"CRABS, DECAPODA (ORDER) **",,"13,228","56,942",Commercial,Public
2008,HAWAII,"CUCUMBERS, SEA **",,149,588,Commercial,Public
2008,HAWAII,DOLPHINFISH ,,"1,249,571","3,174,194",Commercial,Public
2008,HAWAII,EELS **,,605,622,Commercial,Public
2008,HAWAII,EMPERORS **,,"3,138","11,155",Commercial,Public
2008,HAWAII,ESCOLAR ,,"10,649","11,203",Commercial,Public
2008,HAWAII,FLYINGFISHES **,,1,2,Commercial,Public
2008,HAWAII,GOATFISHES **,,"36,605","148,563",Commercial,Public
2008,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"19,341","99,568",Commercial,Public
2008,HAWAII,"JACK, ALMACO ",,814,996,Commercial,Public
2008,HAWAII,"JACK, BLACK ",,495,893,Commercial,Public
2008,HAWAII,JACKS **,,"29,896","69,134",Commercial,Public
2008,HAWAII,"JOBFISH, GREEN /UKU ",,"137,371","495,858",Commercial,Public
2008,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,303,558,Commercial,Public
2008,HAWAII,LIMPETS **,,"6,526","56,144",Commercial,Public
2008,HAWAII,"LOBSTER, BANDED SPINY ",,"9,912","120,317",Commercial,Public
2008,HAWAII,"LOBSTERS, SLIPPER **",,1,4,Commercial,Public
2008,HAWAII,"MACKEREL, FRIGATE ",,66,108,Commercial,Public
2008,HAWAII,"MACKEREL, SNAKE ",,5,1,Commercial,Public
2008,HAWAII,"MARLIN, BLUE ",,"922,071","1,019,212",Commercial,Public
2008,HAWAII,"MULLET, STRIPED ",,"8,841","33,361",Commercial,Public
2008,HAWAII,MULLETS **,,314,785,Commercial,Public
2008,HAWAII,OCTOPUSES **,,"20,875","83,690",Commercial,Public
2008,HAWAII,OILFISH ,,"491,247","917,124",Commercial,Public
2008,HAWAII,OPAH ,,"1,313,244","2,197,845",Commercial,Public
2008,HAWAII,PARROTFISHES **,,"44,401","166,717",Commercial,Public
2008,HAWAII,POMFRETS **,,"670,742","1,662,057",Commercial,Public
2008,HAWAII,RUDDERFISH **,,"37,658","48,795",Commercial,Public
2008,HAWAII,"RUNNER, RAINBOW ",,"2,799","5,558",Commercial,Public
2008,HAWAII,SAILFISH ,,"11,251","11,761",Commercial,Public
2008,HAWAII,"SCAD, BIGEYE ",,"154,839","448,457",Commercial,Public
2008,HAWAII,"SCAD, MACKEREL ",,"162,931","440,565",Commercial,Public
2008,HAWAII,SCORPIONFISHES **,,"1,369","5,914",Commercial,Public
2008,HAWAII,SEAWEED,,"12,644","100,162",Commercial,Public
2008,HAWAII,"SHARK, WHITETIP, OCEANIC ",,110,62,Commercial,Public
2008,HAWAII,"SHARKS, CHONDRICHTHYES (CLASS) **",,150,97,Commercial,Public
2008,HAWAII,"SHARKS, MAKO **",,"249,683","125,997",Commercial,Public
2008,HAWAII,"SHARKS, THRESHER **",,"89,390","23,949",Commercial,Public
2008,HAWAII,"SHRIMP, MARINE **",,161,658,Commercial,Public
2008,HAWAII,"SNAPPER, GLASSEYE ",,"3,244","10,474",Commercial,Public
2008,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"240,140","1,219,386",Commercial,Public
2008,HAWAII,SPEARFISHES **,,"507,744","358,208",Commercial,Public
2008,HAWAII,"SQUIDS, LOLIGINIDAE **",,"1,479","3,262",Commercial,Public
2008,HAWAII,SQUIRRELFISHES **,,"56,512","257,731",Commercial,Public
2008,HAWAII,STRIPED MARLIN,,"1,023,462","1,048,441",Commercial,Public
2008,HAWAII,"SUNFISH, OCEAN ",,79,8,Commercial,Public
2008,HAWAII,SURGEONFISHES **,,"77,913","145,049",Commercial,Public
2008,HAWAII,SWORDFISH ,,"3,834,728","7,177,224",Commercial,Public
2008,HAWAII,"TENPOUNDER, HAWAIIAN",,432,425,Commercial,Public
2008,HAWAII,THREADFINS **,,422,"2,673",Commercial,Public
2008,HAWAII,TILAPIAS **,,657,"2,059",Commercial,Public
2008,HAWAII,TRIGGERFISHES **,,588,647,Commercial,Public
2008,HAWAII,"TUNA, ALBACORE ",,"803,125","1,343,906",Commercial,Public
2008,HAWAII,"TUNA, BIGEYE ",,"13,373,442","49,674,933",Commercial,Public
2008,HAWAII,"TUNA, KAWAKAWA ",,"2,444","4,624",Commercial,Public
2008,HAWAII,"TUNA, SKIPJACK ",,"910,313","1,188,574",Commercial,Public
2008,HAWAII,"TUNA, YELLOWFIN ",,"3,201,107","8,639,947",Commercial,Public
2008,HAWAII,TUNAS **,,"4,471","10,662",Commercial,Public
2008,HAWAII,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",,14,126,Commercial,Public
2008,HAWAII,"VERTEBRATES, JAWED",,"13,855","40,000",Commercial,Public
2008,HAWAII,WAHOO ,,"849,230","2,224,749",Commercial,Public
2007,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"25,410","28,150",Commercial,Public
2007,HAWAII,BILLFISHES **,,736,373,Commercial,Public
2007,HAWAII,BLACK MARLIN,,"4,770","6,157",Commercial,Public
2007,HAWAII,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",,55,54,Commercial,Public
2007,HAWAII,"CRABS, DECAPODA (ORDER) **",,"10,080","43,270",Commercial,Public
2007,HAWAII,"CUCUMBERS, SEA **",,163,627,Commercial,Public
2007,HAWAII,DOLPHINFISH ,,"1,388,217","3,482,737",Commercial,Public
2007,HAWAII,EELS **,,"1,975","2,053",Commercial,Public
2007,HAWAII,EMPERORS **,,"3,320","11,207",Commercial,Public
2007,HAWAII,ESCOLAR ,,"6,641","6,877",Commercial,Public
2007,HAWAII,GOATFISHES **,,"26,479","94,326",Commercial,Public
2007,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"23,435","118,207",Commercial,Public
2007,HAWAII,"JACK, ALMACO ",,"1,027","1,961",Commercial,Public
2007,HAWAII,"JACK, BLACK ",,436,702,Commercial,Public
2007,HAWAII,JACKS **,,"29,796","60,126",Commercial,Public
2007,HAWAII,"JOBFISH, GREEN /UKU ",,"148,899","473,579",Commercial,Public
2007,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,278,472,Commercial,Public
2007,HAWAII,LIMPETS **,,"6,794","58,744",Commercial,Public
2007,HAWAII,"LOBSTER, BANDED SPINY ",,"7,845","92,908",Commercial,Public
2007,HAWAII,"LOBSTERS, SLIPPER **",,4,28,Commercial,Public
2007,HAWAII,"MACKEREL, FRIGATE ",,137,172,Commercial,Public
2007,HAWAII,"MARLIN, BLUE ",,"747,197","912,757",Commercial,Public
2007,HAWAII,"MULLET, STRIPED ",,"10,186","37,232",Commercial,Public
2007,HAWAII,MULLETS **,,298,597,Commercial,Public
2007,HAWAII,OCTOPUSES **,,"17,009","61,496",Commercial,Public
2007,HAWAII,OILFISH ,,"458,221","1,019,750",Commercial,Public
2007,HAWAII,OPAH ,,"1,226,428","2,170,629",Commercial,Public
2007,HAWAII,PARROTFISHES **,,"43,458","155,803",Commercial,Public
2007,HAWAII,POMFRETS **,,"592,991","1,460,868",Commercial,Public
2007,HAWAII,RUDDERFISH **,,"31,073","34,004",Commercial,Public
2007,HAWAII,"RUNNER, RAINBOW ",,987,"2,063",Commercial,Public
2007,HAWAII,SAILFISH ,,"25,902","24,767",Commercial,Public
2007,HAWAII,"SCAD, BIGEYE ",,"268,791","637,698",Commercial,Public
2007,HAWAII,"SCAD, MACKEREL ",,"192,691","456,794",Commercial,Public
2007,HAWAII,SCORPIONFISHES **,,"1,469","6,068",Commercial,Public
2007,HAWAII,SEAWEED,,"8,676","71,248",Commercial,Public
2007,HAWAII,"SHARK, WHITETIP, OCEANIC ",,114,80,Commercial,Public
2007,HAWAII,"SHARKS, CHONDRICHTHYES (CLASS) **",,318,224,Commercial,Public
2007,HAWAII,"SHARKS, MAKO **",,"264,445","153,052",Commercial,Public
2007,HAWAII,"SHARKS, THRESHER **",,"99,436","40,323",Commercial,Public
2007,HAWAII,"SHRIMP, MARINE **",,417,"2,333",Commercial,Public
2007,HAWAII,"SNAPPER, GLASSEYE ",,"4,111","13,619",Commercial,Public
2007,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"231,862","1,216,019",Commercial,Public
2007,HAWAII,SPEARFISHES **,,"316,880","346,988",Commercial,Public
2007,HAWAII,"SQUIDS, LOLIGINIDAE **",,"2,211","5,176",Commercial,Public
2007,HAWAII,SQUIRRELFISHES **,,"33,011","132,366",Commercial,Public
2007,HAWAII,STRIPED MARLIN,,"623,175","1,108,765",Commercial,Public
2007,HAWAII,"SUNFISH, OCEAN ",,86,31,Commercial,Public
2007,HAWAII,SURGEONFISHES **,,"85,177","154,479",Commercial,Public
2007,HAWAII,SWORDFISH ,,"3,643,173","7,730,171",Commercial,Public
2007,HAWAII,"TENPOUNDER, HAWAIIAN",,"1,206","1,242",Commercial,Public
2007,HAWAII,THREADFINS **,,229,"1,373",Commercial,Public
2007,HAWAII,TILAPIAS **,,216,540,Commercial,Public
2007,HAWAII,TRIGGERFISHES **,,760,"1,304",Commercial,Public
2007,HAWAII,"TUNA, ALBACORE ",,"735,183","1,131,129",Commercial,Public
2007,HAWAII,"TUNA, BIGEYE ",,"12,875,412","41,973,244",Commercial,Public
2007,HAWAII,"TUNA, KAWAKAWA ",,"2,548","3,949",Commercial,Public
2007,HAWAII,"TUNA, SKIPJACK ",,"729,260","800,258",Commercial,Public
2007,HAWAII,"TUNA, YELLOWFIN ",,"3,246,291","7,242,678",Commercial,Public
2007,HAWAII,TUNAS **,,"5,000","19,865",Commercial,Public
2007,HAWAII,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",,120,360,Commercial,Public
2007,HAWAII,"VERTEBRATES, JAWED",,"11,405","26,120",Commercial,Public
2007,HAWAII,WAHOO ,,"714,579","2,085,295",Commercial,Public
2006,HAWAII,ALFONSINO ,,3,7,Commercial,Public
2006,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"32,627","31,481",Commercial,Public
2006,HAWAII,BILLFISHES **,,271,347,Commercial,Public
2006,HAWAII,BLACK MARLIN,,"9,245","9,873",Commercial,Public
2006,HAWAII,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",,403,399,Commercial,Public
2006,HAWAII,"CRABS, DECAPODA (ORDER) **",,"6,651","29,432",Commercial,Public
2006,HAWAII,"CUCUMBERS, SEA **",,174,612,Commercial,Public
2006,HAWAII,DOLPHINFISH ,,"1,337,174","3,629,869",Commercial,Public
2006,HAWAII,EELS **,,933,"1,048",Commercial,Public
2006,HAWAII,EMPERORS **,,"1,684","4,140",Commercial,Public
2006,HAWAII,ESCOLAR ,,"4,062","4,311",Commercial,Public
2006,HAWAII,GOATFISHES **,,"30,672","92,602",Commercial,Public
2006,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"26,932","139,656",Commercial,Public
2006,HAWAII,"JACK, ALMACO ",,323,530,Commercial,Public
2006,HAWAII,"JACK, BLACK ",,367,543,Commercial,Public
2006,HAWAII,JACKS **,,"23,930","57,555",Commercial,Public
2006,HAWAII,"JOBFISH, GREEN /UKU ",,"142,230","443,511",Commercial,Public
2006,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,420,762,Commercial,Public
2006,HAWAII,LIMPETS **,,"5,072","57,043",Commercial,Public
2006,HAWAII,"LOBSTER, BANDED SPINY ",,"6,178","59,527",Commercial,Public
2006,HAWAII,"LOBSTERS, SLIPPER **",,3,24,Commercial,Public
2006,HAWAII,"MACKEREL, FRIGATE ",,88,285,Commercial,Public
2006,HAWAII,"MACKEREL, SNAKE ",,1,2,Commercial,Public
2006,HAWAII,"MARLIN, BLUE ",,"977,245","969,143",Commercial,Public
2006,HAWAII,"MULLET, STRIPED ",,"7,961","28,134",Commercial,Public
2006,HAWAII,MULLETS **,,49,131,Commercial,Public
2006,HAWAII,OCTOPUSES **,,"17,694","60,038",Commercial,Public
2006,HAWAII,OILFISH ,,"417,146","839,945",Commercial,Public
2006,HAWAII,OPAH ,,"1,093,224","1,905,999",Commercial,Public
2006,HAWAII,PARROTFISHES **,,"25,779","85,344",Commercial,Public
2006,HAWAII,POMFRETS **,,"584,014","1,328,421",Commercial,Public
2006,HAWAII,RUDDERFISH **,,"34,759","35,675",Commercial,Public
2006,HAWAII,"RUNNER, RAINBOW ",,"1,768","3,618",Commercial,Public
2006,HAWAII,SAILFISH ,,"18,442","15,460",Commercial,Public
2006,HAWAII,"SCAD, BIGEYE ",,"235,624","550,467",Commercial,Public
2006,HAWAII,"SCAD, MACKEREL ",,"196,242","448,969",Commercial,Public
2006,HAWAII,SCORPIONFISHES **,,"2,090","8,060",Commercial,Public
2006,HAWAII,SEAWEED,,"13,094","61,668",Commercial,Public
2006,HAWAII,"SHARKS, CHONDRICHTHYES (CLASS) **",,"2,670",917,Commercial,Public
2006,HAWAII,"SHARKS, MAKO **",,"198,645","120,558",Commercial,Public
2006,HAWAII,"SHARKS, THRESHER **",,"73,732","31,013",Commercial,Public
2006,HAWAII,"SHRIMP, MARINE **",,5,30,Commercial,Public
2006,HAWAII,"SNAPPER, GLASSEYE ",,"3,050","9,779",Commercial,Public
2006,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"236,218","1,306,129",Commercial,Public
2006,HAWAII,SPEARFISHES **,,"362,830","378,405",Commercial,Public
2006,HAWAII,"SQUIDS, LOLIGINIDAE **",,"1,902","4,711",Commercial,Public
2006,HAWAII,SQUIRRELFISHES **,,"27,140","104,522",Commercial,Public
2006,HAWAII,STRIPED MARLIN,,"1,490,250","1,601,999",Commercial,Public
2006,HAWAII,"SUNFISH, OCEAN ",,77,9,Commercial,Public
2006,HAWAII,SURGEONFISHES **,,"65,704","110,781",Commercial,Public
2006,HAWAII,SWORDFISH ,,"2,602,183","5,237,498",Commercial,Public
2006,HAWAII,"TENPOUNDER, HAWAIIAN",,"1,016","1,021",Commercial,Public
2006,HAWAII,THREADFINS **,,366,"1,830",Commercial,Public
2006,HAWAII,TILAPIAS **,,605,"1,145",Commercial,Public
2006,HAWAII,TRIGGERFISHES **,,"1,521","2,699",Commercial,Public
2006,HAWAII,"TUNA, ALBACORE ",,"764,709","1,283,926",Commercial,Public
2006,HAWAII,"TUNA, BIGEYE ",,"10,136,398","34,226,435",Commercial,Public
2006,HAWAII,"TUNA, KAWAKAWA ",,"2,920","5,325",Commercial,Public
2006,HAWAII,"TUNA, SKIPJACK ",,"867,271","1,195,219",Commercial,Public
2006,HAWAII,"TUNA, YELLOWFIN ",,"3,026,303","7,917,411",Commercial,Public
2006,HAWAII,TUNAS **,,"1,303","1,362",Commercial,Public
2006,HAWAII,"VERTEBRATES, JAWED",,"13,478","33,745",Commercial,Public
2006,HAWAII,WAHOO ,,"892,581","2,329,696",Commercial,Public
2005,HAWAII,ALFONSINO ,,18,86,Commercial,Public
2005,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"33,878","25,183",Commercial,Public
2005,HAWAII,BILLFISHES **,,315,318,Commercial,Public
2005,HAWAII,BLACK MARLIN,,"2,461","2,740",Commercial,Public
2005,HAWAII,"CRABS, DECAPODA (ORDER) **",,"8,951","36,249",Commercial,Public
2005,HAWAII,"CUCUMBERS, SEA **",,38,114,Commercial,Public
2005,HAWAII,DOLPHINFISH ,,"1,439,168","3,595,424",Commercial,Public
2005,HAWAII,EELS **,,681,714,Commercial,Public
2005,HAWAII,EMPERORS **,,"1,776","4,053",Commercial,Public
2005,HAWAII,ESCOLAR ,,"3,436","3,554",Commercial,Public
2005,HAWAII,GOATFISHES **,,"35,689","98,749",Commercial,Public
2005,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"45,635","208,638",Commercial,Public
2005,HAWAII,"JACK, ALMACO ",,231,173,Commercial,Public
2005,HAWAII,"JACK, BLACK ",,"1,364","2,438",Commercial,Public
2005,HAWAII,JACKS **,,"33,447","77,799",Commercial,Public
2005,HAWAII,"JOBFISH, GREEN /UKU ",,"145,233","483,929",Commercial,Public
2005,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,351,460,Commercial,Public
2005,HAWAII,LIMPETS **,,"5,004","44,788",Commercial,Public
2005,HAWAII,"LOBSTER, BANDED SPINY ",,"10,091","110,927",Commercial,Public
2005,HAWAII,"LOBSTERS, SLIPPER **",,13,102,Commercial,Public
2005,HAWAII,"MACKEREL, FRIGATE ",,3,1,Commercial,Public
2005,HAWAII,"MARLIN, BLUE ",,"969,226","972,110",Commercial,Public
2005,HAWAII,"MULLET, STRIPED ",,"8,679","30,222",Commercial,Public
2005,HAWAII,MULLETS **,,74,202,Commercial,Public
2005,HAWAII,OCTOPUSES **,,"21,688","65,344",Commercial,Public
2005,HAWAII,OILFISH ,,"385,809","704,254",Commercial,Public
2005,HAWAII,OPAH ,,"1,086,076","1,897,337",Commercial,Public
2005,HAWAII,PARROTFISHES **,,"30,032","89,450",Commercial,Public
2005,HAWAII,POMFRETS **,,"646,123","1,440,166",Commercial,Public
2005,HAWAII,"PUFFERS, SPHOEROIDES (GENUS) **",,3,2,Commercial,Public
2005,HAWAII,RUDDERFISH **,,"19,436","19,899",Commercial,Public
2005,HAWAII,"RUNNER, RAINBOW ",,"4,265","6,726",Commercial,Public
2005,HAWAII,SAILFISH ,,"7,420","8,480",Commercial,Public
2005,HAWAII,"SCAD, BIGEYE ",,"247,636","492,812",Commercial,Public
2005,HAWAII,"SCAD, MACKEREL ",,"154,053","342,416",Commercial,Public
2005,HAWAII,SCORPIONFISHES **,,"2,599","11,421",Commercial,Public
2005,HAWAII,SEAWEED,,"14,602","81,518",Commercial,Public
2005,HAWAII,"SHARKS, CHONDRICHTHYES (CLASS) **",,"8,314","2,673",Commercial,Public
2005,HAWAII,"SHARKS, MAKO **",,"203,827","81,657",Commercial,Public
2005,HAWAII,"SHARKS, THRESHER **",,"63,314","17,189",Commercial,Public
2005,HAWAII,"SHRIMP, MARINE **",,84,756,Commercial,Public
2005,HAWAII,"SNAPPER, GLASSEYE ",,"5,688","15,227",Commercial,Public
2005,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"288,914","1,509,492",Commercial,Public
2005,HAWAII,SPEARFISHES **,,"467,748","420,144",Commercial,Public
2005,HAWAII,"SQUIDS, LOLIGINIDAE **",,"1,444","2,669",Commercial,Public
2005,HAWAII,SQUIRRELFISHES **,,"32,986","115,562",Commercial,Public
2005,HAWAII,STRIPED MARLIN,,"1,218,030","1,536,754",Commercial,Public
2005,HAWAII,"SUNFISH, OCEAN ",,123,12,Commercial,Public
2005,HAWAII,SURGEONFISHES **,,"82,368","120,006",Commercial,Public
2005,HAWAII,SWORDFISH ,,"3,445,598","7,778,160",Commercial,Public
2005,HAWAII,"TENPOUNDER, HAWAIIAN",,640,652,Commercial,Public
2005,HAWAII,THREADFINS **,,349,"1,963",Commercial,Public
2005,HAWAII,TILAPIAS **,,"1,214","1,803",Commercial,Public
2005,HAWAII,TRIGGERFISHES **,,"1,134","1,698",Commercial,Public
2005,HAWAII,"TUNA, ALBACORE ",,"1,008,007","1,506,812",Commercial,Public
2005,HAWAII,"TUNA, BIGEYE ",,"10,934,544","36,059,029",Commercial,Public
2005,HAWAII,"TUNA, KAWAKAWA ",,"3,342","4,845",Commercial,Public
2005,HAWAII,"TUNA, SKIPJACK ",,"964,402","1,132,066",Commercial,Public
2005,HAWAII,"TUNA, YELLOWFIN ",,"3,208,468","7,369,099",Commercial,Public
2005,HAWAII,TUNAS **,,"10,770","29,984",Commercial,Public
2005,HAWAII,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",,32,286,Commercial,Public
2005,HAWAII,"VERTEBRATES, JAWED",,"12,246","33,631",Commercial,Public
2005,HAWAII,WAHOO ,,"817,249","2,250,647",Commercial,Public
2004,HAWAII,ALFONSINO ,,27,118,Commercial,Public
2004,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"36,263","32,026",Commercial,Public
2004,HAWAII,BILLFISHES **,,436,609,Commercial,Public
2004,HAWAII,BLACK MARLIN,,"7,063","10,339",Commercial,Public
2004,HAWAII,"CRABS, DECAPODA (ORDER) **",,"12,718","49,891",Commercial,Public
2004,HAWAII,"CUCUMBERS, SEA **",,230,715,Commercial,Public
2004,HAWAII,DOLPHINFISH ,,"2,220,401","4,916,978",Commercial,Public
2004,HAWAII,EELS **,,757,795,Commercial,Public
2004,HAWAII,EMPERORS **,,"1,143","2,482",Commercial,Public
2004,HAWAII,ESCOLAR ,,"2,807","3,128",Commercial,Public
2004,HAWAII,FLYINGFISHES **,,8,10,Commercial,Public
2004,HAWAII,GOATFISHES **,,"47,610","114,746",Commercial,Public
2004,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"42,855","186,129",Commercial,Public
2004,HAWAII,"JACK, ALMACO ",,462,541,Commercial,Public
2004,HAWAII,"JACK, BLACK ",,"3,083","5,133",Commercial,Public
2004,HAWAII,JACKS **,,"49,277","100,356",Commercial,Public
2004,HAWAII,"JOBFISH, GREEN /UKU ",,"145,638","414,195",Commercial,Public
2004,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,490,744,Commercial,Public
2004,HAWAII,LIMPETS **,,"3,057","26,902",Commercial,Public
2004,HAWAII,"LOBSTER, BANDED SPINY ",,"4,870","57,893",Commercial,Public
2004,HAWAII,"LOBSTERS, SLIPPER **",,7,56,Commercial,Public
2004,HAWAII,"MACKEREL, FRIGATE ",,3,4,Commercial,Public
2004,HAWAII,"MACKEREL, SNAKE ",,4,2,Commercial,Public
2004,HAWAII,"MARLIN, BLUE ",,"895,251","1,112,730",Commercial,Public
2004,HAWAII,"MULLET, STRIPED ",,"10,151","33,939",Commercial,Public
2004,HAWAII,MULLETS **,,139,357,Commercial,Public
2004,HAWAII,OCTOPUSES **,,"18,569","57,003",Commercial,Public
2004,HAWAII,OILFISH ,,"345,898","569,345",Commercial,Public
2004,HAWAII,OPAH ,,"790,946","1,353,724",Commercial,Public
2004,HAWAII,PARROTFISHES **,,"28,363","78,456",Commercial,Public
2004,HAWAII,POMFRETS **,,"769,062","1,322,835",Commercial,Public
2004,HAWAII,RUDDERFISH **,,"21,508","23,029",Commercial,Public
2004,HAWAII,"RUNNER, RAINBOW ",,"4,111","7,739",Commercial,Public
2004,HAWAII,SAILFISH ,,"7,578","9,758",Commercial,Public
2004,HAWAII,"SCAD, BIGEYE ",,"296,604","573,154",Commercial,Public
2004,HAWAII,"SCAD, MACKEREL ",,"171,655","350,236",Commercial,Public
2004,HAWAII,SCORPIONFISHES **,,"2,632","10,363",Commercial,Public
2004,HAWAII,SEAWEED,,"12,586","55,534",Commercial,Public
2004,HAWAII,"SHARKS, CHONDRICHTHYES (CLASS) **",,"6,349",839,Commercial,Public
2004,HAWAII,"SHARKS, MAKO **",,"125,491","47,590",Commercial,Public
2004,HAWAII,"SHARKS, THRESHER **",,"102,958","26,109",Commercial,Public
2004,HAWAII,"SHRIMP, MARINE **",,30,270,Commercial,Public
2004,HAWAII,"SNAPPER, GLASSEYE ",,"11,841","27,429",Commercial,Public
2004,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"371,761","1,833,268",Commercial,Public
2004,HAWAII,SPEARFISHES **,,"444,656","432,861",Commercial,Public
2004,HAWAII,"SQUIDS, LOLIGINIDAE **",,535,"1,165",Commercial,Public
2004,HAWAII,SQUIRRELFISHES **,,"39,652","120,161",Commercial,Public
2004,HAWAII,STRIPED MARLIN,,"937,299","1,353,368",Commercial,Public
2004,HAWAII,"SUNFISH, OCEAN ",,117,12,Commercial,Public
2004,HAWAII,SURGEONFISHES **,,"70,654","107,097",Commercial,Public
2004,HAWAII,SWORDFISH ,,"521,484","1,225,762",Commercial,Public
2004,HAWAII,"TENPOUNDER, HAWAIIAN",,237,238,Commercial,Public
2004,HAWAII,THREADFINS **,,223,981,Commercial,Public
2004,HAWAII,TILAPIAS **,,632,988,Commercial,Public
2004,HAWAII,TRIGGERFISHES **,,842,"1,063",Commercial,Public
2004,HAWAII,"TUNA, ALBACORE ",,"1,127,051","1,494,465",Commercial,Public
2004,HAWAII,"TUNA, BIGEYE ",,"9,844,778","28,845,438",Commercial,Public
2004,HAWAII,"TUNA, KAWAKAWA ",,"3,293","4,713",Commercial,Public
2004,HAWAII,"TUNA, SKIPJACK ",,"861,637","1,131,199",Commercial,Public
2004,HAWAII,"TUNA, YELLOWFIN ",,"3,105,695","7,049,382",Commercial,Public
2004,HAWAII,TUNAS **,,267,"2,229",Commercial,Public
2004,HAWAII,"VERTEBRATES, JAWED",,"13,761","43,286",Commercial,Public
2004,HAWAII,WAHOO ,,"847,994","2,191,144",Commercial,Public
2003,HAWAII,ALFONSINO ,,33,122,Commercial,Public
2003,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"23,963","22,863",Commercial,Public
2003,HAWAII,BILLFISHES **,,"2,208","2,907",Commercial,Public
2003,HAWAII,BLACK MARLIN,,"4,069","4,374",Commercial,Public
2003,HAWAII,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",,282,202,Commercial,Public
2003,HAWAII,"CABRILLA, SPOTTED ",,7,22,Commercial,Public
2003,HAWAII,"CRABS, DECAPODA (ORDER) **",,"10,902","41,488",Commercial,Public
2003,HAWAII,CRUSTACEANS **,,"4,290","117,975",Commercial,Public
2003,HAWAII,"CUCUMBERS, SEA **",,287,929,Commercial,Public
2003,HAWAII,DOLPHINFISH ,,"1,311,806","2,911,012",Commercial,Public
2003,HAWAII,EELS **,,922,"1,022",Commercial,Public
2003,HAWAII,EMPERORS **,,"4,470","10,435",Commercial,Public
2003,HAWAII,ESCOLAR ,,"3,255","3,330",Commercial,Public
2003,HAWAII,GOATFISHES **,,"48,217","134,292",Commercial,Public
2003,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"46,583","184,443",Commercial,Public
2003,HAWAII,"JACK, ALMACO ",,"1,736","1,154",Commercial,Public
2003,HAWAII,"JACK, BLACK ",,"3,753","5,966",Commercial,Public
2003,HAWAII,JACKS **,,"50,597","95,923",Commercial,Public
2003,HAWAII,"JOBFISH, GREEN /UKU ",,"141,779","344,384",Commercial,Public
2003,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,557,799,Commercial,Public
2003,HAWAII,LIMPETS **,,"10,686","64,332",Commercial,Public
2003,HAWAII,"LOBSTER, BANDED SPINY ",,"5,541","66,551",Commercial,Public
2003,HAWAII,"LOBSTERS, SLIPPER **",,35,273,Commercial,Public
2003,HAWAII,"MACKEREL, FRIGATE ",,5,2,Commercial,Public
