Year,State,NMFS Name,Spatial,Pounds,Dollars,Collection,Confidentiality
2014,HAWAII,RUDDERFISH **,,"15,218","28,157",Commercial,Public
2014,HAWAII,"RUNNER, RAINBOW ",,"4,586","8,610",Commercial,Public
2014,HAWAII,SAILFISH ,,"34,466","33,403",Commercial,Public
2014,HAWAII,"SCAD, BIGEYE ",,"197,468","668,854",Commercial,Public
2014,HAWAII,"SCAD, MACKEREL ",,"158,546","458,748",Commercial,Public
2014,HAWAII,SCORPIONFISHES **,,"1,761","11,783",Commercial,Public
2014,HAWAII,SEAWEED,,"12,140","129,224",Commercial,Public
2014,HAWAII,"SHARKS, CHONDRICHTHYES (CLASS) **",,44,22,Commercial,Public
2014,HAWAII,"SHARKS, HAMMERHEAD **",,51,217,Commercial,Public
2014,HAWAII,"SHARKS, MAKO **",,"91,134","106,806",Commercial,Public
2014,HAWAII,"SHARKS, THRESHER **",,"12,716","5,586",Commercial,Public
2014,HAWAII,"SHRIMP, MARINE **",,"15,593","101,447",Commercial,Public
2014,HAWAII,"SNAPPER, GLASSEYE ",,"6,918","27,503",Commercial,Public
2014,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"286,288","1,856,985",Commercial,Public
2014,HAWAII,SPEARFISHES **,,"499,938","520,299",Commercial,Public
2014,HAWAII,"SQUIDS, LOLIGINIDAE **",,"3,137","10,585",Commercial,Public
2014,HAWAII,SQUIRRELFISHES **,,"52,715","238,304",Commercial,Public
2014,HAWAII,STRIPED MARLIN,,"1,076,486","1,557,081",Commercial,Public
2014,HAWAII,"SUNFISH, OCEAN ",,33,3,Commercial,Public
2014,HAWAII,SURGEONFISHES **,,"98,688","188,182",Commercial,Public
2014,HAWAII,SWORDFISH ,,"2,479,617","5,404,584",Commercial,Public
2014,HAWAII,"TENPOUNDER, HAWAIIAN",,323,462,Commercial,Public
2014,HAWAII,THREADFINS **,,181,"1,338",Commercial,Public
2014,HAWAII,TILAPIAS **,,242,857,Commercial,Public
2014,HAWAII,TRIGGERFISHES **,,"1,257","2,318",Commercial,Public
2014,HAWAII,"TUNA, ALBACORE ",,"502,083","995,037",Commercial,Public
2014,HAWAII,"TUNA, BIGEYE ",,"15,948,303","60,703,524",Commercial,Public
2014,HAWAII,"TUNA, KAWAKAWA ",,"12,627","35,196",Commercial,Public
2014,HAWAII,"TUNA, SKIPJACK ",,"498,227","675,072",Commercial,Public
2014,HAWAII,"TUNA, YELLOWFIN ",,"3,330,788","11,235,575",Commercial,Public
2014,HAWAII,TUNAS **,,"3,641","12,240",Commercial,Public
2014,HAWAII,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",,5,70,Commercial,Public
2014,HAWAII,"VERTEBRATES, JAWED",,"12,866","44,200",Commercial,Public
2014,HAWAII,WAHOO ,,"1,055,518","2,799,765",Commercial,Public
2013,HAWAII,ALFONSINO ,,47,188,Commercial,Public
2013,HAWAII,AMBERJACKS **,,"1,740","4,297",Commercial,Public
2013,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"23,307","31,799",Commercial,Public
2013,HAWAII,BLACK MARLIN,,"4,177","4,825",Commercial,Public
2013,HAWAII,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",,5,6,Commercial,Public
2013,HAWAII,"CABRILLA, SPOTTED ",,11,13,Commercial,Public
2013,HAWAII,CORALS **,,"3,167","244,871",Commercial,Public
2013,HAWAII,"CRABS, DECAPODA (ORDER) **",,"39,445","170,115",Commercial,Public
2013,HAWAII,DOLPHINFISH ,,"1,514,901","4,129,586",Commercial,Public
2013,HAWAII,EELS **,,847,"1,096",Commercial,Public
2013,HAWAII,EMPERORS **,,"5,336","18,046",Commercial,Public
2013,HAWAII,ESCOLAR ,,"9,728","12,249",Commercial,Public
2013,HAWAII,FLYINGFISHES **,,1,2,Commercial,Public
2013,HAWAII,GOATFISHES **,,"51,887","255,739",Commercial,Public
2013,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"12,211","58,864",Commercial,Public
2013,HAWAII,"HERRING, ROUND ",,514,"1,028",Commercial,Public
2013,HAWAII,"JACK, BLACK ",,"1,399","3,900",Commercial,Public
2013,HAWAII,JACKS **,,"20,069","64,467",Commercial,Public
2013,HAWAII,"JOBFISH, GREEN /UKU ",,"102,633","432,747",Commercial,Public
2013,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,284,699,Commercial,Public
2013,HAWAII,LIMPETS **,,"14,163","93,191",Commercial,Public
2013,HAWAII,"LOBSTER, BANDED SPINY ",,"8,823","94,673",Commercial,Public
2013,HAWAII,"LOBSTERS, SLIPPER **",,52,414,Commercial,Public
2013,HAWAII,"MACKEREL, CHUB ",,6,23,Commercial,Public
2013,HAWAII,"MARLIN, BLUE ",,"947,513","1,467,350",Commercial,Public
2013,HAWAII,MILKFISH ,,936,"1,267",Commercial,Public
2013,HAWAII,"MULLET, STRIPED ",,"5,615","25,295",Commercial,Public
2013,HAWAII,MULLETS **,,565,"1,653",Commercial,Public
2013,HAWAII,OCTOPUSES **,,"25,760","116,275",Commercial,Public
2013,HAWAII,OILFISH ,,"578,295","411,120",Commercial,Public
2013,HAWAII,OPAH ,,"2,071,806","3,202,789",Commercial,Public
2013,HAWAII,PARROTFISHES **,,"85,458","314,394",Commercial,Public
2013,HAWAII,POMFRETS **,,"1,142,294","2,575,703",Commercial,Public
2013,HAWAII,RUDDERFISH **,,"29,495","43,971",Commercial,Public
2013,HAWAII,"RUNNER, RAINBOW ",,"2,685","7,242",Commercial,Public
2013,HAWAII,SAILFISH ,,"11,876","17,007",Commercial,Public
2013,HAWAII,"SCAD, BIGEYE ",,"185,699","642,050",Commercial,Public
2013,HAWAII,"SCAD, MACKEREL ",,"175,187","504,570",Commercial,Public
2013,HAWAII,SCORPIONFISHES **,,"2,472","14,134",Commercial,Public
2013,HAWAII,SEAWEED,,"12,000","104,452",Commercial,Public
2013,HAWAII,"SHARKS, CHONDRICHTHYES (CLASS) **",,227,138,Commercial,Public
2013,HAWAII,"SHARKS, MAKO **",,"97,828","103,225",Commercial,Public
2013,HAWAII,"SHARKS, THRESHER **",,"11,144","4,404",Commercial,Public
2013,HAWAII,"SHRIMP, MARINE **",,"9,950","81,450",Commercial,Public
2013,HAWAII,"SNAPPER, GLASSEYE ",,"5,817","21,220",Commercial,Public
2013,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"254,700","1,570,068",Commercial,Public
2013,HAWAII,SPEARFISHES **,,"474,723","613,945",Commercial,Public
2013,HAWAII,"SQUIDS, LOLIGINIDAE **",,"3,124","10,395",Commercial,Public
2013,HAWAII,SQUIRRELFISHES **,,"55,988","248,039",Commercial,Public
2013,HAWAII,STRIPED MARLIN,,"983,240","1,330,032",Commercial,Public
2013,HAWAII,"SUNFISH, OCEAN ",,67,7,Commercial,Public
2013,HAWAII,SURGEONFISHES **,,"127,541","232,520",Commercial,Public
2013,HAWAII,SWORDFISH ,,"1,673,808","4,493,041",Commercial,Public
2013,HAWAII,"TENPOUNDER, HAWAIIAN",,698,"1,203",Commercial,Public
2013,HAWAII,THREADFINS **,,72,467,Commercial,Public
2013,HAWAII,TILAPIAS **,,148,505,Commercial,Public
2013,HAWAII,TRIGGERFISHES **,,789,"1,171",Commercial,Public
2013,HAWAII,"TUNA, ALBACORE ",,"805,553","1,759,032",Commercial,Public
2013,HAWAII,"TUNA, BIGEYE ",,"15,693,835","66,111,172",Commercial,Public
2013,HAWAII,"TUNA, KAWAKAWA ",,"5,240","14,311",Commercial,Public
2013,HAWAII,"TUNA, SKIPJACK ",,"929,314","1,336,629",Commercial,Public
2013,HAWAII,"TUNA, YELLOWFIN ",,"3,463,533","12,587,855",Commercial,Public
2013,HAWAII,TUNAS **,,"2,957","10,491",Commercial,Public
2013,HAWAII,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",,6,75,Commercial,Public
2013,HAWAII,"VERTEBRATES, JAWED",,"16,248","52,278",Commercial,Public
2013,HAWAII,WAHOO ,,"744,325","2,375,492",Commercial,Public
2012,HAWAII,ALFONSINO ,,11,64,Commercial,Public
2012,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"24,911","39,831",Commercial,Public
2012,HAWAII,BILLFISHES **,,723,"1,778",Commercial,Public
2012,HAWAII,BLACK MARLIN,,"2,191","3,861",Commercial,Public
2012,HAWAII,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",,3,5,Commercial,Public
2012,HAWAII,CORALS **,,699,"48,736",Commercial,Public
2012,HAWAII,"CRABS, DECAPODA (ORDER) **",,"33,723","147,959",Commercial,Public
2012,HAWAII,DOLPHINFISH ,,"1,745,692","5,308,881",Commercial,Public
2012,HAWAII,EELS **,,397,433,Commercial,Public
2012,HAWAII,EMPERORS **,,"4,828","15,705",Commercial,Public
2012,HAWAII,ESCOLAR ,,"9,900","11,755",Commercial,Public
2012,HAWAII,FLYINGFISHES **,,3,7,Commercial,Public
2012,HAWAII,GOATFISHES **,,"47,387","224,728",Commercial,Public
2012,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"13,903","67,832",Commercial,Public
2012,HAWAII,"HERRING, LAKE OR CISCO ",,546,"1,092",Commercial,Public
2012,HAWAII,"HERRING, ROUND ",,500,"1,000",Commercial,Public
2012,HAWAII,"JACK, ALMACO ",,"2,331","4,253",Commercial,Public
2012,HAWAII,"JACK, BLACK ",,434,"1,145",Commercial,Public
2012,HAWAII,JACKS **,,"34,493","111,861",Commercial,Public
2012,HAWAII,"JOBFISH, GREEN /UKU ",,"92,197","415,737",Commercial,Public
2012,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,472,"1,127",Commercial,Public
2012,HAWAII,LIMPETS **,,"6,986","50,395",Commercial,Public
2012,HAWAII,"LOBSTER, BANDED SPINY ",,"8,256","97,878",Commercial,Public
2012,HAWAII,"LOBSTERS, SLIPPER **",,19,95,Commercial,Public
2012,HAWAII,"MACKEREL, CHUB ",,3,10,Commercial,Public
2012,HAWAII,"MARLIN, BLUE ",,"800,027","1,454,994",Commercial,Public
2012,HAWAII,"MULLET, STRIPED ",,"7,128","30,825",Commercial,Public
2012,HAWAII,MULLETS **,,240,683,Commercial,Public
2012,HAWAII,OCTOPUSES **,,"23,899","106,620",Commercial,Public
2012,HAWAII,OILFISH ,,"601,595","850,783",Commercial,Public
2012,HAWAII,OPAH ,,"1,549,415","3,162,942",Commercial,Public
2012,HAWAII,PARROTFISHES **,,"79,730","288,519",Commercial,Public
2012,HAWAII,POMFRETS **,,"730,826","2,096,818",Commercial,Public
2012,HAWAII,RUDDERFISH **,,"29,461","44,073",Commercial,Public
2012,HAWAII,"RUNNER, RAINBOW ",,"2,727","6,016",Commercial,Public
2012,HAWAII,SAILFISH ,,"19,211","35,555",Commercial,Public
2012,HAWAII,"SCAD, BIGEYE ",,"206,265","688,288",Commercial,Public
2012,HAWAII,"SCAD, MACKEREL ",,"176,976","492,777",Commercial,Public
2012,HAWAII,SCORPIONFISHES **,,"2,738","16,278",Commercial,Public
2012,HAWAII,SEAWEED,,"11,836","86,744",Commercial,Public
2012,HAWAII,"SHARKS, CHONDRICHTHYES (CLASS) **",,111,80,Commercial,Public
2012,HAWAII,"SHARKS, MAKO **",,"123,621","117,972",Commercial,Public
2012,HAWAII,"SHARKS, THRESHER **",,"30,529","12,454",Commercial,Public
2012,HAWAII,"SHRIMP, MARINE **",,"2,647","20,947",Commercial,Public
2012,HAWAII,"SNAPPER, GLASSEYE ",,"3,418","12,756",Commercial,Public
2012,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"215,513","1,321,916",Commercial,Public
2012,HAWAII,SPEARFISHES **,,"365,247","671,750",Commercial,Public
2012,HAWAII,"SQUIDS, LOLIGINIDAE **",,"3,761","11,280",Commercial,Public
2012,HAWAII,SQUIRRELFISHES **,,"47,418","210,383",Commercial,Public
2012,HAWAII,STRIPED MARLIN,,"657,099","1,428,904",Commercial,Public
2012,HAWAII,"SUNFISH, OCEAN ",,24,2,Commercial,Public
2012,HAWAII,SURGEONFISHES **,,"128,020","233,483",Commercial,Public
2012,HAWAII,SWORDFISH ,,"2,380,900","6,693,245",Commercial,Public
2012,HAWAII,"TENPOUNDER, HAWAIIAN",,923,"1,632",Commercial,Public
2012,HAWAII,THREADFINS **,,198,"1,282",Commercial,Public
2012,HAWAII,TILAPIAS **,,356,"1,030",Commercial,Public
2012,HAWAII,TRIGGERFISHES **,,"1,994","2,200",Commercial,Public
2012,HAWAII,"TUNA, ALBACORE ",,"1,933,940","4,100,794",Commercial,Public
2012,HAWAII,"TUNA, BIGEYE ",,"13,963,977","64,659,092",Commercial,Public
2012,HAWAII,"TUNA, KAWAKAWA ",,"3,714","11,343",Commercial,Public
2012,HAWAII,"TUNA, SKIPJACK ",,"534,285","925,760",Commercial,Public
2012,HAWAII,"TUNA, YELLOWFIN ",,"3,651,459","13,369,030",Commercial,Public
2012,HAWAII,TUNAS **,,"59,854","231,967",Commercial,Public
2012,HAWAII,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",,4,50,Commercial,Public
2012,HAWAII,"VERTEBRATES, JAWED",,"19,669","55,939",Commercial,Public
2012,HAWAII,WAHOO ,,"652,126","2,329,779",Commercial,Public
2011,HAWAII,ALFONSINO ,,12,84,Commercial,Public
2011,HAWAII,AMBERJACKS **,,"2,912","5,184",Commercial,Public
2011,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"52,636","49,919",Commercial,Public
2011,HAWAII,BILLFISHES **,,665,"1,419",Commercial,Public
2011,HAWAII,BLACK MARLIN,,337,421,Commercial,Public
2011,HAWAII,"CRABS, DECAPODA (ORDER) **",,"8,949","45,890",Commercial,Public
2011,HAWAII,"CUCUMBERS, SEA **",,181,"1,147",Commercial,Public
2011,HAWAII,DOLPHINFISH ,,"1,423,369","4,314,159",Commercial,Public
2011,HAWAII,EELS **,,490,570,Commercial,Public
2011,HAWAII,EMPERORS **,,"4,962","16,232",Commercial,Public
2011,HAWAII,ESCOLAR ,,"16,812","20,157",Commercial,Public
2011,HAWAII,FLYINGFISHES **,,1,2,Commercial,Public
2011,HAWAII,GOATFISHES **,,"44,723","225,878",Commercial,Public
2011,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"10,712","46,549",Commercial,Public
2011,HAWAII,"HERRING, LAKE OR CISCO ",,"2,248","4,361",Commercial,Public
2011,HAWAII,"HERRING, ROUND ",,161,322,Commercial,Public
2011,HAWAII,HERRINGS **,,148,259,Commercial,Public
2011,HAWAII,"JACK, BLACK ",,68,307,Commercial,Public
2011,HAWAII,JACKS **,,"21,466","64,686",Commercial,Public
2011,HAWAII,"JOBFISH, GREEN /UKU ",,"93,825","416,322",Commercial,Public
2011,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,308,736,Commercial,Public
2011,HAWAII,LIMPETS **,,"7,766","46,430",Commercial,Public
2011,HAWAII,"LOBSTER, BANDED SPINY ",,"10,013","104,073",Commercial,Public
2011,HAWAII,"LOBSTERS, SLIPPER **",,3,26,Commercial,Public
2011,HAWAII,"MACKEREL, FRIGATE ",,13,25,Commercial,Public
2011,HAWAII,"MARLIN, BLUE ",,"915,694","1,238,478",Commercial,Public
2011,HAWAII,MILKFISH ,,684,816,Commercial,Public
2011,HAWAII,"MULLET, STRIPED ",,"9,275","40,419",Commercial,Public
2011,HAWAII,MULLETS **,,220,364,Commercial,Public
2011,HAWAII,OCTOPUSES **,,"18,477","80,476",Commercial,Public
2011,HAWAII,OILFISH ,,"630,529","867,764",Commercial,Public
2011,HAWAII,OPAH ,,"1,564,414","2,853,437",Commercial,Public
2011,HAWAII,PARROTFISHES **,,"62,387","214,017",Commercial,Public
2011,HAWAII,POMFRETS **,,"427,365","1,449,448",Commercial,Public
2011,HAWAII,RUDDERFISH **,,"20,319","29,283",Commercial,Public
2011,HAWAII,"RUNNER, RAINBOW ",,"2,537","4,085",Commercial,Public
2011,HAWAII,SAILFISH ,,"17,898","26,023",Commercial,Public
2011,HAWAII,"SCAD, BIGEYE ",,"166,359","537,768",Commercial,Public
2011,HAWAII,"SCAD, MACKEREL ",,"156,796","426,258",Commercial,Public
2011,HAWAII,SCORPIONFISHES **,,"1,844","8,893",Commercial,Public
2011,HAWAII,SEAWEED,,"10,914","91,756",Commercial,Public
2011,HAWAII,"SHARK, WHITETIP, OCEANIC ",,42,21,Commercial,Public
2011,HAWAII,"SHARKS, HAMMERHEAD **",,73,179,Commercial,Public
2011,HAWAII,"SHARKS, MAKO **",,"131,482","101,406",Commercial,Public
2011,HAWAII,"SHARKS, THRESHER **",,"44,315","13,879",Commercial,Public
2011,HAWAII,"SHRIMP, MARINE **",,"1,169","7,503",Commercial,Public
2011,HAWAII,"SNAPPER, GLASSEYE ",,"2,859","10,382",Commercial,Public
2011,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"175,249","998,392",Commercial,Public
2011,HAWAII,SPEARFISHES **,,"469,238","528,631",Commercial,Public
2011,HAWAII,"SQUIDS, LOLIGINIDAE **",,"2,670","6,768",Commercial,Public
2011,HAWAII,SQUIRRELFISHES **,,"55,878","238,349",Commercial,Public
2011,HAWAII,STRIPED MARLIN,,"910,390","1,136,026",Commercial,Public
2011,HAWAII,"SUNFISH, OCEAN ",,213,56,Commercial,Public
2011,HAWAII,SURGEONFISHES **,,"97,629","176,684",Commercial,Public
2011,HAWAII,SWORDFISH ,,"2,592,038","6,669,141",Commercial,Public
2011,HAWAII,"TENPOUNDER, HAWAIIAN",,"1,358","2,683",Commercial,Public
2011,HAWAII,THREADFINS **,,512,"3,776",Commercial,Public
2011,HAWAII,TILAPIAS **,,212,242,Commercial,Public
2011,HAWAII,TRIGGERFISHES **,,508,669,Commercial,Public
2011,HAWAII,"TUNA, ALBACORE ",,"1,592,234","2,556,560",Commercial,Public
2011,HAWAII,"TUNA, BIGEYE ",,"12,879,550","53,110,037",Commercial,Public
2011,HAWAII,"TUNA, KAWAKAWA ",,"2,089","5,253",Commercial,Public
2011,HAWAII,"TUNA, SKIPJACK ",,"631,691","1,011,525",Commercial,Public
2011,HAWAII,"TUNA, YELLOWFIN ",,"3,399,871","9,899,170",Commercial,Public
2011,HAWAII,TUNAS **,,"13,687","45,464",Commercial,Public
2011,HAWAII,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",,2,18,Commercial,Public
2011,HAWAII,"VERTEBRATES, JAWED",,"17,394","47,197",Commercial,Public
2011,HAWAII,WAHOO ,,"563,953","1,806,158",Commercial,Public
2010,HAWAII,ALFONSINO ,,27,154,Commercial,Public
2010,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"27,619","26,997",Commercial,Public
2010,HAWAII,BILLFISHES **,,827,575,Commercial,Public
2010,HAWAII,"CRABS, DECAPODA (ORDER) **",,"11,728","51,644",Commercial,Public
2010,HAWAII,"CUCUMBERS, SEA **",,374,"2,763",Commercial,Public
2010,HAWAII,DOLPHINFISH ,,"1,517,631","3,302,540",Commercial,Public
2010,HAWAII,EELS **,,720,890,Commercial,Public
2010,HAWAII,EMPERORS **,,"6,528","21,615",Commercial,Public
2010,HAWAII,ESCOLAR ,,"11,209","11,505",Commercial,Public
2010,HAWAII,GOATFISHES **,,"61,983","280,985",Commercial,Public
2010,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"9,701","44,910",Commercial,Public
2010,HAWAII,"HERRING, LAKE OR CISCO ",,486,972,Commercial,Public
2010,HAWAII,"JACK, ALMACO ",,"1,538","2,811",Commercial,Public
2010,HAWAII,"JACK, BLACK ",,127,239,Commercial,Public
2010,HAWAII,JACKS **,,"27,259","69,276",Commercial,Public
2010,HAWAII,"JOBFISH, GREEN /UKU ",,"109,081","428,039",Commercial,Public
2010,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,255,504,Commercial,Public
2010,HAWAII,LIMPETS **,,"12,105","70,927",Commercial,Public
2010,HAWAII,"LOBSTER, BANDED SPINY ",,"9,419","116,492",Commercial,Public
2010,HAWAII,"LOBSTERS, SLIPPER **",,21,196,Commercial,Public
2010,HAWAII,"MACKEREL, FRIGATE ",,2,6,Commercial,Public
2010,HAWAII,"MARLIN, BLUE ",,"878,279","1,123,677",Commercial,Public
2010,HAWAII,"MULLET, STRIPED ",,"7,349","31,817",Commercial,Public
2010,HAWAII,MULLETS **,,430,"1,053",Commercial,Public
2010,HAWAII,OCTOPUSES **,,"22,635","90,101",Commercial,Public
2010,HAWAII,OILFISH ,,"580,707","783,623",Commercial,Public
2010,HAWAII,OPAH ,,"1,823,832","2,591,394",Commercial,Public
2010,HAWAII,PARROTFISHES **,,"62,858","215,627",Commercial,Public
2010,HAWAII,POMFRETS **,,"593,171","1,548,587",Commercial,Public
2010,HAWAII,RUDDERFISH **,,"27,581","35,186",Commercial,Public
2010,HAWAII,"RUNNER, RAINBOW ",,"2,332","4,485",Commercial,Public
2010,HAWAII,SAILFISH ,,"32,366","41,061",Commercial,Public
2010,HAWAII,"SCAD, BIGEYE ",,"254,996","722,313",Commercial,Public
2010,HAWAII,"SCAD, MACKEREL ",,"204,644","528,736",Commercial,Public
2010,HAWAII,SCORPIONFISHES **,,"1,951","9,528",Commercial,Public
2010,HAWAII,SEAWEED,,"10,108","95,260",Commercial,Public
2010,HAWAII,"SHARKS, CHONDRICHTHYES (CLASS) **",,4,,Commercial,Public
2010,HAWAII,"SHARKS, MAKO **",,"184,458","98,531",Commercial,Public
2010,HAWAII,"SHARKS, THRESHER **",,"39,865","14,428",Commercial,Public
2010,HAWAII,"SHRIMP, MARINE **",,238,975,Commercial,Public
2010,HAWAII,"SNAPPER, GLASSEYE ",,"4,583","15,242",Commercial,Public
2010,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"232,713","1,253,009",Commercial,Public
2010,HAWAII,SPEARFISHES **,,"271,632","370,714",Commercial,Public
2010,HAWAII,"SQUIDS, LOLIGINIDAE **",,"5,978","13,106",Commercial,Public
2010,HAWAII,SQUIRRELFISHES **,,"88,294","346,651",Commercial,Public
2010,HAWAII,STRIPED MARLIN,,"342,332","632,708",Commercial,Public
2010,HAWAII,"SUNFISH, OCEAN ",,130,13,Commercial,Public
2010,HAWAII,SURGEONFISHES **,,"112,612","202,600",Commercial,Public
2010,HAWAII,SWORDFISH ,,"3,153,143","7,302,631",Commercial,Public
2010,HAWAII,"TENPOUNDER, HAWAIIAN",,"1,127","1,174",Commercial,Public
2010,HAWAII,THREADFINS **,,507,"3,386",Commercial,Public
2010,HAWAII,TILAPIAS **,,112,309,Commercial,Public
2010,HAWAII,TRIGGERFISHES **,,326,457,Commercial,Public
2010,HAWAII,"TUNA, ALBACORE ",,"921,063","1,308,510",Commercial,Public
2010,HAWAII,"TUNA, BIGEYE ",,"13,059,807","50,859,560",Commercial,Public
2010,HAWAII,"TUNA, KAWAKAWA ",,"2,344","5,271",Commercial,Public
2010,HAWAII,"TUNA, SKIPJACK ",,"299,811","549,230",Commercial,Public
2010,HAWAII,"TUNA, YELLOWFIN ",,"2,405,108","7,005,962",Commercial,Public
2010,HAWAII,TUNAS **,,"17,687","46,548",Commercial,Public
2010,HAWAII,"VERTEBRATES, JAWED",,"17,802","58,185",Commercial,Public
2010,HAWAII,WAHOO ,,"600,155","1,745,705",Commercial,Public
2009,HAWAII,ALFONSINO ,,40,13,Commercial,Public
2009,HAWAII,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,"20,132","17,368",Commercial,Public
2009,HAWAII,BLACK MARLIN,,691,"1,746",Commercial,Public
2009,HAWAII,"CRABS, DECAPODA (ORDER) **",,"10,433","46,398",Commercial,Public
2009,HAWAII,"CUCUMBERS, SEA **",,87,348,Commercial,Public
2009,HAWAII,DOLPHINFISH ,,"1,286,856","2,852,711",Commercial,Public
2009,HAWAII,EELS **,,"1,588","1,634",Commercial,Public
2009,HAWAII,EMPERORS **,,"3,808","13,529",Commercial,Public
2009,HAWAII,ESCOLAR ,,"7,348","8,249",Commercial,Public
2009,HAWAII,FLYINGFISHES **,,7,12,Commercial,Public
2009,HAWAII,GOATFISHES **,,"47,232","214,637",Commercial,Public
2009,HAWAII,"GROUPERS, SERRANIDAE (FAMILY) **",,"21,981","98,854",Commercial,Public
2009,HAWAII,"HERRING, LAKE OR CISCO ",,965,"1,548",Commercial,Public
2009,HAWAII,"HERRING, ROUND ",,673,"1,383",Commercial,Public
2009,HAWAII,HERRINGS **,,275,413,Commercial,Public
2009,HAWAII,"JACK, ALMACO ",,518,721,Commercial,Public
2009,HAWAII,"JACK, BLACK ",,292,544,Commercial,Public
2009,HAWAII,JACKS **,,"27,663","61,359",Commercial,Public
2009,HAWAII,"JOBFISH, GREEN /UKU ",,"107,074","369,569",Commercial,Public
2009,HAWAII,"LEATHERSKIN, LARGEMOUTHED ",,214,374,Commercial,Public
2009,HAWAII,LIMPETS **,,"11,436","77,707",Commercial,Public
2009,HAWAII,"LOBSTER, BANDED SPINY ",,"11,000","136,072",Commercial,Public
2009,HAWAII,"MACKEREL, FRIGATE ",,17,51,Commercial,Public
2009,HAWAII,"MACKEREL, SNAKE ",,21,21,Commercial,Public
2009,HAWAII,"MARLIN, BLUE ",,"1,032,652","1,193,172",Commercial,Public
2009,HAWAII,"MULLET, STRIPED ",,"7,145","29,762",Commercial,Public
2009,HAWAII,MULLETS **,,354,946,Commercial,Public
2009,HAWAII,OCTOPUSES **,,"20,688","80,331",Commercial,Public
2009,HAWAII,OILFISH ,,"544,613","704,605",Commercial,Public
2009,HAWAII,OPAH ,,"1,884,043","2,409,252",Commercial,Public
2009,HAWAII,PARROTFISHES **,,"48,001","174,512",Commercial,Public
2009,HAWAII,POMFRETS **,,"627,055","1,380,809",Commercial,Public
2009,HAWAII,RAYS **,,44,154,Commercial,Public
2009,HAWAII,RUDDERFISH **,,"17,582","26,409",Commercial,Public
2009,HAWAII,"RUNNER, RAINBOW ",,"2,379","4,452",Commercial,Public
2009,HAWAII,SAILFISH ,,"22,438","20,508",Commercial,Public
2009,HAWAII,"SCAD, BIGEYE ",,"200,354","642,777",Commercial,Public
2009,HAWAII,"SCAD, MACKEREL ",,"205,037","555,011",Commercial,Public
2009,HAWAII,SCORPIONFISHES **,,"2,110","11,047",Commercial,Public
2009,HAWAII,SEAWEED,,"14,576","109,270",Commercial,Public
2009,HAWAII,"SHARKS, CHONDRICHTHYES (CLASS) **",,236,87,Commercial,Public
2009,HAWAII,"SHARKS, MAKO **",,"233,776","119,565",Commercial,Public
2009,HAWAII,"SHARKS, THRESHER **",,"62,207","19,601",Commercial,Public
2009,HAWAII,"SHRIMP, MARINE **",,235,393,Commercial,Public
2009,HAWAII,"SNAPPER, GLASSEYE ",,"2,521","8,847",Commercial,Public
2009,HAWAII,"SNAPPERS, LUTJANIDAE (FAMILY) **",,"283,869","1,490,452",Commercial,Public
2009,HAWAII,SPEARFISHES **,,"259,433","272,629",Commercial,Public
2009,HAWAII,"SQUIDS, LOLIGINIDAE **",,"3,138","5,648",Commercial,Public
2009,HAWAII,SQUIRRELFISHES **,,"50,266","208,828",Commercial,Public
2009,HAWAII,STRIPED MARLIN,,"644,135","947,124",Commercial,Public
2009,HAWAII,"SUNFISH, OCEAN ",,138,14,Commercial,Public
2009,HAWAII,SURGEONFISHES **,,"83,759","163,526",Commercial,Public
2009,HAWAII,SWORDFISH ,,"3,881,196","7,336,314",Commercial,Public
2009,HAWAII,"TENPOUNDER, HAWAIIAN",,"1,645","1,663",Commercial,Public
2009,HAWAII,THREADFINS **,,454,"3,277",Commercial,Public
2009,HAWAII,TILAPIAS **,,702,"2,243",Commercial,Public
2009,HAWAII,TRIGGERFISHES **,,"1,423","1,502",Commercial,Public
