"Year","Catch.Millions","Revenue.Millions","CommDiv","RevDiv"
2009,0.000965,0.00185117652351674,1,1
2010,0.000486,0.0011486018416934,1,1
2011,0.002248,0.00504837474149611,1,1
2012,0.000546,0.0012408909733646,1,1
2014,0.001157,0.0025369085129066,1,1
