GEO_ID,GEO_ID2,SUMLEVEL,GEO_NAME,Geography,REGION,PRIMARY_LATITUDE,PRIMARY_LONGITUDE,TOTPOP,PCTMALES,PCTFEMALE,POPCHPCT,POPDENS,POP0_5PCT,POP85PCT,MEDAGE,POPWAPCT,POPBAPCT,POPNAPCT,POPAAPCT,POPPAPCT,POPHSPCT,POPWNPCT,TOTHU,PCTVACANT,HMOWNVAC,RENTVAC,PCTMBLHM,PCTBLT2014,PCTBLT2010_13,PCTBLT2000_09,PCTBLT2005,PCTBLT2000_04,PCTBLT2010,HUMNR,PCTOWNER,PCTRENTER,MOV2015,MOV2010_14,MOV2000_09,MOV2005,MOV2000_04,MOV2010,PCTNOVHCL,HOUSHEATFUEL,PCTNOPLBG,MEDHOMVAL,MED_MTMRG,OWNRMTHLYCST,MED_GRRNT,RENTRMTHLYCST,TOTHH,PCTHFOFMNOHS,PCTHHUNDR18,PCTHHUOVER65,AVGHHSZE,PCTMALESEPARATD,PCTMALEDIVORCD,PCTFEMALESEPARATD,PCTFEMALEDIVORCD,PCTPOP9THGRD,PCTNODIPLOMA,PCTPOPHSGRD,PCTBATCHLRS,PCTLIVESMHS,PCTLIVEDRCO,PCTLIVDFST,PCTFORBRN,PCTSPKENGNTWL,PCTLABFORCE,PCTEMPLOYED,PCTUNEMPLD,PCTLABFEMALE,PCTEMPFEMA,MEANTRAVTIM,PCTSERVOCC,PCTFRMFSHOCC,PCTAGRFRFSH,PCTSERVIND,PCTSLFEMP,PCTHHHUNDR10K,PCTHH200K,MEDHHINC,MEANHHINC,PCTRECSOC,PCTRECRET,MEANRETINC,PCTRECSSI,PUBLICASSIST,PERCPHHINC,PCTFMINPOV,PCTPOV,PCTCHLDPOV,PCT65POV,MEDDWELLAGE,MDYRSRESID,HASMORTGAGE,HSMORTGAGELON,PCTGRPQRTRS,GINIINDX,PCTCHGRNT,PCTCHGMRG,PCTCHNGHOMVAL,PCTCHGRENTER,PCTCHGUNEM,PCTCHGRAVTIM,PCTWTRCVG,NEARCTYPOP,CSTOFLIVNG,MARINANUM,NUMBOTRMPS,EPAREGFAC,CRIMINDEX,HAILRSKAVG,HURRSKAVG,TORNRSKAVG,WNDRSKAVG,POUNDS_12,VALUE_12,DEALERNUM_12,COMMPMT_12,PNDSPRPOP_12,VALUPRPOP_12,DEALERNUMPRPOP_12,COMMPRPOP_12,RECPSSRMODESH_12,RECPSSRMODECH,RECPSSRMODEPR_12,RECPSSRMODESHPOP_12,RECPSSRMODECHPOP_12,RECPSSRMODEPRPOP_12
0600000US1500190630,1500190630,60,"Hilo, HI","Hilo CCD, Hawaii County, Hawaii",Hawaii,19.6869881,-155.2335958,47339,48.1,51.9,11.58279316,158.7012562,5.6,3.3,40.9,18.3,0.6,0.3,34.7,13.3,9.5,17.3,18509,11.4,0.8,11.1,0.3,,,7.6,,,0.2,5,64.1,35.9,,,42.4,,,7.4,7.7,0,0.9,314700,1626,26.4,855,49.9,16392,14.1,28.1,35.9,2.76,2.5,9.3,2.1,10.6,3.1,5.9,28.9,18.8,85,1.2,3,8.3,5.4,58.5,53.2,5.2,55.6,51.2,18.4,20.4,0.974151235,2.1,10.7,6.8,8.3,3.7,51844,68950,39.5,24.9,25986,5.1,5.1,25481,11.5,16.6,24.7,8.6,36,12,61.2,1.113013699,4.417076829,0.459,56.88073394,41.76111595,104.749512,-7.115191388,-13.33333333,2.793296089,8.412159065,209.3,95.1,1,1,661,122,0,34,4,0,536164,1366151,8,128,11326.05251,28858.89013,0.168993853,2.703901646,77,39,75,1.626565834,0.823845033,1.58431737
0600000US1500190720,1500190720,60,"Honokaa-Kukuihaele, HI","Honokaa-Kukuihaele CCD, Hawaii County, Hawaii",Hawaii,20.1072972,-155.5725782,4559,51.6,48.4,17.04749679,39.52312112,6.2,3,40.8,27.8,0,0.7,33.9,8.5,6.5,26,1480,12.5,0.5,6.1,0,,,8.4,,,0,5.1,70,30,,,36.6,,,6.7,5.2,0,2.4,423200,2182,53,1106,36.8,1295,16.6,40.4,35.5,3.43,2.2,10.8,2.2,8.2,5,6.4,39.2,11.6,88.4,1,0.4,18.5,9.1,61.9,53.9,8,62.1,55.3,37.4,40.5,2.002053388,2,32.1,11,5,1.5,61250,69353,40.3,32.9,23450,4.5,3.1,22734,4.4,8.3,14.2,1.8,44,15,63.4,0.33076075,2.456679096,0.3507,81.6091954,107.6117983,169.8979592,-4.637681159,105.1282051,16.51090343,37.75082238,175,96.5,0,0,58,137,0,31,0,0,17433,24574,0,17,3823.864883,5390.217153,0,3.728887914,0,1,0,0,0.219346348,0
0600000US1500191170,1500191170,60,"Kau, HI","Kau CCD, Hawaii County, Hawaii",Hawaii,19.2387695,-155.5469905,7203,52.3,47.7,23.61420971,7.707347096,6.4,3.4,44.7,37.8,0,0.2,16.9,8.3,7.9,36.5,3964,30.4,10.8,4.5,0,,,23.7,,,0,3.9,71.7,28.3,,,54.5,,,6.7,5.1,0,10.6,168300,1332,53.3,719,55.2,2758,8.8,21.9,31.6,2.61,1.7,15.3,0.3,8.5,4.3,5,43.2,10.3,91.6,0.5,2.5,15.5,5,55,48.9,6.1,52.8,47.2,48.2,25.4,7.579022989,15.7,10.3,21.3,17.1,1.8,33171,48611,37.3,17.2,13862,8.3,2.6,19457,21.5,27.8,43.1,7.9,21,10,46,1.517450683,0.236012772,0.5211,66.82134571,77.83711615,94.11764706,9.867662566,-29.06976744,13.41176471,21.89901179,209.1,105.9,0,2,92,145,0,29,0,0,182444,437644,3,29,25328.89074,60758.57282,0.416493128,4.026100236,14,1,0,1.943634597,0.138831043,0
0600000US1500191350,1500191350,60,"Keaau-Mountain View, HI","Keaau-Mountain View CCD, Hawaii County, Hawaii",Hawaii,19.5585499,-155.0949534,30105,48.8,51.2,32.39950743,129.7423826,6.6,1.6,39.4,33.2,1.3,0.5,23,17.3,16.1,30.8,13015,17.9,3.5,5.7,0.3,,,25.1,,,0.3,4.6,66.9,33.1,,,52.9,,,9,4.1,0.2,5.1,241000,1389,41.4,1018,60.4,10689,15.7,32.6,24.5,2.8,3.8,10.5,3.5,12,4.7,7.7,31.1,15,89.3,1.5,2.5,11.4,8.8,55.9,49.2,6.6,55.6,50.9,30.4,25,4.57942301,6.4,14.8,12.7,16.8,1.2,36704,49284,29.4,15.9,24239,6.3,10.4,18601,22,27.1,38.4,19.9,21,10,58.4,1.133184107,0.538116592,0.4876,62.88,54.50500556,120.2925046,19.61644885,8.196721311,-1.298701299,14.50753567,214.9,93.9,0,0,132,80,0,33,4,0,339639,780765,0,61,11281.81365,25934.72845,0,2.026241488,0,0,0,0,0,0
0600000US1500192430,1500192430,60,"North Hilo, HI","North Hilo CCD, Hawaii County, Hawaii",Hawaii,19.617504,-155.4204305,2269,47.7,52.3,31.91860465,7.130994031,6.4,0.2,34,23.9,0,0.1,34.2,12.3,8.6,22.9,832,21.8,0,21.6,0,,,8.8,,,1.1,5.1,82.2,17.8,,,30.9,,,3.4,2.9,0,2.3,311600,1988,23.9,872,23.2,651,7.2,47,31.2,3.49,0,6.4,2.7,6.3,1.7,5.8,22.6,25.3,98.6,0,0,10.8,3.4,64.7,59.1,5.1,62.3,57.6,40.9,31.2,0.473036897,2.9,15.1,6.6,2.3,0.6,75275,78459,32.4,33.9,14039,0,2.5,24577,2.5,6.2,6.4,1.4,37,17,57.2,0,0,0.2805,20.94313454,143.627451,182.2463768,-16.32598425,121.7391304,9.066666667,13.39574959,193,108.3,0,1,37,,0,33,4,0,21896,38063,0,6,9650.066108,16775.23138,0,2.644336712,3,0,0,1.322168356,0,0
0600000US1500192520,1500192520,60,"North Kohala, HI","North Kohala CCD, Hawaii County, Hawaii",Hawaii,20.176362,-155.8227292,5934,51.8,48.2,-1.722424644,42.0941062,4.8,1.9,39.5,20.7,0.4,0.1,19.5,11.3,12.9,19.8,2423,23,5.3,2,0.5,,,15.4,,,0.7,4.9,73.8,26.2,,,36.8,,,7.1,2.9,0,1,378200,1682,47.8,1084,54.1,1865,14.4,38.4,32,3.17,1.4,8.9,1.6,10.3,1.6,4.9,42.5,16.1,94,0.1,0.5,7.4,2.1,63.2,56.5,6.7,55.4,51.3,31.5,34.3,2.356230032,5.2,34.1,7.9,4.2,1.4,49659,65760,39.9,23.3,18356,1.9,1.4,22489,10.6,17.7,24,14.3,28,15,58.8,0,0.404448938,0.4189,46.68470907,35.10040161,113.7931034,-11.60655106,157.6923077,5.351170569,46.52489493,151.7,98.7,0,0,40,172,0,26,0,0,36028,54140,2,20,6071.452646,9123.693967,0.337040782,3.370407819,4,0,0,0.674081564,0,0
0600000US1500192610,1500192610,60,"North Kona, HI","North Kona CCD, Hawaii County, Hawaii",Hawaii,19.6674725,-155.9154359,42392,51.2,48.8,48.51977718,87.27945645,6.9,1.7,40.3,44,0.7,0.1,13.7,10.2,14.3,42.6,20021,27.1,3.7,11.4,0.2,,,19.3,,,0.1,4.4,60.5,39.5,,,56.1,,,14,3.7,0.1,0.7,468900,2299,53.9,1216,38.8,14603,10.6,30.2,27.1,2.86,2.8,10.1,1.9,12.1,2.4,6.8,33.3,17.4,82,0.4,4.7,15.8,8.8,69.5,63.7,5.7,65.1,61.1,20.1,28.3,0.750909845,2.4,23.8,12.3,4.2,4.1,62998,80100,29.8,17.7,33898,2.6,4.2,29521,6.6,10.8,14,6.3,29,8,71.9,1.584248048,1.318645027,0.428,63.22147651,61.56008433,100.4702864,-4.761915674,111.1111111,-1.951219512,19.64258447,165.5,103.4,1,6,486,61,0,25,0,0,1806408,4485313,13,367,42612.00226,105805.6473,0.306661634,8.657293829,31,4000,84,0.731270051,94.35742593,1.981505945
0600000US1500192700,1500192700,60,"Paauhau-Paauilo, HI","Paauhau-Paauilo CCD, Hawaii County, Hawaii",Hawaii,19.809767,-155.5061027,2787,57.7,42.3,25.93764121,6.004256388,8.2,1.6,31,34.4,0,0,24.5,7.2,3.4,34.3,975,11.3,2.5,0,0,,,12.6,,,0,5.2,68.4,31.6,,,46.9,,,5.7,2.2,0.2,0.6,409200,1890,44.6,790,14.8,865,11.7,44.2,20.7,3.22,0.7,14.1,0.9,10,5.9,3,31.3,24.3,88.1,0,7.5,8.4,2.7,72.6,68.1,4.5,73.9,69.4,42.3,27.5,1.325889742,1.7,21.8,6.6,2.5,2.4,55183,67550,25.5,22.3,8892,0.5,2.8,22595,5.8,8.6,13.6,1.4,34,11,57.6,2.871621622,0,0.3451,28.45528455,94.24460432,260.8465608,37.71136364,-4.255319149,7.088607595,8.606184635,181.3,109.2,0,0,45,148,0,29,0,0,45707,211765,1,10,16400.07176,75983.13599,0.358808755,3.588087549,0,0,0,0,0,0
0600000US1500192790,1500192790,60,"Pahoa-Kalapana, HI","Pahoa-Kalapana CCD, Hawaii County, Hawaii",Hawaii,19.426842,-155.0895975,10003,52.3,47.7,16.35454228,37.33575878,5.8,1.5,47.1,36.9,0.5,1.2,18.2,13.8,15.6,34,5085,24.4,6,11.8,0.9,,,27.1,,,0.3,4.6,70,30,,,51,,,8.1,8.1,0.1,4.9,199600,1517,45.1,999,69.1,3846,12.4,24,32.9,2.6,2,12.7,1.6,15.1,4.1,8.5,32.1,13.5,83.9,1.1,2.2,14.2,6.5,49.1,41.8,7.3,47.1,41,37.9,17.9,4.621347645,8.6,7.1,23.3,13,0.1,33913,45494,44.9,28.6,18312,13.6,12.4,18810,23.6,29.8,36.4,10.6,24,10,44.5,0.07423905,0.10996701,0.4568,64.30921053,107.2404372,131.5545244,-5.701311806,-22.34042553,20.31746032,29.47278253,226.6,107.1,0,1,76,96,0,33,2,0,235704,743748,0,39,23563.331,74352.49425,0,3.898830351,6,0,0,0.599820054,0,0
0600000US1500192880,1500192880,60,"Papaikou-Wailea, HI","Papaikou-Wailea CCD, Hawaii County, Hawaii",Hawaii,19.8307533,-155.1516688,5488,51.1,48.9,10.62285829,56.53983056,4.6,4,43.7,30.2,0.8,0,28,11.1,10.9,28.7,2078,12.1,2.8,12.3,0.5,,,8.5,,,0,5,66.2,33.8,,,41.7,,,7.3,8.5,0,1.4,304000,1789,49.5,865,33.2,1826,16.5,27.4,40,2.96,2.1,6.6,2.2,7.6,5.5,7.7,32,20.8,90.1,1.4,3.4,13.2,8.1,54.9,49.2,5.7,48.2,44.2,27.1,19.8,1.671799384,5.6,16.2,9.7,10.8,0.3,39150,51716,42.2,23.3,16203,6.5,6.2,19534,17.4,18.6,30.4,8.6,41,13,47.4,0.331125828,1.475947522,0.4295,77.25409836,86.35416667,125.8543834,23.01547862,39.02439024,8.4,29.71233579,202.7,107.5,0,0,61,80,0,33,4,0,3775,11005,0,7,687.8644315,2005.284257,0,1.275510204,2,0,0,0.364431487,0,0
