"Year","NMFS.Name","Pounds","Dollars"
2015,"LEATHERSKIN, LARGEMOUTHED",4,8
2015,"GROUPERS, SERRANIDAE (FAMILY) **",5187,31467
2015,"SNAPPERS, LUTJANIDAE (FAMILY) **",127496,900358
2015,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",21754,13820
2015,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",24,1080
2016,"WAHOO",1144288,3279394
2016,"EELS **",463,595
2016,"ESCOLAR",4746,9024
2016,"OILFISH",439932,252729
2016,"SEAWEED",7868,95762
2016,"JACKS **",17679,67246
2016,"MILKFISH",1672,2420
2016,"SAILFISH",37095,42534
2016,"TUNAS **",5453,17726
2016,"ALFONSINO",12,73
2016,"SWORDFISH",1640189,4813085
2016,"LIMPETS **",8807,62177
2016,"MULLETS **",864,3049
2016,"DOLPHINFISH",1193387,4511726
2016,"EMPERORS **",2882,12156
2016,"POMFRETS **",1166128,3501913
2016,"MARLIN, BLUE",1301749,2097267
2016,"OCTOPUSES **",27865,131906
2016,"SCAD, BIGEYE",285838,926559
2016,"TUNA, BIGEYE",17641587,72329303
2016,"AMBERJACKS **",3209,6438
2016,"GOATFISHES **",53794,226337
2016,"MARLIN, BLACK",18449,30667
2016,"RUDDERFISH **",13512,25365
2016,"THREADFINS **",265,2134
2016,"SCAD, MACKEREL",82157,246669
2016,"SPEARFISHES **",773727,824512
2016,"SUNFISH, OCEAN",1556158,3316524
2016,"TUNA, ALBACORE",610606,1094444
2016,"TUNA, KAWAKAWA",6165,15752
2016,"TUNA, SKIPJACK",552509,787910
2016,"MARLIN, STRIPED",1006542,1936190
2016,"MULLET, STRIPED",4942,23417
2016,"PARROTFISHES **",43127,199222
2016,"RUNNER, RAINBOW",4204,10987
2016,"SHARKS, MAKO **",113307,81245
2016,"TUNA, YELLOWFIN",4690743,14222243
2016,"SURGEONFISHES **",88222,171639
2016,"TRIGGERFISHES **",327,919
2016,"SCORPIONFISHES **",2070,13345
2016,"SHRIMP, MARINE **",3715,27495
2016,"SNAPPER, GLASSEYE",7093,29723
2016,"SQUIRRELFISHES **",48459,239534
2016,"VERTEBRATES, JAWED",13703,51590
2016,"JOBFISH, GREEN /UKU",113651,563929
2016,"SHARKS, THRESHER **",3894,1449
2016,"LOBSTERS, SLIPPER **",138,1070
2016,"TENPOUNDER, HAWAIIAN",846,1705
2016,"LOBSTER, BANDED SPINY",3191,27430
2016,"SQUIDS, LOLIGINIDAE **",842,3429
2016,"LEATHERSKIN, LARGEMOUTHED",146,349
2016,"CRABS, DECAPODA (ORDER) **",7389,48390
2016,"GROUPERS, SERRANIDAE (FAMILY) **",11535,62796
2016,"SNAPPERS, LUTJANIDAE (FAMILY) **",266362,1708336
2016,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",21765,21983
2017,"OPAH",1812022,3202803
2017,"WAHOO",972832,3065761
2017,"EELS **",728,1072
2017,"ESCOLAR",5229,10113
2017,"OILFISH",318062,262432
2017,"SEAWEED",8096,109556
2017,"JACKS **",33004,147177
2017,"MILKFISH",1576,2531
2017,"SAILFISH",38234,57649
2017,"TUNAS **",7878,30850
2017,"SWORDFISH",2560680,5823479
2017,"LIMPETS **",8955,71785
2017,"MULLETS **",764,2775
2017,"DOLPHINFISH",954252,3451179
2017,"EMPERORS **",8299,38876
2017,"JACK, BLACK",74,206
2017,"POMFRETS **",980398,3286613
2017,"MARLIN, BLUE",1543533,2119555
2017,"OCTOPUSES **",19236,95851
2017,"SCAD, BIGEYE",248824,814066
2017,"TUNA, BIGEYE",16976424,64787731
2017,"AMBERJACKS **",3385,6709
2017,"GOATFISHES **",37153,167589
2017,"MARLIN, BLACK",17272,23778
2017,"RUDDERFISH **",12224,20072
2017,"THREADFINS **",217,1579
2017,"HERRING, ROUND",4697,13946
2017,"SCAD, MACKEREL",57185,181751
2017,"SPEARFISHES **",689858,789107
2017,"TUNA, ALBACORE",276556,504874
2017,"TUNA, KAWAKAWA",6720,17234
2017,"TUNA, SKIPJACK",492728,770487
2017,"MARLIN, STRIPED",1019406,1686257
2017,"MULLET, STRIPED",4210,21009
2017,"PARROTFISHES **",56551,272308
2017,"RUNNER, RAINBOW",4324,12660
2017,"SHARKS, MAKO **",90073,70182
2017,"TUNA, YELLOWFIN",7267828,21173447
2017,"SURGEONFISHES **",85903,172179
2017,"TRIGGERFISHES **",310,724
2017,"SCORPIONFISHES **",1633,11805
2017,"SHRIMP, MARINE **",1665,14132
2017,"SNAPPER, GLASSEYE",4641,20022
2017,"SQUIRRELFISHES **",55955,260563
2017,"VERTEBRATES, JAWED",10022,38324
2017,"JOBFISH, GREEN /UKU",124297,600703
2017,"SHARKS, THRESHER **",4436,2357
2017,"LOBSTERS, SLIPPER **",88,745
2017,"TENPOUNDER, HAWAIIAN",1170,2183
2017,"LOBSTER, BANDED SPINY",3110,19984
2017,"SQUIDS, LOLIGINIDAE **",1308,5619
2017,"LEATHERSKIN, LARGEMOUTHED",226,576
2017,"CRABS, DECAPODA (ORDER) **",5095,36306
2017,"GROUPERS, SERRANIDAE (FAMILY) **",14575,77774
2017,"SNAPPERS, LUTJANIDAE (FAMILY) **",297997,2024587
2017,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",14177,19141
2018,"OPAH",2326858,3301313
2018,"WAHOO",1147973,3039679
2018,"ESCOLAR",7456,14497
2018,"OILFISH",303110,234719
2018,"SEAWEED",6082,84412
2018,"JACKS **",22792,90763
2018,"MILKFISH",1744,2794
2018,"SAILFISH",29404,33370
2018,"TUNAS **",2304,14481
2018,"SWORDFISH",1743649,3698678
2018,"LIMPETS **",10700,75226
2018,"MULLETS **",103,460
2018,"DOLPHINFISH",1008296,3493119
2018,"EMPERORS **",4278,19268
2018,"POMFRETS **",929604,2854598
2018,"MARLIN, BLUE",1329053,1617030
2018,"OCTOPUSES **",12603,66092
2018,"SCAD, BIGEYE",246225,833734
2018,"TUNA, BIGEYE",15977751,66521363
2018,"AMBERJACKS **",3262,7118
2018,"GOATFISHES **",32057,143163
2018,"MARLIN, BLACK",16041,23664
2018,"RUDDERFISH **",11805,22597
2018,"THREADFINS **",179,1388
2018,"CRUSTACEANS **",13153,128698
2018,"SCAD, MACKEREL",52668,164138
2018,"SPEARFISHES **",484741,577809
2018,"TUNA, ALBACORE",220051,393078
2018,"TUNA, KAWAKAWA",5445,16909
2018,"TUNA, SKIPJACK",370285,651287
2018,"MARLIN, STRIPED",1258755,1700976
2018,"MULLET, STRIPED",3677,18096
2018,"PARROTFISHES **",52404,257070
2018,"RUNNER, RAINBOW",2969,7703
2018,"SHARKS, MAKO **",92189,62018
2018,"TUNA, YELLOWFIN",7337181,26625997
2018,"SURGEONFISHES **",66466,137067
2018,"TRIGGERFISHES **",544,1425
2018,"SCORPIONFISHES **",1744,10011
2018,"SHRIMP, MARINE **",6957,65897
2018,"SNAPPER, GLASSEYE",3585,15606
2018,"SQUIRRELFISHES **",40603,191451
2018,"VERTEBRATES, JAWED",11854,38897
2018,"JOBFISH, GREEN /UKU",70205,372997
2018,"LOBSTERS, SLIPPER **",23,233
2018,"TENPOUNDER, HAWAIIAN",334,648
2018,"LOBSTER, BANDED SPINY",1519,13593
2018,"SQUIDS, LOLIGINIDAE **",236,885
2018,"LEATHERSKIN, LARGEMOUTHED",157,384
2018,"CRABS, DECAPODA (ORDER) **",1460,10372
2018,"GROUPERS, SERRANIDAE (FAMILY) **",9563,52080
2018,"SNAPPERS, LUTJANIDAE (FAMILY) **",197350,1434924
2018,"SHARKS, CHONDRICHTHYES (CLASS) **",564,243
2018,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",16714,14405
2019,"OPAH",1613815,3120629
2019,"WAHOO",1522778,3638165
2019,"EELS **",28,67
2019,"ESCOLAR",6870,13823
2019,"OILFISH",267146,252214
2019,"SEAWEED",4208,56572
2019,"JACKS **",16632,63096
2019,"MILKFISH",1476,2505
2019,"SAILFISH",46614,22420
2019,"TUNAS **",11364,65402
2019,"SWORDFISH",1490701,3804581
2019,"LIMPETS **",10636,77763
2019,"MULLETS **",568,2359
2019,"DOLPHINFISH",942638,3454152
2019,"EMPERORS **",6661,31522
2019,"POMFRETS **",781162,2733583
2019,"MARLIN, BLUE",1888085,1332862
2019,"OCTOPUSES **",11481,63274
2019,"SCAD, BIGEYE",228054,771553
2019,"TUNA, BIGEYE",16478450,63540908
2019,"AMBERJACKS **",3197,6128
2019,"GOATFISHES **",25199,113546
2019,"MARLIN, BLACK",13375,11198
2019,"RUDDERFISH **",11145,22920
2019,"THREADFINS **",434,3527
2019,"CRUSTACEANS **",13049,88803
2019,"SCAD, MACKEREL",84816,237490
2019,"SPEARFISHES **",461182,418127
2019,"TUNA, ALBACORE",269263,488087
2019,"TUNA, KAWAKAWA",5527,17521
2019,"TUNA, SKIPJACK",645487,816000
2019,"MARLIN, STRIPED",1407494,1231662
2019,"MULLET, STRIPED",2169,11529
2019,"PARROTFISHES **",46029,229388
2019,"RUNNER, RAINBOW",4059,9461
2019,"TUNA, YELLOWFIN",5860542,20608703
2019,"SURGEONFISHES **",59048,124479
2019,"TRIGGERFISHES **",109,279
2019,"SCORPIONFISHES **",1592,9559
2019,"SHRIMP, MARINE **",2247,16653
2019,"SNAPPER, GLASSEYE",1596,7144
2019,"SQUIRRELFISHES **",47053,223926
2019,"VERTEBRATES, JAWED",11432,36711
2019,"JOBFISH, GREEN /UKU",82773,418047
2019,"LOBSTERS, SLIPPER **",134,2077
2019,"TENPOUNDER, HAWAIIAN",741,1446
2019,"LOBSTER, BANDED SPINY",3350,30030
2019,"SQUIDS, LOLIGINIDAE **",1589,8192
2019,"LEATHERSKIN, LARGEMOUTHED",258,532
2019,"CRABS, DECAPODA (ORDER) **",2470,18336
2019,"GROUPERS, SERRANIDAE (FAMILY) **",11304,62044
2019,"SNAPPERS, LUTJANIDAE (FAMILY) **",198162,1337007
2019,"SHARKS, CHONDRICHTHYES (CLASS) **",72544,82580
2019,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",5725,10106
2020,"WAHOO",816898,1828732
2020,"EELS **",487,688
2020,"ESCOLAR",4208,9338
2020,"OILFISH",144904,91478
2020,"SEAWEED",3818,55554
2020,"JACKS **",9762,32864
2020,"MILKFISH",1135,2063
2020,"SAILFISH",11643,12268
2020,"TUNAS **",2317,12145
2020,"SWORDFISH",809676,2977141
2020,"LIMPETS **",13637,94944
2020,"MULLETS **",1736,8556
2020,"DOLPHINFISH",535492,1925720
2020,"EMPERORS **",6689,31036
2020,"JACK, BLACK",74,262
2020,"POMFRETS **",524792,1367454
2020,"MARLIN, BLUE",974893,1109261
2020,"OCTOPUSES **",3676,18295
2020,"SCAD, BIGEYE",267903,869180
2020,"TUNA, BIGEYE",15700577,53278934
2020,"AMBERJACKS **",1684,2755
2020,"GOATFISHES **",31478,135101
2020,"MARLIN, BLACK",7679,8522
2020,"RUDDERFISH **",9505,19319
2020,"THREADFINS **",189,1519
2020,"CRUSTACEANS **",9264,73858
2020,"SCAD, MACKEREL",52349,160196
2020,"SPEARFISHES **",272992,220508
2020,"TUNA, ALBACORE",128300,225984
2020,"TUNA, KAWAKAWA",2900,8770
2020,"TUNA, SKIPJACK",315327,660224
2020,"MARLIN, STRIPED",916504,1150073
2020,"MULLET, STRIPED",4745,26919
2020,"PARROTFISHES **",44088,218269
2020,"RUNNER, RAINBOW",1947,4005
2020,"TUNA, YELLOWFIN",4459439,13745700
2020,"SURGEONFISHES **",64426,141501
2020,"TRIGGERFISHES **",130,345
2020,"SCORPIONFISHES **",1599,11858
2020,"SNAPPER, GLASSEYE",1102,4332
2020,"SQUIRRELFISHES **",55822,286995
2020,"VERTEBRATES, JAWED",821365,1719624
2020,"JOBFISH, GREEN /UKU",37530,180966
2020,"LOBSTERS, SLIPPER **",184,2461
2020,"LOBSTER, BANDED SPINY",1408,12628
2020,"SQUIDS, LOLIGINIDAE **",3796,23605
2020,"LEATHERSKIN, LARGEMOUTHED",283,626
2020,"CRABS, DECAPODA (ORDER) **",2656,21329
2020,"GROUPERS, SERRANIDAE (FAMILY) **",8094,43347
2020,"SNAPPERS, LUTJANIDAE (FAMILY) **",167341,1007575
2020,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",5587,9771
