"Year","NMFS.Name","Pounds","Dollars"
2005,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",33878,25183
2005,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",32,286
2006,"OPAH",1093224,1905999
2006,"WAHOO",892581,2329696
2006,"EELS **",933,1048
2006,"ESCOLAR",4062,4311
2006,"OILFISH",417146,839945
2006,"SEAWEED",13094,61668
2006,"JACKS **",23930,57555
2006,"SAILFISH",18442,15460
2006,"TUNAS **",1303,1362
2006,"ALFONSINO",3,7
2006,"SWORDFISH",2602183,5237498
2006,"LIMPETS **",5072,57043
2006,"MULLETS **",49,131
2006,"DOLPHINFISH",1337174,3629869
2006,"EMPERORS **",1684,4140
2006,"JACK, BLACK",367,543
2006,"POMFRETS **",584014,1328421
2006,"TILAPIAS **",605,1145
2006,"JACK, ALMACO",323,530
2006,"MARLIN, BLUE",977245,969143
2006,"OCTOPUSES **",17694,60038
2006,"SCAD, BIGEYE",235624,550467
2006,"TUNA, BIGEYE",10136398,34226435
2006,"BILLFISHES **",271,347
2006,"GOATFISHES **",30672,92602
2006,"MARLIN, BLACK",9245,9873
2006,"RUDDERFISH **",34759,35675
2006,"THREADFINS **",366,1830
2006,"SCAD, MACKEREL",196242,448969
2006,"SPEARFISHES **",362830,378405
2006,"SUNFISH, OCEAN",77,9
2006,"TUNA, ALBACORE",764709,1283926
2006,"TUNA, KAWAKAWA",2920,5325
2006,"TUNA, SKIPJACK",867271,1195219
2006,"MACKEREL, SNAKE",1,2
2006,"MARLIN, STRIPED",1490250,1601999
2006,"MULLET, STRIPED",7961,28134
2006,"PARROTFISHES **",25779,85344
2006,"RUNNER, RAINBOW",1768,3618
2006,"SHARKS, MAKO **",198645,120558
2006,"TUNA, YELLOWFIN",3026303,7917411
2006,"SURGEONFISHES **",65704,110781
2006,"TRIGGERFISHES **",1521,2699
2006,"CUCUMBERS, SEA **",174,612
2006,"MACKEREL, FRIGATE",88,285
2006,"SCORPIONFISHES **",2090,8060
2006,"SHRIMP, MARINE **",5,30
2006,"SNAPPER, GLASSEYE",3050,9779
2006,"SQUIRRELFISHES **",27140,104522
2006,"VERTEBRATES, JAWED",13478,33745
2006,"JOBFISH, GREEN /UKU",142230,443511
2006,"SHARKS, THRESHER **",73732,31013
2006,"LOBSTERS, SLIPPER **",3,24
2006,"TENPOUNDER, HAWAIIAN",1016,1021
2006,"LOBSTER, BANDED SPINY",6178,59527
2006,"SQUIDS, LOLIGINIDAE **",1902,4711
2006,"LEATHERSKIN, LARGEMOUTHED",420,762
2006,"CRABS, DECAPODA (ORDER) **",6651,29432
2006,"GROUPERS, SERRANIDAE (FAMILY) **",26932,139656
2006,"SNAPPERS, LUTJANIDAE (FAMILY) **",236218,1306129
2006,"SHARKS, CHONDRICHTHYES (CLASS) **",2670,917
2006,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",32627,31481
2006,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",403,399
2007,"OPAH",1226428,2170629
2007,"WAHOO",714579,2085295
2007,"EELS **",1975,2053
2007,"ESCOLAR",6641,6877
2007,"OILFISH",458221,1019750
2007,"SEAWEED",8676,71248
2007,"JACKS **",29796,60126
2007,"SAILFISH",25902,24767
2007,"TUNAS **",5000,19865
2007,"SWORDFISH",3643173,7730171
2007,"LIMPETS **",6794,58744
2007,"MULLETS **",298,597
2007,"DOLPHINFISH",1388217,3482737
2007,"EMPERORS **",3320,11207
2007,"JACK, BLACK",436,702
2007,"POMFRETS **",592991,1460868
2007,"TILAPIAS **",216,540
2007,"JACK, ALMACO",1027,1961
2007,"MARLIN, BLUE",747197,912757
2007,"OCTOPUSES **",17009,61496
2007,"SCAD, BIGEYE",268791,637698
2007,"TUNA, BIGEYE",12875412,41973244
2007,"BILLFISHES **",736,373
2007,"GOATFISHES **",26479,94326
2007,"MARLIN, BLACK",4770,6157
2007,"RUDDERFISH **",31073,34004
2007,"THREADFINS **",229,1373
2007,"SCAD, MACKEREL",192691,456794
2007,"SPEARFISHES **",316880,346988
2007,"SUNFISH, OCEAN",86,31
2007,"TUNA, ALBACORE",735183,1131129
2007,"TUNA, KAWAKAWA",2548,3949
2007,"TUNA, SKIPJACK",729260,800258
2007,"MARLIN, STRIPED",623175,1108765
2007,"MULLET, STRIPED",10186,37232
2007,"PARROTFISHES **",43458,155803
2007,"RUNNER, RAINBOW",987,2063
2007,"SHARKS, MAKO **",264445,153052
2007,"TUNA, YELLOWFIN",3246291,7242678
2007,"SURGEONFISHES **",85177,154479
2007,"TRIGGERFISHES **",760,1304
2007,"CUCUMBERS, SEA **",163,627
2007,"MACKEREL, FRIGATE",137,172
2007,"SCORPIONFISHES **",1469,6068
2007,"SHRIMP, MARINE **",417,2333
2007,"SNAPPER, GLASSEYE",4111,13619
2007,"SQUIRRELFISHES **",33011,132366
2007,"VERTEBRATES, JAWED",11405,26120
2007,"JOBFISH, GREEN /UKU",148899,473579
2007,"SHARKS, THRESHER **",99436,40323
2007,"LOBSTERS, SLIPPER **",4,28
2007,"TENPOUNDER, HAWAIIAN",1206,1242
2007,"LOBSTER, BANDED SPINY",7845,92908
2007,"SQUIDS, LOLIGINIDAE **",2211,5176
2007,"SHARK, WHITETIP, OCEANIC",114,80
2007,"LEATHERSKIN, LARGEMOUTHED",278,472
2007,"CRABS, DECAPODA (ORDER) **",10080,43270
2007,"GROUPERS, SERRANIDAE (FAMILY) **",23435,118207
2007,"SNAPPERS, LUTJANIDAE (FAMILY) **",231862,1216019
2007,"SHARKS, CHONDRICHTHYES (CLASS) **",318,224
2007,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",25410,28150
2007,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",55,54
2007,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",120,360
2008,"OPAH",1313244,2197845
2008,"WAHOO",849230,2224749
2008,"EELS **",605,622
2008,"ESCOLAR",10649,11203
2008,"OILFISH",491247,917124
2008,"SEAWEED",12644,100162
2008,"JACKS **",29896,69134
2008,"SAILFISH",11251,11761
2008,"TUNAS **",4471,10662
2008,"ALFONSINO",38,178
2008,"SWORDFISH",3834728,7177224
2008,"LIMPETS **",6526,56144
2008,"MULLETS **",314,785
2008,"DOLPHINFISH",1249571,3174194
2008,"EMPERORS **",3138,11155
2008,"JACK, BLACK",495,893
2008,"POMFRETS **",670742,1662057
2008,"TILAPIAS **",657,2059
2008,"JACK, ALMACO",814,996
2008,"MARLIN, BLUE",922071,1019212
2008,"OCTOPUSES **",20875,83690
2008,"SCAD, BIGEYE",154839,448457
2008,"TUNA, BIGEYE",13373442,49674933
2008,"BILLFISHES **",121,90
2008,"GOATFISHES **",36605,148563
2008,"MARLIN, BLACK",6217,4673
2008,"RUDDERFISH **",37658,48795
2008,"THREADFINS **",422,2673
2008,"SCAD, MACKEREL",162931,440565
2008,"SPEARFISHES **",507744,358208
2008,"SUNFISH, OCEAN",79,8
2008,"TUNA, ALBACORE",803125,1343906
2008,"TUNA, KAWAKAWA",2444,4624
2008,"TUNA, SKIPJACK",910313,1188574
2008,"FLYINGFISHES **",1,2
2008,"MACKEREL, SNAKE",5,1
2008,"MARLIN, STRIPED",1023462,1048441
2008,"MULLET, STRIPED",8841,33361
2008,"PARROTFISHES **",44401,166717
2008,"RUNNER, RAINBOW",2799,5558
2008,"SHARKS, MAKO **",249683,125997
2008,"TUNA, YELLOWFIN",3201107,8639947
2008,"SURGEONFISHES **",77913,145049
2008,"TRIGGERFISHES **",588,647
2008,"CABRILLA, SPOTTED",3,8
2008,"CUCUMBERS, SEA **",149,588
2008,"MACKEREL, FRIGATE",66,108
2008,"SCORPIONFISHES **",1369,5914
2008,"SHRIMP, MARINE **",161,658
2008,"SNAPPER, GLASSEYE",3244,10474
2008,"SQUIRRELFISHES **",56512,257731
2008,"VERTEBRATES, JAWED",13855,40000
2008,"JOBFISH, GREEN /UKU",137371,495858
2008,"SHARKS, THRESHER **",89390,23949
2008,"LOBSTERS, SLIPPER **",1,4
2008,"TENPOUNDER, HAWAIIAN",432,425
2008,"LOBSTER, BANDED SPINY",9912,120317
2008,"SQUIDS, LOLIGINIDAE **",1479,3262
2008,"SHARK, WHITETIP, OCEANIC",110,62
2008,"LEATHERSKIN, LARGEMOUTHED",303,558
2008,"CRABS, DECAPODA (ORDER) **",13228,56942
2008,"GROUPERS, SERRANIDAE (FAMILY) **",19341,99568
2008,"SNAPPERS, LUTJANIDAE (FAMILY) **",240140,1219386
2008,"SHARKS, CHONDRICHTHYES (CLASS) **",150,97
2008,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",32668,29357
2008,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",14,126
2009,"OPAH",1884043,2409252
2009,"WAHOO",604808,1672639
2009,"EELS **",1588,1634
2009,"ESCOLAR",7348,8249
2009,"OILFISH",544613,704605
2009,"RAYS **",44,154
2009,"SEAWEED",14576,109270
2009,"JACKS **",27663,61359
2009,"SAILFISH",22438,20508
2009,"TUNAS **",590,1259
2009,"ALFONSINO",40,13
2009,"SWORDFISH",3881196,7336314
2009,"LIMPETS **",11436,77707
2009,"MULLETS **",354,946
2009,"DOLPHINFISH",1286856,2852711
2009,"EMPERORS **",3808,13529
2009,"HERRINGS **",275,413
2009,"JACK, BLACK",292,544
2009,"POMFRETS **",627055,1380809
2009,"TILAPIAS **",702,2243
2009,"JACK, ALMACO",518,721
2009,"MARLIN, BLUE",1032652,1193172
2009,"OCTOPUSES **",20688,80331
2009,"SCAD, BIGEYE",200354,642777
2009,"TUNA, BIGEYE",10750161,39365990
2009,"GOATFISHES **",47232,214637
2009,"MARLIN, BLACK",691,1746
2009,"RUDDERFISH **",17582,26409
2009,"THREADFINS **",454,3277
2009,"HERRING, ROUND",673,1383
2009,"SCAD, MACKEREL",205037,555011
2009,"SPEARFISHES **",259433,272629
2009,"SUNFISH, OCEAN",138,14
2009,"TUNA, ALBACORE",649682,1070503
2009,"TUNA, KAWAKAWA",5340,12105
2009,"TUNA, SKIPJACK",709952,1010361
2009,"FLYINGFISHES **",7,12
2009,"MACKEREL, SNAKE",21,21
2009,"MARLIN, STRIPED",644135,947124
2009,"MULLET, STRIPED",7145,29762
2009,"PARROTFISHES **",48001,174512
2009,"RUNNER, RAINBOW",2379,4452
2009,"SHARKS, MAKO **",233776,119565
2009,"TUNA, YELLOWFIN",2478242,6249385
2009,"SURGEONFISHES **",83759,163526
2009,"TRIGGERFISHES **",1423,1502
2009,"CUCUMBERS, SEA **",87,348
2009,"MACKEREL, FRIGATE",17,51
2009,"SCORPIONFISHES **",2110,11047
2009,"SHRIMP, MARINE **",235,393
2009,"SNAPPER, GLASSEYE",2521,8847
2009,"SQUIRRELFISHES **",50266,208828
2009,"VERTEBRATES, JAWED",16003,44857
2009,"JOBFISH, GREEN /UKU",107074,369569
2009,"SHARKS, THRESHER **",62207,19601
2009,"TENPOUNDER, HAWAIIAN",1645,1663
2009,"LOBSTER, BANDED SPINY",11000,136072
2009,"HERRING, LAKE OR CISCO",965,1548
2009,"SQUIDS, LOLIGINIDAE **",3138,5648
2009,"LEATHERSKIN, LARGEMOUTHED",214,374
2009,"CRABS, DECAPODA (ORDER) **",10433,46398
2009,"GROUPERS, SERRANIDAE (FAMILY) **",21981,98854
2009,"SNAPPERS, LUTJANIDAE (FAMILY) **",283869,1490452
2009,"SHARKS, CHONDRICHTHYES (CLASS) **",236,87
2009,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",20132,17368
2010,"OPAH",1823832,2591394
2010,"WAHOO",600155,1745705
2010,"EELS **",720,890
2010,"ESCOLAR",11209,11505
2010,"OILFISH",580707,783623
2010,"SEAWEED",10108,95260
2010,"JACKS **",27259,69276
2010,"SAILFISH",32366,41061
2010,"TUNAS **",17687,46548
2010,"ALFONSINO",27,154
2010,"SWORDFISH",3153143,7302631
2010,"LIMPETS **",12105,70927
2010,"MULLETS **",430,1053
2010,"DOLPHINFISH",1517631,3302540
2010,"EMPERORS **",6528,21615
2010,"JACK, BLACK",127,239
2010,"POMFRETS **",593171,1548587
2010,"TILAPIAS **",112,309
2010,"JACK, ALMACO",1538,2811
2010,"MARLIN, BLUE",878279,1123677
2010,"OCTOPUSES **",22635,90101
2010,"SCAD, BIGEYE",254996,722313
2010,"TUNA, BIGEYE",13059807,50859560
2010,"BILLFISHES **",827,575
2010,"GOATFISHES **",61983,280985
2010,"RUDDERFISH **",27581,35186
2010,"THREADFINS **",507,3386
2010,"SCAD, MACKEREL",204644,528736
2010,"SPEARFISHES **",271632,370714
2010,"SUNFISH, OCEAN",130,13
2010,"TUNA, ALBACORE",921063,1308510
2010,"TUNA, KAWAKAWA",2344,5271
2010,"TUNA, SKIPJACK",299811,549230
2010,"MARLIN, STRIPED",342332,632708
2010,"MULLET, STRIPED",7349,31817
2010,"PARROTFISHES **",62858,215627
2010,"RUNNER, RAINBOW",2332,4485
2010,"SHARKS, MAKO **",184458,98531
2010,"TUNA, YELLOWFIN",2405108,7005962
2010,"SURGEONFISHES **",112612,202600
2010,"TRIGGERFISHES **",326,457
2010,"CUCUMBERS, SEA **",374,2763
2010,"MACKEREL, FRIGATE",2,6
2010,"SCORPIONFISHES **",1951,9528
2010,"SHRIMP, MARINE **",238,975
2010,"SNAPPER, GLASSEYE",4583,15242
2010,"SQUIRRELFISHES **",88294,346651
2010,"VERTEBRATES, JAWED",17802,58185
2010,"JOBFISH, GREEN /UKU",109081,428039
2010,"SHARKS, THRESHER **",39865,14428
2010,"LOBSTERS, SLIPPER **",21,196
2010,"TENPOUNDER, HAWAIIAN",1127,1174
2010,"LOBSTER, BANDED SPINY",9419,116492
2010,"HERRING, LAKE OR CISCO",486,972
2010,"SQUIDS, LOLIGINIDAE **",5978,13106
2010,"LEATHERSKIN, LARGEMOUTHED",255,504
2010,"CRABS, DECAPODA (ORDER) **",11728,51644
2010,"GROUPERS, SERRANIDAE (FAMILY) **",9701,44910
2010,"SNAPPERS, LUTJANIDAE (FAMILY) **",232713,1253009
2010,"SHARKS, CHONDRICHTHYES (CLASS) **",4,NA
2010,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",27619,26997
2011,"OPAH",1564414,2853437
2011,"WAHOO",563953,1806158
2011,"EELS **",490,570
2011,"ESCOLAR",16812,20157
2011,"OILFISH",630529,867764
2011,"SEAWEED",10914,91756
2011,"JACKS **",21466,64686
2011,"MILKFISH",684,816
2011,"SAILFISH",17898,26023
2011,"TUNAS **",13687,45464
2011,"ALFONSINO",12,84
2011,"SWORDFISH",2592038,6669141
2011,"LIMPETS **",7766,46430
2011,"MULLETS **",220,364
2011,"DOLPHINFISH",1423369,4314159
2011,"EMPERORS **",4962,16232
2011,"HERRINGS **",148,259
2011,"JACK, BLACK",68,307
2011,"POMFRETS **",427365,1449448
2011,"TILAPIAS **",212,242
2011,"MARLIN, BLUE",915694,1238478
2011,"OCTOPUSES **",18477,80476
2011,"SCAD, BIGEYE",166359,537768
2011,"TUNA, BIGEYE",12879550,53110037
2011,"AMBERJACKS **",2912,5184
2011,"BILLFISHES **",665,1419
2011,"GOATFISHES **",44723,225878
2011,"MARLIN, BLACK",337,421
2011,"RUDDERFISH **",20319,29283
2011,"THREADFINS **",512,3776
2011,"HERRING, ROUND",161,322
2011,"SCAD, MACKEREL",156796,426258
2011,"SPEARFISHES **",469238,528631
2011,"SUNFISH, OCEAN",213,56
2011,"TUNA, ALBACORE",1592234,2556560
2011,"TUNA, KAWAKAWA",2089,5253
2011,"TUNA, SKIPJACK",631691,1011525
2011,"FLYINGFISHES **",1,2
2011,"MARLIN, STRIPED",910390,1136026
2011,"MULLET, STRIPED",9275,40419
2011,"PARROTFISHES **",62387,214017
2011,"RUNNER, RAINBOW",2537,4085
2011,"SHARKS, MAKO **",131482,101406
2011,"TUNA, YELLOWFIN",3399871,9899170
2011,"SURGEONFISHES **",97629,176684
2011,"TRIGGERFISHES **",508,669
2011,"CUCUMBERS, SEA **",181,1147
2011,"MACKEREL, FRIGATE",13,25
2011,"SCORPIONFISHES **",1844,8893
2011,"SHRIMP, MARINE **",1169,7503
2011,"SNAPPER, GLASSEYE",2859,10382
2011,"SQUIRRELFISHES **",55878,238349
2011,"VERTEBRATES, JAWED",17394,47197
2011,"JOBFISH, GREEN /UKU",93825,416322
2011,"SHARKS, THRESHER **",44315,13879
2011,"LOBSTERS, SLIPPER **",3,26
2011,"TENPOUNDER, HAWAIIAN",1358,2683
2011,"LOBSTER, BANDED SPINY",10013,104073
2011,"SHARKS, HAMMERHEAD **",73,179
2011,"HERRING, LAKE OR CISCO",2248,4361
2011,"SQUIDS, LOLIGINIDAE **",2670,6768
2011,"SHARK, WHITETIP, OCEANIC",42,21
2011,"LEATHERSKIN, LARGEMOUTHED",308,736
2011,"CRABS, DECAPODA (ORDER) **",8949,45890
2011,"GROUPERS, SERRANIDAE (FAMILY) **",10712,46549
2011,"SNAPPERS, LUTJANIDAE (FAMILY) **",175249,998392
2011,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",52636,49919
2011,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",2,18
2012,"OPAH",1549415,3162942
2012,"WAHOO",652126,2329779
2012,"EELS **",397,433
2012,"ESCOLAR",9900,11755
2012,"OILFISH",601595,850783
2012,"SEAWEED",11836,86744
2012,"JACKS **",34493,111861
2012,"SAILFISH",19211,35555
2012,"TUNAS **",59854,231967
2012,"ALFONSINO",11,64
2012,"CORALS **",699,48736
2012,"SWORDFISH",2380900,6693245
2012,"LIMPETS **",6986,50395
2012,"MULLETS **",240,683
2012,"DOLPHINFISH",1745692,5308881
2012,"EMPERORS **",4828,15705
2012,"JACK, BLACK",434,1145
2012,"POMFRETS **",730826,2096818
2012,"TILAPIAS **",356,1030
2012,"JACK, ALMACO",2331,4253
2012,"MARLIN, BLUE",800027,1454994
2012,"OCTOPUSES **",23899,106620
2012,"SCAD, BIGEYE",206265,688288
2012,"TUNA, BIGEYE",13963977,64659092
2012,"BILLFISHES **",723,1778
2012,"GOATFISHES **",47387,224728
2012,"MARLIN, BLACK",2191,3861
2012,"RUDDERFISH **",29461,44073
2012,"THREADFINS **",198,1282
2012,"HERRING, ROUND",500,1000
2012,"MACKEREL, CHUB",3,10
2012,"SCAD, MACKEREL",176976,492777
2012,"SPEARFISHES **",365247,671750
2012,"SUNFISH, OCEAN",24,2
2012,"TUNA, ALBACORE",1933940,4100794
2012,"TUNA, KAWAKAWA",3714,11343
2012,"TUNA, SKIPJACK",534285,925760
2012,"FLYINGFISHES **",3,7
2012,"MARLIN, STRIPED",657099,1428904
2012,"MULLET, STRIPED",7128,30825
2012,"PARROTFISHES **",79730,288519
2012,"RUNNER, RAINBOW",2727,6016
2012,"SHARKS, MAKO **",123621,117972
2012,"TUNA, YELLOWFIN",3651459,13369030
2012,"SURGEONFISHES **",128020,233483
2012,"TRIGGERFISHES **",1994,2200
2012,"SCORPIONFISHES **",2738,16278
2012,"SHRIMP, MARINE **",2647,20947
2012,"SNAPPER, GLASSEYE",3418,12756
2012,"SQUIRRELFISHES **",47418,210383
2012,"VERTEBRATES, JAWED",19669,55939
2012,"JOBFISH, GREEN /UKU",92197,415737
2012,"SHARKS, THRESHER **",30529,12454
2012,"LOBSTERS, SLIPPER **",19,95
2012,"TENPOUNDER, HAWAIIAN",923,1632
2012,"LOBSTER, BANDED SPINY",8256,97878
2012,"HERRING, LAKE OR CISCO",546,1092
2012,"SQUIDS, LOLIGINIDAE **",3761,11280
2012,"LEATHERSKIN, LARGEMOUTHED",472,1127
2012,"CRABS, DECAPODA (ORDER) **",33723,147959
2012,"GROUPERS, SERRANIDAE (FAMILY) **",13903,67832
2012,"SNAPPERS, LUTJANIDAE (FAMILY) **",215513,1321916
2012,"SHARKS, CHONDRICHTHYES (CLASS) **",111,80
2012,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",24911,39831
2012,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",3,5
2012,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",4,50
2013,"OPAH",2071806,3202789
2013,"WAHOO",744325,2375492
2013,"EELS **",847,1096
2013,"ESCOLAR",9728,12249
2013,"OILFISH",578295,411120
2013,"SEAWEED",12000,104452
2013,"JACKS **",20069,64467
2013,"MILKFISH",936,1267
2013,"SAILFISH",11876,17007
2013,"TUNAS **",2957,10491
2013,"ALFONSINO",47,188
2013,"CORALS **",3167,244871
2013,"SWORDFISH",1673808,4493041
2013,"LIMPETS **",14163,93191
2013,"MULLETS **",565,1653
2013,"DOLPHINFISH",1514901,4129586
2013,"EMPERORS **",5336,18046
2013,"JACK, BLACK",1399,3900
2013,"POMFRETS **",1142294,2575703
2013,"TILAPIAS **",148,505
2013,"MARLIN, BLUE",947513,1467350
2013,"OCTOPUSES **",25760,116275
2013,"SCAD, BIGEYE",185699,642050
2013,"TUNA, BIGEYE",15693835,66111172
2013,"AMBERJACKS **",1740,4297
2013,"GOATFISHES **",51887,255739
2013,"MARLIN, BLACK",4177,4825
2013,"RUDDERFISH **",29495,43971
2013,"THREADFINS **",72,467
2013,"HERRING, ROUND",514,1028
2013,"MACKEREL, CHUB",6,23
2013,"SCAD, MACKEREL",175187,504570
2013,"SPEARFISHES **",474723,613945
2013,"SUNFISH, OCEAN",67,7
2013,"TUNA, ALBACORE",805553,1759032
2013,"TUNA, KAWAKAWA",5240,14311
2013,"TUNA, SKIPJACK",929314,1336629
2013,"FLYINGFISHES **",1,2
2013,"MARLIN, STRIPED",983240,1330032
2013,"MULLET, STRIPED",5615,25295
2013,"PARROTFISHES **",85458,314394
2013,"RUNNER, RAINBOW",2685,7242
2013,"SHARKS, MAKO **",97828,103225
2013,"TUNA, YELLOWFIN",3463533,12587855
2013,"SURGEONFISHES **",127541,232520
2013,"TRIGGERFISHES **",789,1171
2013,"CABRILLA, SPOTTED",11,13
2013,"SCORPIONFISHES **",2472,14134
2013,"SHRIMP, MARINE **",9950,81450
2013,"SNAPPER, GLASSEYE",5817,21220
2013,"SQUIRRELFISHES **",55988,248039
2013,"VERTEBRATES, JAWED",16248,52278
2013,"JOBFISH, GREEN /UKU",102633,432747
2013,"SHARKS, THRESHER **",11144,4404
2013,"LOBSTERS, SLIPPER **",52,414
2013,"TENPOUNDER, HAWAIIAN",698,1203
2013,"LOBSTER, BANDED SPINY",8823,94673
2013,"SQUIDS, LOLIGINIDAE **",3124,10395
2013,"LEATHERSKIN, LARGEMOUTHED",284,699
2013,"CRABS, DECAPODA (ORDER) **",39445,170115
2013,"GROUPERS, SERRANIDAE (FAMILY) **",12211,58864
2013,"SNAPPERS, LUTJANIDAE (FAMILY) **",254700,1570068
2013,"SHARKS, CHONDRICHTHYES (CLASS) **",227,138
2013,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",23307,31799
2013,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",5,6
2013,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",6,75
2014,"OPAH",2004422,2909738
2014,"WAHOO",1055518,2799765
2014,"EELS **",985,1358
2014,"ESCOLAR",5431,7852
2014,"OILFISH",530897,406820
2014,"SEAWEED",12140,129224
2014,"JACKS **",20893,70099
2014,"MILKFISH",1937,3052
2014,"SAILFISH",34466,33403
2014,"TUNAS **",3641,12240
2014,"ALFONSINO",133,592
2014,"CORALS **",1304,117396
2014,"SWORDFISH",2479617,5404584
2014,"LIMPETS **",11139,72692
2014,"MULLETS **",1934,5718
2014,"DOLPHINFISH",1689271,4412238
2014,"EMPERORS **",3549,12348
2014,"JACK, BLACK",460,1096
2014,"POMFRETS **",1243062,2465553
2014,"TILAPIAS **",242,857
2014,"MARLIN, BLUE",1220251,1606728
2014,"OCTOPUSES **",20343,92666
2014,"SCAD, BIGEYE",197468,668854
2014,"TUNA, BIGEYE",15948303,60703524
2014,"AMBERJACKS **",2699,5614
2014,"BILLFISHES **",382,627
2014,"GOATFISHES **",53597,245086
2014,"MARLIN, BLACK",21720,33622
2014,"RUDDERFISH **",15218,28157
2014,"THREADFINS **",181,1338
2014,"CRUSTACEANS **",187,354
2014,"HERRING, ROUND",4236,9422
2014,"SCAD, MACKEREL",158546,458748
2014,"SPEARFISHES **",499938,520299
2014,"SUNFISH, OCEAN",33,3
2014,"TUNA, ALBACORE",502083,995037
2014,"TUNA, KAWAKAWA",12627,35196
2014,"TUNA, SKIPJACK",498227,675072
2014,"MARLIN, STRIPED",1076486,1557081
2014,"MULLET, STRIPED",5772,27194
2014,"PARROTFISHES **",73679,288594
2014,"RUNNER, RAINBOW",4586,8610
2014,"SHARKS, MAKO **",91134,106806
2014,"TUNA, YELLOWFIN",3330788,11235575
2014,"SURGEONFISHES **",98688,188182
2014,"TRIGGERFISHES **",1257,2318
2014,"MACKEREL, FRIGATE",18,39
2014,"SCORPIONFISHES **",1761,11783
2014,"SHRIMP, MARINE **",15593,101447
2014,"SNAPPER, GLASSEYE",6918,27503
2014,"SQUIRRELFISHES **",52715,238304
2014,"VERTEBRATES, JAWED",12866,44200
2014,"JOBFISH, GREEN /UKU",82416,365986
2014,"SHARKS, THRESHER **",12716,5586
2014,"LOBSTERS, SLIPPER **",106,841
2014,"TENPOUNDER, HAWAIIAN",323,462
2014,"LOBSTER, BANDED SPINY",10172,104091
2014,"SHARKS, HAMMERHEAD **",51,217
2014,"HERRING, LAKE OR CISCO",1157,2314
2014,"SQUIDS, LOLIGINIDAE **",3137,10585
2014,"LEATHERSKIN, LARGEMOUTHED",272,654
2014,"CRABS, DECAPODA (ORDER) **",25686,112382
2014,"GROUPERS, SERRANIDAE (FAMILY) **",9608,50195
2014,"SNAPPERS, LUTJANIDAE (FAMILY) **",286288,1856985
2014,"SHARKS, CHONDRICHTHYES (CLASS) **",44,22
2014,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",18590,18277
2014,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",5,70
2015,"OPAH",2067231,3150568
2015,"WAHOO",992977,2328054
2015,"ESCOLAR",49,104
2015,"OILFISH",482813,275499
2015,"SEAWEED",4108,51342
2015,"JACKS **",929,2292
2015,"MILKFISH",59,73
2015,"SAILFISH",34897,28705
2015,"TUNAS **",658,4381
2015,"ALFONSINO",7,51
2015,"SWORDFISH",2044215,4629170
2015,"LIMPETS **",626,4279
2015,"MULLETS **",132,374
2015,"DOLPHINFISH",1131796,3426584
2015,"EMPERORS **",185,857
2015,"POMFRETS **",1339002,2873516
2015,"MARLIN, BLUE",1440360,1638755
2015,"OCTOPUSES **",2149,9753
2015,"SCAD, BIGEYE",16919,57585
2015,"TUNA, BIGEYE",18701277,70751664
2015,"GOATFISHES **",2470,10693
2015,"MARLIN, BLACK",10865,14398
2015,"RUDDERFISH **",633,1156
2015,"THREADFINS **",14,50
2015,"SCAD, MACKEREL",19069,50139
2015,"SPEARFISHES **",599748,541066
2015,"TUNA, ALBACORE",649216,1033297
2015,"TUNA, KAWAKAWA",10150,27342
2015,"TUNA, SKIPJACK",435100,543651
2015,"MARLIN, STRIPED",1165261,1362115
2015,"MULLET, STRIPED",51,226
2015,"PARROTFISHES **",1286,4212
2015,"RUNNER, RAINBOW",1092,1528
2015,"SHARKS, MAKO **",93862,92922
2015,"TUNA, YELLOWFIN",3136039,9215515
2015,"SURGEONFISHES **",3005,7518
2015,"SCORPIONFISHES **",836,7168
2015,"SHRIMP, MARINE **",7555,42723
2015,"SNAPPER, GLASSEYE",2990,12101
2015,"SQUIRRELFISHES **",7577,32375
2015,"VERTEBRATES, JAWED",3297,14180
2015,"JOBFISH, GREEN /UKU",50662,223954
2015,"SHARKS, THRESHER **",8837,4320
2015,"SQUIDS, LOLIGINIDAE **",466,1187
