"Region","Year","fit","se.fit","inc.trend","dec.trend","threshold","se.threshold"
"Northeast",2002.18036072144,68339.6759579834,1136.13416192242,68339.6759579834,NA,68339.6759579834,1136.13416192242
"Northeast",2002.25851703407,68471.6823971497,1137.12421653199,68471.6823971497,NA,NA,NA
"Northeast",2002.33667334669,68601.3515399166,1137.9812836018,68601.3515399166,NA,68601.3515399166,1137.9812836018
"Northeast",2002.41482965932,68728.7094368525,1138.69906302067,68728.7094368525,NA,68728.7094368525,1138.69906302067
"Northeast",2002.49298597194,68853.7821385267,1139.27140572949,68853.7821385267,NA,68853.7821385267,1139.27140572949
"Northeast",2002.57114228457,68976.5956955079,1139.69232394184,68976.5956955079,NA,68976.5956955079,1139.69232394184
"Northeast",2002.64929859719,69097.1761583657,1139.95601971242,69097.1761583657,NA,NA,NA
"Northeast",2002.72745490982,69215.5495776681,1140.05693191881,69215.5495776681,NA,69215.5495776681,1140.05693191881
"Northeast",2002.80561122244,69331.7420039844,1139.98980180351,69331.7420039844,NA,NA,NA
"Northeast",2002.88376753507,69445.7794878836,1139.74975731242,69445.7794878836,NA,NA,NA
"Northeast",2002.9619238477,69557.6880799346,1139.33241656151,69557.6880799346,NA,69557.6880799346,1139.33241656151
"Northeast",2003.04008016032,69667.4947769201,1138.7344494808,69667.4947769201,NA,69667.4947769201,1138.7344494808
"Northeast",2003.11823647295,69775.2470823182,1137.96273470522,69775.2470823182,NA,NA,NA
"Northeast",2003.19639278557,69881.0123317713,1137.03388289743,69881.0123317713,NA,69881.0123317713,1137.03388289743
"Northeast",2003.2745490982,69984.8586721819,1135.9651751016,69984.8586721819,NA,69984.8586721819,1135.9651751016
"Northeast",2003.35270541082,70086.8542504525,1134.77399116243,70086.8542504525,NA,NA,NA
"Northeast",2003.43086172345,70187.0672134847,1133.47763341978,70187.0672134847,NA,NA,NA
"Northeast",2003.50901803607,70285.5657081812,1132.09316822331,70285.5657081812,NA,NA,NA
"Northeast",2003.5871743487,70382.4178814441,1130.63728509518,NA,NA,NA,NA
"Northeast",2003.66533066132,70477.6918801761,1129.12617354938,NA,NA,NA,NA
"Northeast",2003.74348697395,70571.4558512789,1127.57541773106,NA,NA,70571.4558512789,1127.57541773106
"Northeast",2003.82164328657,70663.7779416549,1125.99990916821,NA,NA,NA,NA
"Northeast",2003.8997995992,70754.7262982066,1124.41377803087,NA,NA,NA,NA
"Northeast",2003.97795591182,70844.3690678363,1122.83034336919,NA,NA,70844.3690678363,1122.83034336919
"Northeast",2004.05611222445,70932.774831599,1121.26306293017,NA,NA,NA,NA
"Northeast",2004.13426853707,71020.016382242,1119.73387837172,NA,NA,71020.016382242,1119.73387837172
"Northeast",2004.2124248497,71106.1688793905,1118.26844948462,NA,NA,NA,NA
"Northeast",2004.29058116232,71191.307508993,1116.89047269699,NA,NA,NA,NA
"Northeast",2004.36873747495,71275.5074569983,1115.62135486807,NA,NA,NA,NA
"Northeast",2004.44689378758,71358.8439093548,1114.47997574498,NA,NA,NA,NA
"Northeast",2004.5250501002,71441.3920520112,1113.48248149853,NA,NA,NA,NA
"Northeast",2004.60320641283,71523.2270709163,1112.64211179543,NA,NA,NA,NA
"Northeast",2004.68136272545,71604.4241520188,1111.96906271454,NA,NA,71604.4241520188,1111.96906271454
"Northeast",2004.75951903808,71685.0584812671,1111.47038754558,NA,NA,NA,NA
"Northeast",2004.8376753507,71765.20524461,1111.14993713379,NA,NA,NA,NA
