"Year","NMFS.Name","Pounds","Dollars","nominal_revenue"
2003,"OILFISH ",278118,567531.784206127,417332
2003,"OPAH ",1095520,2052643.00399753,1509402
2003,"PARROTFISHES **",67124,228601.354453611,168101
2003,"POMFRETS **",458541,1056448.83263074,776855
2003,"RUDDERFISH **",20098,30521.7030199513,22444
2003,"RUNNER, RAINBOW ",4845,10303.9985645238,7577
2003,"SAILFISH ",3493,3641.82501726206,2678
2003,"SCAD, BIGEYE ",326033,691206.965076135,508276
2003,"SCAD, MACKEREL ",245376,643407.671748374,473127
2003,"SCORPIONFISHES **",3380,17835.1512701239,13115
2003,"SEAWEED",12298,113598.286404768,83534
2003,"SHARKS, CHONDRICHTHYES (CLASS) **",2786,424.290293273249,312
2003,"SHARKS, MAKO **",189564,107254.330577461,78869
2003,"SHARKS, THRESHER **",96424,38711.0496420395,28466
2003,"SHRIMP, MARINE **",1620,12474.4066031908,9173
2003,"SNAPPER, GLASSEYE ",6005,25343.1855943599,18636
2003,"SNAPPERS, LUTJANIDAE (FAMILY) **",353241,2258539.38814188,1660807
2003,"SPEARFISHES **",516920,360513.478613221,265102
2003,"SQUID, JUMBO ",3290,7679.38232728859,5647
2003,"SQUIRRELFISHES **",46267,206520.580441182,151864
2003,"STRIPED MARLIN",1370255,1571053.1225606,1155267
2003,"SUNFISH, OCEAN ",7,1.35990478613221,1
2003,"SURGEONFISHES **",111098,223386.119598793,164266
2003,"SWORDFISH ",323506,959250.997946724,705381
2003,"TENPOUNDER, HAWAIIAN",527,826.822109968383,608
2003,"THREADFINS **",263,1028.08801831595,756
2003,"TILAPIAS **",889,1928.34498673547,1418
2003,"TRIGGERFISHES **",2534,3813.17302031471,2804
2003,"TUNA, ALBACORE ",1341084,2122834.48953374,1561017
2003,"TUNA, BIGEYE ",8258716,35057345.8564705,25779265
2003,"TUNA, KAWAKAWA ",3924,5465.45733546535,4019
2003,"TUNA, SKIPJACK ",1329888,1808385.06574118,1329788
2003,"TUNA, YELLOWFIN ",3415046,11720249.6455646,8618434
2003,"TUNAS **",14883,84497.6838863248,62135
2003,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",49,155.029145619072,114
2003,"VERTEBRATES, JAWED",15552,65888.7467928917,48451
2003,"WAHOO ",980639,2583661.34469601,1899884
2004,"ALFONSINO ",27,156.262689771507,118
2004,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",36263,42410.7534120534,32026
2004,"BILLFISHES **",436,806.474390430916,609
2004,"BLACK MARLIN",7063,13691.5249961662,10339
2004,"CRABS, DECAPODA (ORDER) **",12718,66068.659791443,49891
2004,"CUCUMBERS, SEA **",230,946.84595920871,715
2004,"DOLPHINFISH ",2220401,6511357.69345193,4916978
2004,"EELS **",757,1052.78676583346,795
2004,"EMPERORS **",1143,3286.81352553289,2482
2004,"ESCOLAR ",2807,4142.28553902776,3128
2004,"FLYINGFISHES **",8,13.2426008280939,10
2004,"GOATFISHES **",47610,151953.547462046,114746
2004,"GROUPERS, SERRANIDAE (FAMILY) **",42855,246483.204953228,186129
2004,"JACK, ALMACO ",462,716.424704799877,541
2004,"JACK, BLACK ",3083,6797.42700506057,5133
2004,"JACKS **",49277,132897.444870419,100356
2004,"JOBFISH, GREEN /UKU ",145638,548501.904999233,414195
2004,"LEATHERSKIN, LARGEMOUTHED ",490,985.249501610183,744
2004,"LIMPETS **",3057,35625.2447477381,26902
2004,"LOBSTER, BANDED SPINY ",4870,76665.3889740837,57893
2004,"LOBSTERS, SLIPPER **",7,74.1585646373256,56
2004,"MACKEREL, FRIGATE ",3,5.29704033123754,4
2004,"MACKEREL, SNAKE ",4,2.64852016561877,2
2004,"MARLIN, BLUE ",895251,1473543.92194449,1112730
2004,"MULLET, STRIPED ",10151,44944.0629504677,33939
2004,"MULLETS **",139,472.760849562951,357
2004,"OCTOPUSES **",18569,75486.7975003834,57003
2004,"OILFISH ",345898,753960.85684711,569345
2004,"OPAH ",790946,1792682.65634105,1353724
2004,"PARROTFISHES **",28363,103896.149056893,78456
2004,"POMFRETS **",769062,1751777.58664315,1322835
2004,"RUDDERFISH **",21508,30496.3854470173,23029
2004,"RUNNER, RAINBOW ",4111,10248.4487808618,7739
2004,"SAILFISH ",7578,12922.129888054,9758
2004,"SCAD, BIGEYE ",296604,759004.96350253,573154
2004,"SCAD, MACKEREL ",171655,463803.554362828,350236
2004,"SCORPIONFISHES **",2632,13723.3072381537,10363
2004,"SEAWEED",12586,73541.4594387364,55534
2004,"SHARKS, CHONDRICHTHYES (CLASS) **",6349,1111.05420947707,839
2004,"SHARKS, MAKO **",125491,63021.5373408986,47590
2004,"SHARKS, THRESHER **",102958,34575.1065020702,26109
2004,"SHRIMP, MARINE **",30,357.550222358534,270
2004,"SNAPPER, GLASSEYE ",11841,36323.1298113786,27429
2004,"SNAPPERS, LUTJANIDAE (FAMILY) **",371761,2427723.6334918,1833268
2004,"SPEARFISHES **",444656,573220.543704953,432861
2004,"SQUIDS, LOLIGINIDAE **",535,1542.76299647293,1165
2004,"SQUIRRELFISHES **",39652,159124.415810459,120161
2004,"STRIPED MARLIN",937299,1792211.21975157,1353368
2004,"SUNFISH, OCEAN ",117,15.8911209937126,12
2004,"SURGEONFISHES **",70654,141824.282088637,107097
2004,"SWORDFISH ",521484,1623227.6876246,1225762
2004,"TENPOUNDER, HAWAIIAN",237,315.173899708634,238
2004,"THREADFINS **",223,1299.09914123601,981
2004,"TILAPIAS **",632,1308.36896181567,988
2004,"TRIGGERFISHES **",842,1407.68846802638,1063
2004,"TUNA, ALBACORE ",1127051,1979060.34465573,1494465
2004,"TUNA, BIGEYE ",9844778,38198862.114553,28845438
2004,"TUNA, KAWAKAWA ",3293,6241.23777028063,4713
2004,"TUNA, SKIPJACK ",861637,1498001.68141389,1131199
2004,"TUNA, YELLOWFIN ",3105695,9335215.19107499,7049382
2004,"TUNAS **",267,2951.77572458212,2229
2004,"VERTEBRATES, JAWED",13761,57321.9219444871,43286
2004,"WAHOO ",847994,2901644.53488729,2191144
2005,"ALFONSINO ",18,110.444621760058,86
2005,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",33878,32341.0105788783,25183
2005,"BILLFISHES **",315,408.388252554632,318
2005,"BLACK MARLIN",2461,3518.81701886695,2740
2005,"CRABS, DECAPODA (ORDER) **",8951,46552.4080718643,36249
2005,"CUCUMBERS, SEA **",38,146.403335821472,114
2005,"DOLPHINFISH ",1439168,4617386.55519807,3595424
2005,"EELS **",681,916.94720856606,714
2005,"EMPERORS **",1776,5205.0238603897,4053
2005,"ESCOLAR ",3436,4564.18820622378,3554
2005,"GOATFISHES **",35689,126817.394816092,98749
2005,"GROUPERS, SERRANIDAE (FAMILY) **",45635,267941.220869476,208638
2005,"JACK, ALMACO ",231,222.173483308023,173
2005,"JACK, BLACK ",1364,3130.97660291884,2438
2005,"JACKS **",33447,99912.571259427,77799
2005,"JOBFISH, GREEN /UKU ",145233,621480.87632236,483929
2005,"LEATHERSKIN, LARGEMOUTHED ",351,590.750302437518,460
2005,"LIMPETS **",5004,57518.5316208077,44788
2005,"LOBSTER, BANDED SPINY ",10091,142456.866953232,110927
2005,"LOBSTERS, SLIPPER **",13,130.99245836658,102
2005,"MACKEREL, FRIGATE ",3,1.28423978790765,1
2005,"MARLIN, BLUE ",969226,1248422.3402229,972110
2005,"MULLET, STRIPED ",8679,38812.2948701449,30222
2005,"MULLETS **",74,259.416437157345,202
2005,"OCTOPUSES **",21688,83917.3647010373,65344
2005,"OILFISH ",385809,904431.007593112,704254
2005,"OPAH ",1086076,2436635.66646933,1897337
2005,"PARROTFISHES **",30032,114875.249028339,89450
2005,"POMFRETS **",646123,1849518.4783918,1440166
2005,"PUFFERS, SPHOEROIDES (GENUS) **",3,2.56847957581529,2
2005,"RUDDERFISH **",19436,25555.0875395743,19899
2005,"RUNNER, RAINBOW ",4265,8637.79681346684,6726
2005,"SAILFISH ",7420,10890.3534014569,8480
2005,"SCAD, BIGEYE ",247636,632888.778358344,492812
2005,"SCAD, MACKEREL ",154053,439744.251216185,342416
2005,"SCORPIONFISHES **",2599,14667.3026176932,11421
2005,"SEAWEED",14602,104688.659030656,81518
2005,"SHARKS, CHONDRICHTHYES (CLASS) **",8314,3432.77295307714,2673
2005,"SHARKS, MAKO **",203827,104867.168361175,81657
2005,"SHARKS, THRESHER **",63314,22074.7977143445,17189
2005,"SHRIMP, MARINE **",84,970.885279658181,756
2005,"SNAPPER, GLASSEYE ",5688,19555.1192504697,15227
2005,"SNAPPERS, LUTJANIDAE (FAMILY) **",288914,1938549.68592829,1509492
2005,"SPEARFISHES **",467748,539565.641450671,420144
2005,"SQUIDS, LOLIGINIDAE **",1444,3427.63599392551,2669
2005,"SQUIRRELFISHES **",32986,148409.318370184,115562
2005,"STRIPED MARLIN",1218030,1973560.63102623,1536754
2005,"SUNFISH, OCEAN ",123,15.4108774548918,12
2005,"SURGEONFISHES **",82368,154116.479987645,120006
2005,"SWORDFISH ",3445598,9989022.54871175,7778160
2005,"TENPOUNDER, HAWAIIAN",640,837.324341715786,652
2005,"THREADFINS **",349,2520.96270366271,1963
2005,"TILAPIAS **",1214,2315.48433759749,1803
2005,"TRIGGERFISHES **",1134,2180.63915986719,1698
2005,"TUNA, ALBACORE ",1008007,1935107.9232967,1506812
2005,"TUNA, BIGEYE ",10934544,46308439.7551157,36059029
2005,"TUNA, KAWAKAWA ",3342,6222.14177241255,4845
2005,"TUNA, SKIPJACK ",964402,1453844.19973746,1132066
2005,"TUNA, YELLOWFIN ",3208468,9463690.13683046,7369099
2005,"TUNAS **",10770,38506.6458006229,29984
2005,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",32,367.292579341587,286
2005,"VERTEBRATES, JAWED",12246,43190.2683071221,33631
2005,"WAHOO ",817249,2890370.42593498,2250647
2006,"ALFONSINO ",3,8.72526960069951,7
2006,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",32627,39240.0303285173,31481
2006,"BILLFISHES **",271,432.524078777533,347
2006,"BLACK MARLIN",9245,12306.3695382437,9873
2006,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",403,497.340367239872,399
2006,"CRABS, DECAPODA (ORDER) **",6651,36686.019269684,29432
2006,"CUCUMBERS, SEA **",174,762.8378565183,612
2006,"DOLPHINFISH ",1337174,4524512.23431736,3629869
2006,"EELS **",933,1306.2975059333,1048
2006,"EMPERORS **",1684,5160.37373527085,4140
2006,"ESCOLAR ",4062,5373.51960694508,4311
2006,"GOATFISHES **",30672,115425.345080568,92602
2006,"GROUPERS, SERRANIDAE (FAMILY) **",26932,174076.60733647,139656
2006,"JACK, ALMACO ",323,660.627555481534,530
2006,"JACK, BLACK ",367,676.831627597119,543
2006,"JACKS **",23930,71740.4131240371,57555
2006,"JOBFISH, GREEN /UKU ",142230,552821.863696548,443511
2006,"LEATHERSKIN, LARGEMOUTHED ",420,949.807919390432,762
2006,"LIMPETS **",5072,71102.2219761003,57043
2006,"LOBSTER, BANDED SPINY ",6178,74198.4462172628,59527
2006,"LOBSTERS, SLIPPER **",3,29.9152100595412,24
2006,"MACKEREL, FRIGATE ",88,355.243119457051,285
2006,"MACKEREL, SNAKE ",1,2.49293417162843,2
2006,"MARLIN, BLUE ",977245,1208004.85094725,969143
2006,"MULLET, STRIPED ",7961,35068.1049922971,28134
2006,"MULLETS **",49,163.287188241662,131
2006,"OCTOPUSES **",17694,74835.3908981139,60038
2006,"OILFISH ",417146,1046963.79639422,839945
2006,"OPAH ",1093224,2375765.01909481,1905999
2006,"PARROTFISHES **",25779,106378.486971728,85344
2006,"POMFRETS **",584014,1655833.05260441,1328421
2006,"RUDDERFISH **",34759,44467.7132864221,35675
2006,"RUNNER, RAINBOW ",1768,4509.71791647583,3618
2006,"SAILFISH ",18442,19270.3811466878,15460
2006,"SCAD, BIGEYE ",235624,686138.997326893,550467
2006,"SCAD, MACKEREL ",196242,559625.081050922,448969
2006,"SCORPIONFISHES **",2090,10046.5247116626,8060
2006,"SEAWEED",13094,76867.132247991,61668
2006,"SHARKS, CHONDRICHTHYES (CLASS) **",2670,1143.01031769164,917
2006,"SHARKS, MAKO **",198645,150271.57893159,120558
2006,"SHARKS, THRESHER **",73732,38656.6837323563,31013
2006,"SHRIMP, MARINE **",5,37.3940125744264,30
2006,"SNAPPER, GLASSEYE ",3050,12189.2016321772,9779
2006,"SNAPPERS, LUTJANIDAE (FAMILY) **",236218,1628046.80832743,1306129
2006,"SPEARFISHES **",362830,471669.377607528,378405
2006,"SQUIDS, LOLIGINIDAE **",1902,5872.10644127077,4711
2006,"SQUIRRELFISHES **",27140,130283.232743473,104522
2006,"STRIPED MARLIN",1490250,1996839.02500729,1601999
2006,"SUNFISH, OCEAN ",77,11.2182037723279,9
2006,"SURGEONFISHES **",65704,138084.870233585,110781
2006,"SWORDFISH ",2602183,6528368.86901778,5237498
2006,"TENPOUNDER, HAWAIIAN",1016,1272.64289461631,1021
2006,"THREADFINS **",366,2281.03476704001,1830
2006,"TILAPIAS **",605,1427.20481325728,1145
2006,"TRIGGERFISHES **",1521,3364.21466461257,2699
2006,"TUNA, ALBACORE ",764709,1600371.4996211,1283926
2006,"TUNA, BIGEYE ",10136398,42662124.6922597,34226435
2006,"TUNA, KAWAKAWA ",2920,6637.4372319607,5325
2006,"TUNA, SKIPJACK ",867271,1489801.14383978,1195219
2006,"TUNA, YELLOWFIN ",3026303,9868792.21636341,7917411
2006,"TUNAS **",1303,1697.68817087896,1362
2006,"VERTEBRATES, JAWED",13478,42062.0318108007,33745
2006,"WAHOO ",892581,2903889.38395303,2329696
2007,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",25410,34170.3697996918,28150
2007,"BILLFISHES **",736,452.772573189522,373
2007,"BLACK MARLIN",4770,7473.78212634823,6157
2007,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",55,65.548844375963,54
2007,"CRABS, DECAPODA (ORDER) **",10080,52524.0462249615,43270
2007,"CUCUMBERS, SEA **",163,761.094915254237,627
2007,"DOLPHINFISH ",1388217,4227581.21510015,3482737
2007,"EELS **",1975,2492.06995377504,2053
2007,"EMPERORS **",3320,13603.8129429892,11207
2007,"ESCOLAR ",6641,8347.76671802773,6877
2007,"GOATFISHES **",26479,114499.264714946,94326
2007,"GROUPERS, SERRANIDAE (FAMILY) **",23435,143487.634206471,118207
2007,"JACK, ALMACO ",1027,2380.39414483821,1961
2007,"JACK, BLACK ",436,852.134976887519,702
2007,"JACKS **",29796,72984.9966101695,60126
2007,"JOBFISH, GREEN /UKU ",148899,574862.151309707,473579
2007,"LEATHERSKIN, LARGEMOUTHED ",278,572.945454545455,472
2007,"LIMPETS **",6794,71307.4317411402,58744
2007,"LOBSTER, BANDED SPINY ",7845,112778.000616333,92908
2007,"LOBSTERS, SLIPPER **",4,33.9882896764253,28
2007,"MACKEREL, FRIGATE ",137,208.785208012327,172
2007,"MARLIN, BLUE ",747197,1107966.04714946,912757
2007,"MULLET, STRIPED ",10186,45194.7143297381,37232
2007,"MULLETS **",298,724.678890600925,597
2007,"OCTOPUSES **",17009,74647.9950693375,61496
2007,"OILFISH ",458221,1237841.37134052,1019750
2007,"OPAH ",1226428,2634855.97257319,2170629
2007,"PARROTFISHES **",43458,189124.196302003,155803
2007,"POMFRETS **",592991,1773300.17010786,1460868
2007,"RUDDERFISH **",31073,41276.3500770416,34004
2007,"RUNNER, RAINBOW ",987,2504.20862865948,2063
2007,"SAILFISH ",25902,30063.8560862866,24767
2007,"SCAD, BIGEYE ",268791,774080.869645609,637698
2007,"SCAD, MACKEREL ",192691,554487.385516179,456794
2007,"SCORPIONFISHES **",1469,7365.74791987674,6068
2007,"SEAWEED",8676,86485.630816641,71248
2007,"SHARK, WHITETIP, OCEANIC ",114,97.1093990755008,80
2007,"SHARKS, CHONDRICHTHYES (CLASS) **",318,271.906317411402,224
2007,"SHARKS, MAKO **",264445,185784.846841294,153052
2007,"SHARKS, THRESHER **",99436,48946.7787365177,40323
2007,"SHRIMP, MARINE **",417,2831.95285053929,2333
2007,"SNAPPER, GLASSEYE ",4111,16531.6613251156,13619
2007,"SNAPPERS, LUTJANIDAE (FAMILY) **",231862,1476085.92942989,1216019
2007,"SPEARFISHES **",316880,421197.452080123,346988
2007,"SQUIDS, LOLIGINIDAE **",2211,6282.9781201849,5176
2007,"SQUIRRELFISHES **",33011,160674.783975347,132366
2007,"STRIPED MARLIN",623175,1345893.78582435,1108765
2007,"SUNFISH, OCEAN ",86,37.6298921417565,31
2007,"SURGEONFISHES **",85177,187517.035747304,154479
2007,"SWORDFISH ",3643173,9383403.25701079,7730171
2007,"TENPOUNDER, HAWAIIAN",1206,1507.62342064715,1242
2007,"THREADFINS **",229,1666.64006163328,1373
2007,"TILAPIAS **",216,655.48844375963,540
2007,"TRIGGERFISHES **",760,1582.88320493066,1304
2007,"TUNA, ALBACORE ",735183,1373040.7183359,1131129
2007,"TUNA, BIGEYE ",12875412,50949956.2761171,41973244
2007,"TUNA, KAWAKAWA ",2548,4793.56271186441,3949
2007,"TUNA, SKIPJACK ",729260,971407.168567026,800258
2007,"TUNA, YELLOWFIN ",3246291,8791651.35346687,7242678
2007,"TUNAS **",5000,24113.4776579353,19865
2007,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",120,436.992295839754,360
2007,"VERTEBRATES, JAWED",11405,31706.218798151,26120
2007,"WAHOO ",714579,2531271.80431433,2085295
2008,"ALFONSINO ",38,211.929281064814,178
2008,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",32668,34952.853394493,29357
2008,"BILLFISHES **",121,107.155254470974,90
2008,"BLACK MARLIN",6217,5563.73893492066,4673
2008,"CABRILLA, SPOTTED ",3,9.52491150853098,8
2008,"CRABS, DECAPODA (ORDER) **",13228,67795.9388898464,56942
2008,"CUCUMBERS, SEA **",149,700.080995877027,588
2008,"DOLPHINFISH ",1249571,3779239.62011375,3174194
2008,"EELS **",605,740.561869788284,622
2008,"EMPERORS **",3138,13281.2984847079,11155
2008,"ESCOLAR ",10649,13338.4479537591,11203
2008,"FLYINGFISHES **",1,2.38122787713274,2
2008,"GOATFISHES **",36605,176881.178555236,148563
2008,"GROUPERS, SERRANIDAE (FAMILY) **",19341,118547.048635177,99568
2008,"JACK, ALMACO ",814,1185.85148281211,996
2008,"JACK, BLACK ",495,1063.21824713977,893
2008,"JACKS **",29896,82311.9040288476,69134
2008,"JOBFISH, GREEN /UKU ",137371,590375.446349644,495858
2008,"LEATHERSKIN, LARGEMOUTHED ",303,664.362577720036,558
2008,"LIMPETS **",6526,66845.8289668704,56144
2008,"LOBSTER, BANDED SPINY ",9912,143251.09724649,120317
2008,"LOBSTERS, SLIPPER **",1,4.76245575426549,4
2008,"MACKEREL, FRIGATE ",66,128.586305365168,108
2008,"MACKEREL, SNAKE ",5,1.19061393856637,1
2008,"MARLIN, BLUE ",922071,1213488.01355411,1019212
2008,"MULLET, STRIPED ",8841,39720.0716045127,33361
2008,"MULLETS **",314,934.631941774602,785
2008,"OCTOPUSES **",20875,99642.4805186197,83690
2008,"OILFISH ",491247,1091940.61779375,917124
2008,"OPAH ",1313244,2616784.89180841,2197845
2008,"PARROTFISHES **",44401,198495.58399597,166717
2008,"POMFRETS **",670742,1978868.23089181,1662057
2008,"RUDDERFISH **",37658,58096.0071323461,48795
2008,"RUNNER, RAINBOW ",2799,6617.4322705519,5558
2008,"SAILFISH ",11251,14002.8105314791,11761
2008,"SCAD, BIGEYE ",154839,533939.15504766,448457
2008,"SCAD, MACKEREL ",162931,524542.829844494,440565
2008,"SCORPIONFISHES **",1369,7041.29083268152,5914
2008,"SEAWEED",12644,119254.273314685,100162
2008,"SHARK, WHITETIP, OCEANIC ",110,73.8180641911151,62
2008,"SHARKS, CHONDRICHTHYES (CLASS) **",150,115.489552040938,97
2008,"SHARKS, MAKO **",249683,150013.784417547,125997
2008,"SHARKS, THRESHER **",89390,28514.013214726,23949
2008,"SHRIMP, MARINE **",161,783.423971576673,658
2008,"SNAPPER, GLASSEYE ",3244,12470.4903925442,10474
2008,"SNAPPERS, LUTJANIDAE (FAMILY) **",240140,1451817.96809269,1219386
2008,"SPEARFISHES **",507744,426487.437705983,358208
2008,"SQUIDS, LOLIGINIDAE **",1479,3883.78266760351,3262
2008,"SQUIRRELFISHES **",56512,306858.12100065,257731
2008,"STRIPED MARLIN",1023462,1248288.46836447,1048441
2008,"SUNFISH, OCEAN ",79,9.52491150853098,8
2008,"SURGEONFISHES **",77913,172697.361175114,145049
2008,"SWORDFISH ",3834728,8545302.93461309,7177224
2008,"TENPOUNDER, HAWAIIAN",432,506.010923890708,425
2008,"THREADFINS **",422,3182.51105778791,2673
2008,"TILAPIAS **",657,2451.47409950816,2059
2008,"TRIGGERFISHES **",588,770.327218252443,647
2008,"TUNA, ALBACORE ",803125,1600073.21572298,1343906
2008,"TUNA, BIGEYE ",13373442,59143667.6271507,49674933
2008,"TUNA, KAWAKAWA ",2444,5505.3988519309,4624
2008,"TUNA, SKIPJACK ",910313,1415132.77141759,1188574
2008,"TUNA, YELLOWFIN ",3201107,10286841.3266747,8639947
2008,"TUNAS **",4471,12694.3258129947,10662
2008,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",14,150.017356259363,126
2008,"VERTEBRATES, JAWED",13855,47624.5575426549,40000
2008,"WAHOO ",849230,2648817.1692116,2224749
2009,"ALFONSINO ",40,15.3616553205039,13
2009,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",20132,20523.1715081932,17368
2009,"BLACK MARLIN",691,2063.18847612306,1746
2009,"CRABS, DECAPODA (ORDER) **",10433,54826.9295046722,46398
2009,"CUCUMBERS, SEA **",87,411.21969627195,348
2009,"DOLPHINFISH ",1286856,3370951.00853923,2852711
2009,"EELS **",1588,1930.84190720795,1634
2009,"EMPERORS **",3808,15986.756525469,13529
2009,"ESCOLAR ",7348,9747.56113375666,8249
2009,"FLYINGFISHES **",7,14.179989526619,12
2009,"GOATFISHES **",47232,253629.201002076,214637
2009,"GROUPERS, SERRANIDAE (FAMILY) **",21981,116812.390388699,98854
2009,"HERRING, LAKE OR CISCO ",965,1829.21864893385,1548
2009,"HERRING, ROUND ",673,1634.24379294284,1383
2009,"HERRINGS **",275,488.02797287447,413
2009,"JACK, ALMACO ",518,851.981037391023,721
2009,"JACK, BLACK ",292,642.826191873393,544
2009,"JACKS **",27663,72505.8314469844,61359
2009,"JOBFISH, GREEN /UKU ",107074,436707.045780254,369569
2009,"LEATHERSKIN, LARGEMOUTHED ",214,441.943006912958,374
2009,"LIMPETS **",11436,91823.703845415,77707
2009,"LOBSTER, BANDED SPINY ",11000,160791.627905508,136072
2009,"MACKEREL, FRIGATE ",17,60.2649554881306,51
2009,"MACKEREL, SNAKE ",21,24.8149816715832,21
2009,"MARLIN, BLUE ",1032652,1409930.53862125,1193172
2009,"MULLET, STRIPED ",7145,35168.7373576028,29762
2009,"MULLETS **",354,1117.85584101513,946
2009,"OCTOPUSES **",20688,94924.394888569,80331
2009,"OILFISH ",544613,832607.62670028,704605
2009,"OPAH ",1884043,2846930.67724882,2409252
2009,"PARROTFISHES **",48001,206214.861022444,174512
2009,"POMFRETS **",627055,1631654.76318843,1380809
2009,"RAYS **",44,181.976532258277,154
2009,"RUDDERFISH **",17582,31206.6119507067,26409
2009,"RUNNER, RAINBOW ",2379,5260.77611437564,4452
2009,"SAILFISH ",22438,24233.6021009918,20508
2009,"SCAD, BIGEYE ",200354,759547.593995963,642777
2009,"SCAD, MACKEREL ",205037,655837.51392986,555011
2009,"SCORPIONFISHES **",2110,13053.8620250466,11047
2009,"SEAWEED",14576,129120.621297805,109270
2009,"SHARKS, CHONDRICHTHYES (CLASS) **",236,102.804924067988,87
2009,"SHARKS, MAKO **",233776,141285.87064585,119565
2009,"SHARKS, THRESHER **",62207,23161.8312259382,19601
2009,"SHRIMP, MARINE **",235,464.394656996771,393
2009,"SNAPPER, GLASSEYE ",2521,10454.1972784998,8847
2009,"SNAPPERS, LUTJANIDAE (FAMILY) **",283869,1761216.14582736,1490452
2009,"SPEARFISHES **",259433,322156.36372105,272629
2009,"SQUIDS, LOLIGINIDAE **",3138,6674.04840386199,5648
2009,"SQUIRRELFISHES **",50266,246764.904405399,208828
2009,"STRIPED MARLIN",644135,1119184.03336746,947124
2009,"SUNFISH, OCEAN ",138,16.5433211143888,14
2009,"SURGEONFISHES **",83759,193233.080610824,163526
2009,"SWORDFISH ",3881196,8669071.30699901,7336314
2009,"TENPOUNDER, HAWAIIAN",1645,1965.11021523061,1663
2009,"THREADFINS **",454,3872.31880656086,3277
2009,"TILAPIAS **",702,2650.47637568386,2243
2009,"TRIGGERFISHES **",1423,1774.86202241514,1502
2009,"TUNA, ALBACORE ",649682,1264976.77735118,1070503
2009,"TUNA, BIGEYE ",10750161,46517443.8254156,39365990
2009,"TUNA, KAWAKAWA ",5340,14304.0644349769,12105
2009,"TUNA, SKIPJACK ",709952,1193909.03317536,1010361
2009,"TUNA, YELLOWFIN ",2478242,7384684.48731747,6249385
2009,"TUNAS **",590,1487.71723450111,1259
2009,"VERTEBRATES, JAWED",16003,53005.9825162956,44857
2009,"WAHOO ",604808,1976500.29181787,1672639
2010,"ALFONSINO ",27,179.886126624821,154
2010,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",27619,31534.9724707162,26997
2010,"BILLFISHES **",827,671.652745514753,575
2010,"CRABS, DECAPODA (ORDER) **",11728,60324.9293728068,51644
2010,"CUCUMBERS, SEA **",374,3227.43745366481,2763
2010,"DOLPHINFISH ",1517631,3857669.6663866,3302540
2010,"EELS **",720,1039.6016408837,890
2010,"EMPERORS **",6528,25248.3027726981,21615
2010,"ESCOLAR ",11209,13438.8953689517,11505
2010,"GOATFISHES **",61983,328216.255127762,280985
2010,"GROUPERS, SERRANIDAE (FAMILY) **",9701,52458.9996540306,44910
2010,"HERRING, LAKE OR CISCO ",486,1135.38516285277,972
2010,"JACK, ALMACO ",1538,3283.50585676865,2811
2010,"JACK, BLACK ",127,279.173923787871,239
2010,"JACKS **",27259,80920.7227796175,69276
2010,"JOBFISH, GREEN /UKU ",109081,499988.816586764,428039
2010,"LEATHERSKIN, LARGEMOUTHED ",255,588.718232590323,504
2010,"LIMPETS **",12105,82849.2422280433,70927
2010,"LOBSTER, BANDED SPINY ",9419,136073.341966095,116492
2010,"LOBSTERS, SLIPPER **",21,228.945979340681,196
2010,"MACKEREL, FRIGATE ",2,7.00855038798003,6
2010,"MARLIN, BLUE ",878279,1312557.81238571,1123677
2010,"MULLET, STRIPED ",7349,37165.1746157268,31817
2010,"MULLETS **",430,1230.0005930905,1053
2010,"OCTOPUSES **",22635,105246.233084565,90101
2010,"OILFISH ",580707,915343.546780013,783623
2010,"OPAH ",1823832,3026985.90401819,2591394
2010,"PARROTFISHES **",62858,251872.115751495,215627
2010,"POMFRETS **",593171,1808891.66994514,1548587
2010,"RUDDERFISH **",27581,41100.4756585776,35186
2010,"RUNNER, RAINBOW ",2332,5238.89141501507,4485
2010,"SAILFISH ",32366,47963.0145801414,41061
2010,"SCAD, BIGEYE ",254996,843727.84273217,722313
2010,"SCAD, MACKEREL ",204644,617612.149656502,528736
2010,"SCORPIONFISHES **",1951,11129.5780161123,9528
2010,"SEAWEED",10108,111272.418326496,95260
2010,"SHARKS, CHONDRICHTHYES (CLASS) **",4,NA,NA
2010,"SHARKS, MAKO **",184458,115093.246379677,98531
2010,"SHARKS, THRESHER **",39865,16853.2274996293,14428
2010,"SHRIMP, MARINE **",238,1138.88943804676,975
2010,"SNAPPER, GLASSEYE ",4583,17804.0541689319,15242
2010,"SNAPPERS, LUTJANIDAE (FAMILY) **",232713,1463629.45218208,1253009
