"Year","NMFS.Name","Pounds","Dollars","nominal_revenue"
2010,"SPEARFISHES **",271632,433027.958088272,370714
2010,"SQUIDS, LOLIGINIDAE **",5978,15309.0102308111,13106
2010,"SQUIRRELFISHES **",88294,404920.166757278,346651
2010,"STRIPED MARLIN",342332,739060.983146345,632708
2010,"SUNFISH, OCEAN ",130,15.1851925072901,13
2010,"SURGEONFISHES **",112612,236655.384767459,202600
2010,"SWORDFISH ",3153143,8530142.88805417,7302631
2010,"TENPOUNDER, HAWAIIAN",1127,1371.33969258143,1174
2010,"THREADFINS **",507,3955.1586022834,3386
2010,"TILAPIAS **",112,360.940344980972,309
2010,"TRIGGERFISHES **",326,533.817921217813,457
2010,"TUNA, ALBACORE ",921063,1528459.71136263,1308510
2010,"TUNA, BIGEYE ",13059807,59408631.4950823,50859560
2010,"TUNA, KAWAKAWA ",2344,6157.01151584046,5271
2010,"TUNA, SKIPJACK ",299811,641551.021598379,549230
2010,"TUNA, YELLOWFIN ",2405108,8183606.28221223,7005962
2010,"TUNAS **",17687,54372.3339099491,46548
2010,"VERTEBRATES, JAWED",17802,67965.4173874364,58185
2010,"WAHOO ",600155,2039143.57584145,1745705
2011,"ALFONSINO ",12,96.1111142253625,84
2011,"AMBERJACKS **",2912,5931.42876362237,5184
2011,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",52636,57116.3179882842,49919
2011,"BILLFISHES **",665,1623.59132244987,1419
2011,"BLACK MARLIN",337,481.699751058067,421
2011,"CRABS, DECAPODA (ORDER) **",8949,52506.4170452605,45890
2011,"CUCUMBERS, SEA **",181,1312.3743811487,1147
2011,"DOLPHINFISH ",1423369,4936174.14804019,4314159
2011,"EELS **",490,652.18256081496,570
2011,"EMPERORS **",4962,18572.3286441201,16232
2011,"ESCOLAR ",16812,23063.2348742932,20157
2011,"FLYINGFISHES **",1,2.28835986250863,2
2011,"GOATFISHES **",44723,258445.074511862,225878
2011,"GROUPERS, SERRANIDAE (FAMILY) **",10712,53260.4316199571,46549
2011,"HERRING, LAKE OR CISCO ",2248,4989.76868020007,4361
2011,"HERRING, ROUND ",161,368.42593786389,322
2011,"HERRINGS **",148,296.342602194868,259
2011,"JACK, BLACK ",68,351.263238895075,307
2011,"JACKS **",21466,74012.4230331167,64686
2011,"JOBFISH, GREEN /UKU ",93825,476347.277339659,416322
2011,"LEATHERSKIN, LARGEMOUTHED ",308,842.116429403176,736
2011,"LIMPETS **",7766,53124.2742081379,46430
2011,"LOBSTER, BANDED SPINY ",10013,119078.23798543,104073
2011,"LOBSTERS, SLIPPER **",3,29.7486782126122,26
2011,"MACKEREL, FRIGATE ",13,28.6044982813579,25
2011,"MARLIN, BLUE ",915694,1417041.67289998,1238478
2011,"MILKFISH ",684,933.650823903522,816
2011,"MULLET, STRIPED ",9275,46246.6086413682,40419
2011,"MULLETS **",220,416.481494976571,364
2011,"OCTOPUSES **",18477,92079.0241476223,80476
2011,"OILFISH ",630529,992878.15386497,867764
2011,"OPAH ",1564414,3264845.35049852,2853437
2011,"PARROTFISHES **",62387,244873.956347255,214017
2011,"POMFRETS **",427365,1658429.31299671,1449448
2011,"RUDDERFISH **",20319,33505.0209269201,29283
2011,"RUNNER, RAINBOW ",2537,4673.97501917388,4085
2011,"SAILFISH ",17898,29774.9943510311,26023
2011,"SCAD, BIGEYE ",166359,615303.353270771,537768
2011,"SCAD, MACKEREL ",156796,487715.849136602,426258
2011,"SCORPIONFISHES **",1844,10175.1921286446,8893
2011,"SEAWEED",10914,104985.373772171,91756
2011,"SHARK, WHITETIP, OCEANIC ",42,24.0277785563406,21
2011,"SHARKS, HAMMERHEAD **",73,204.808207694523,179
2011,"SHARKS, MAKO **",131482,116026.710108775,101406
2011,"SHARKS, THRESHER **",44315,15880.0732658786,13879
2011,"SHRIMP, MARINE **",1169,8584.78202420113,7503
2011,"SNAPPER, GLASSEYE ",2859,11878.8760462823,10382
2011,"SNAPPERS, LUTJANIDAE (FAMILY) **",175249,1142340.08992486,998392
2011,"SPEARFISHES **",469238,604848.9812389,528631
2011,"SQUIDS, LOLIGINIDAE **",2670,7743.80977472921,6768
2011,"SQUIRRELFISHES **",55878,272714.142434535,238349
2011,"STRIPED MARLIN",910390,1299818.15058312,1136026
2011,"SUNFISH, OCEAN ",213,64.0740761502417,56
2011,"SURGEONFISHES **",97629,202158.286973738,176684
2011,"SWORDFISH ",2592038,7630697.29090534,6669141
2011,"TENPOUNDER, HAWAIIAN",1358,3069.83475555533,2683
2011,"THREADFINS **",512,4320.4234204163,3776
2011,"TILAPIAS **",212,276.891543363544,242
2011,"TRIGGERFISHES **",508,765.456374009137,669
2011,"TUNA, ALBACORE ",1592234,2925164.64504753,2556560
2011,"TUNA, BIGEYE ",12879550,60767438.4835742,53110037
2011,"TUNA, KAWAKAWA ",2089,6010.37717887892,5253
2011,"TUNA, SKIPJACK ",631691,1157366.60496202,1011525
2011,"TUNA, YELLOWFIN ",3399871,11326431.6500748,9899170
2011,"TUNAS **",13687,52018.9963945462,45464
2011,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",2,20.5952387625777,18
2011,"VERTEBRATES, JAWED",17394,54001.8602154099,47197
2011,"WAHOO ",563953,2066569.73627443,1806158
2012,"ALFONSINO ",11,71.8482581032263,64
2012,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",24911,44715.4370079626,39831
2012,"BILLFISHES **",723,1996.03442043026,1778
2012,"BLACK MARLIN",2191,4334.4706958837,3861
2012,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",3,5.61314516431456,5
2012,"CORALS **",699,54712.4485456068,48736
2012,"CRABS, DECAPODA (ORDER) **",33723,166103.069073363,147959
2012,"DOLPHINFISH ",1745692,5959903.94261428,5308881
2012,"EELS **",397,486.09837122964,433
2012,"EMPERORS **",4828,17630.888961112,15705
2012,"ESCOLAR ",9900,13196.5042813035,11755
2012,"FLYINGFISHES **",3,7.85840323004038,7
2012,"GOATFISHES **",47387,252286.177297216,224728
2012,"GROUPERS, SERRANIDAE (FAMILY) **",13903,76150.172557157,67832
2012,"HERRING, LAKE OR CISCO ",546,1225.9109038863,1092
2012,"HERRING, ROUND ",500,1122.62903286291,1000
2012,"JACK, ALMACO ",2331,4774.54127676596,4253
2012,"JACK, BLACK ",434,1285.41024262803,1145
2012,"JACKS **",34493,125578.406245078,111861
2012,"JOBFISH, GREEN /UKU ",92197,466718.426235328,415737
2012,"LEATHERSKIN, LARGEMOUTHED ",472,1265.2029200365,1127
2012,"LIMPETS **",6986,56574.8901111264,50395
2012,"LOBSTER, BANDED SPINY ",8256,109880.684478556,97878
2012,"LOBSTERS, SLIPPER **",19,106.649758121977,95
2012,"MACKEREL, CHUB ",3,11.2262903286291,10
2012,"MARLIN, BLUE ",800027,1633418.50704134,1454994
2012,"MULLET, STRIPED ",7128,34605.0399379992,30825
2012,"MULLETS **",240,766.755629445368,683
2012,"OCTOPUSES **",23899,119694.707483844,106620
2012,"OILFISH ",601595,955113.696466206,850783
2012,"OPAH ",1549415,3550810.51846148,3162942
2012,"PARROTFISHES **",79730,323899.805932574,288519
2012,"POMFRETS **",730826,2353948.76342954,2096818
2012,"RUDDERFISH **",29461,49477.6293653671,44073
2012,"RUNNER, RAINBOW ",2727,6753.73626170327,6016
2012,"SAILFISH ",19211,39915.0752634408,35555
2012,"SCAD, BIGEYE ",206265,772692.091771147,688288
2012,"SCAD, MACKEREL ",176976,553205.766927087,492777
2012,"SCORPIONFISHES **",2738,18274.1553969425,16278
2012,"SEAWEED",11836,97381.3328266603,86744
2012,"SHARKS, CHONDRICHTHYES (CLASS) **",111,89.8103226290329,80
2012,"SHARKS, MAKO **",123621,132438.792264903,117972
2012,"SHARKS, THRESHER **",30529,13981.2219752747,12454
2012,"SHRIMP, MARINE **",2647,23515.7103513794,20947
2012,"SNAPPER, GLASSEYE ",3418,14320.2559431993,12756
2012,"SNAPPERS, LUTJANIDAE (FAMILY) **",215513,1484021.28060601,1321916
2012,"SPEARFISHES **",365247,754126.05282566,671750
2012,"SQUIDS, LOLIGINIDAE **",3761,12663.2554906936,11280
2012,"SQUIRRELFISHES **",47418,236182.063820798,210383
2012,"STRIPED MARLIN",657099,1604129.11557394,1428904
2012,"SUNFISH, OCEAN ",24,2.24525806572582,2
2012,"SURGEONFISHES **",128020,262114.794479931,233483
2012,"SWORDFISH ",2380900,7514031.16106451,6693245
2012,"TENPOUNDER, HAWAIIAN",923,1832.13058163227,1632
2012,"THREADFINS **",198,1439.21042013025,1282
2012,"TILAPIAS **",356,1156.3079038488,1030
2012,"TRIGGERFISHES **",1994,2469.7838722984,2200
2012,"TUNA, ALBACORE ",1933940,4603670.40219003,4100794
2012,"TUNA, BIGEYE ",13963977,72588173.917754,64659092
2012,"TUNA, KAWAKAWA ",3714,12733.981119764,11343
2012,"TUNA, SKIPJACK ",534285,1039285.05346317,925760
2012,"TUNA, YELLOWFIN ",3651459,15008461.2192152,13369030
2012,"TUNAS **",59854,260412.888866111,231967
2012,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",4,56.1314516431455,50
2012,"VERTEBRATES, JAWED",19669,62798.7454693184,55939
2012,"WAHOO ",652126,2615477.54555432,2329779
2013,"ALFONSINO ",47,207.419191410425,188
2013,"AMBERJACKS **",1740,4740.85247601381,4297
2013,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",23307,35083.6322747878,31799
2013,"BLACK MARLIN",4177,5323.39148167713,4825
2013,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",5,6.61976142799229,6
2013,"CABRILLA, SPOTTED ",11,14.3428164273166,13
2013,"CORALS **",3167,270164.60010565,244871
2013,"CRABS, DECAPODA (ORDER) **",39445,187686.785887151,170115
2013,"DOLPHINFISH ",1514901,4556145.68606282,4129586
2013,"EELS **",847,1209.20975417992,1096
2013,"EMPERORS **",5336,19910.0357882581,18046
2013,"ESCOLAR ",9728,13514.2429552463,12249
2013,"FLYINGFISHES **",1,2.2065871426641,2
2013,"GOATFISHES **",51887,282155.194638887,255739
2013,"GROUPERS, SERRANIDAE (FAMILY) **",12211,64944.2727828897,58864
2013,"HERRING, ROUND ",514,1134.18579132934,1028
2013,"JACK, BLACK ",1399,4302.84492819499,3900
2013,"JACKS **",20069,71126.0266630631,64467
2013,"JOBFISH, GREEN /UKU ",102633,477446.98311323,432747
2013,"LEATHERSKIN, LARGEMOUTHED ",284,771.202206361101,699
2013,"LIMPETS **",14163,102817.031206005,93191
2013,"LOBSTER, BANDED SPINY ",8823,104452.112278719,94673
2013,"LOBSTERS, SLIPPER **",52,456.763538531468,414
2013,"MACKEREL, CHUB ",6,25.3757521406371,23
2013,"MARLIN, BLUE ",947513,1618917.82189408,1467350
2013,"MILKFISH ",936,1397.8729548777,1267
2013,"MULLET, STRIPED ",5615,27907.8108868441,25295
2013,"MULLETS **",565,1823.74427341187,1653
2013,"OCTOPUSES **",25760,128285.460006634,116275
2013,"OILFISH ",578295,453586.053046031,411120
2013,"OPAH ",2071806,3533616.514033,3202789
2013,"PARROTFISHES **",85458,346868.879065368,314394
2013,"POMFRETS **",1142294,2841756.56156067,2575703
2013,"RUDDERFISH **",29495,48512.9216250415,43971
2013,"RUNNER, RAINBOW ",2685,7990.05204358669,7242
2013,"SAILFISH ",11876,18763.7137676441,17007
2013,"SCAD, BIGEYE ",185699,708369.637473741,642050
2013,"SCAD, MACKEREL ",175187,556688.837287011,504570
2013,"SCORPIONFISHES **",2472,15593.9513372072,14134
2013,"SEAWEED",12000,115241.220112775,104452
2013,"SHARKS, CHONDRICHTHYES (CLASS) **",227,152.254512843823,138
2013,"SHARKS, MAKO **",97828,113887.478900751,103225
2013,"SHARKS, THRESHER **",11144,4858.90488814634,4404
2013,"SHRIMP, MARINE **",9950,89863.2613849953,81450
2013,"SNAPPER, GLASSEYE ",5817,23411.8895836661,21220
2013,"SNAPPERS, LUTJANIDAE (FAMILY) **",254700,1732245.93095417,1570068
2013,"SPEARFISHES **",474723,677361.571651454,613945
2013,"SQUIDS, LOLIGINIDAE **",3124,11468.7366739966,10395
2013,"SQUIRRELFISHES **",55988,273659.83413963,248039
2013,"STRIPED MARLIN",983240,1467415.75526591,1330032
2013,"SUNFISH, OCEAN ",67,7.72305499932433,7
2013,"SURGEONFISHES **",127541,256537.821206128,232520
2013,"SWORDFISH ",1673808,4957143.25103131,4493041
2013,"TENPOUNDER, HAWAIIAN",698,1327.26216631245,1203
2013,"THREADFINS **",72,515.238097812066,467
2013,"TILAPIAS **",148,557.163253522684,505
2013,"TRIGGERFISHES **",789,1291.95677202983,1171
2013,"TUNA, ALBACORE ",805553,1940728.69736735,1759032
2013,"TUNA, BIGEYE ",15693835,72940031.0608273,66111172
2013,"TUNA, KAWAKAWA ",5240,15789.2342993329,14311
2013,"TUNA, SKIPJACK ",929314,1474694.18295598,1336629
2013,"TUNA, YELLOWFIN ",3463533,13888099.49836,12587855
2013,"TUNAS **",2957,11574.6528568445,10491
2013,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",6,82.7470178499036,75
2013,"VERTEBRATES, JAWED",16248,57677.9813220968,52278
2013,"WAHOO ",744325,2620865.05235071,2375492
2014,"ALFONSINO ",133,641.294654897486,592
2014,"AMBERJACKS **",2699,6081.46654154474,5614
2014,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",18590,19798.8892019617,18277
2014,"BILLFISHES **",382,679.209034832304,627
2014,"BLACK MARLIN",21720,36421.6366333839,33622
2014,"CORALS **",1304,127171.329909367,117396
2014,"CRABS, DECAPODA (ORDER) **",25686,121739.824166705,112382
2014,"CRUSTACEANS **",187,383.476871340727,354
2014,"DOLPHINFISH ",1689271,4779636.22556685,4412238
2014,"EELS **",985,1471.07794147092,1358
2014,"EMPERORS **",3549,13376.1932410036,12348
2014,"ESCOLAR ",5431,8505.82032137679,7852
2014,"GOATFISHES **",53597,265493.820591563,245086
2014,"GROUPERS, SERRANIDAE (FAMILY) **",9608,54374.6371665191,50195
2014,"HERRING, LAKE OR CISCO ",1157,2506.68214769051,2314
2014,"HERRING, ROUND ",4236,10206.5510784529,9422
2014,"JACK, BLACK ",460,1187.26172595886,1096
2014,"JACKS **",20893,75936.0034014508,70099
2014,"JOBFISH, GREEN /UKU ",82416,396460.921566404,365986
2014,"LEATHERSKIN, LARGEMOUTHED ",272,708.45727078202,654
2014,"LIMPETS **",11139,78744.9173206217,72692
2014,"LOBSTER, BANDED SPINY ",10172,112758.449194146,104091
2014,"LOBSTERS, SLIPPER **",106,911.02838643376,841
2014,"MACKEREL, FRIGATE ",18,42.2474519273682,39
2014,"MARLIN, BLUE ",1220251,1740517.0241117,1606728
2014,"MILKFISH ",1937,3306.13393031609,3052
2014,"MULLET, STRIPED ",5772,29458.3899413551,27194
2014,"MULLETS **",1934,6194.12641335106,5718
2014,"OCTOPUSES **",20343,100382.112315423,92666
2014,"OILFISH ",530897,440695.087002357,406820
2014,"OPAH ",2004422,3152026.05836504,2909738
2014,"PARROTFISHES **",73679,312624.644654536,288594
2014,"POMFRETS **",1243062,2670854.66261227,2465553
2014,"RUDDERFISH **",15218,30501.5770235617,28157
2014,"RUNNER, RAINBOW ",4586,9326.93746396513,8610
2014,"SAILFISH ",34466,36184.4009417918,33403
2014,"SCAD, BIGEYE ",197468,724548.133626357,668854
2014,"SCAD, MACKEREL ",158546,496947.027609649,458748
2014,"SCORPIONFISHES **",1761,12764.1468220559,11783
2014,"SEAWEED",12140,139984.223791339,129224
2014,"SHARKS, CHONDRICHTHYES (CLASS) **",44,23.8318959590282,22
2014,"SHARKS, HAMMERHEAD **",51,235.069155595869,217
2014,"SHARKS, MAKO **",91134,115699.521809089,106806
2014,"SHARKS, THRESHER **",12716,6051.13503759689,5586
2014,"SHRIMP, MARINE **",15593,109894.28860707,101447
2014,"SNAPPER, GLASSEYE ",6918,29793.1197527797,27503
2014,"SNAPPERS, LUTJANIDAE (FAMILY) **",286288,2011612.42352164,1856985
2014,"SPEARFISHES **",499938,563623.256163019,520299
2014,"SQUIDS, LOLIGINIDAE **",3137,11466.391760287,10585
2014,"SQUIRRELFISHES **",52715,258147.097028193,238304
2014,"STRIPED MARLIN",1076486,1686736.01780816,1557081
2014,"SUNFISH, OCEAN ",33,3.24980399441294,3
2014,"SURGEONFISHES **",98688,203851.538425538,188182
2014,"SWORDFISH ",2479617,5854612.89044675,5404584
2014,"TENPOUNDER, HAWAIIAN",323,500.469815139592,462
2014,"THREADFINS **",181,1449.41258150817,1338
2014,"TILAPIAS **",242,928.360674403962,857
2014,"TRIGGERFISHES **",1257,2511.01521968306,2318
2014,"TUNA, ALBACORE ",502083,1077891.73906289,995037
2014,"TUNA, BIGEYE ",15948303,65758184.9233805,60703524
2014,"TUNA, KAWAKAWA ",12627,38126.7004624526,35196
2014,"TUNA, SKIPJACK ",498227,731283.894038777,675072
2014,"TUNA, YELLOWFIN ",3330788,12171138.8381754,11235575
2014,"TUNAS **",3641,13259.2002972048,12240
2014,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",5,75.8287598696352,70
2014,"VERTEBRATES, JAWED",12866,47880.4455176839,44200
2014,"WAHOO ",1055518,3032895.82680584,2799765
2015,"ALFONSINO ",7,54.7237592296112,51
2015,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",21754,14829.0657363378,13820
2015,"BLACK MARLIN",10865,15449.26834094,14398
2015,"DOLPHINFISH ",1131796,3676775.64305957,3426584
2015,"EMPERORS **",185,919.57375803484,857
2015,"ESCOLAR ",49,111.593548232933,104
2015,"GOATFISHES **",2470,11473.7481851418,10693
2015,"GROUPERS, SERRANIDAE (FAMILY) **",5187,33764.5594446701,31467
2015,"JACKS **",929,2459.35012067194,2292
2015,"JOBFISH, GREEN /UKU ",50662,240305.975970752,223954
2015,"LEATHERSKIN, LARGEMOUTHED ",4,8.58411909484098,8
2015,"LIMPETS **",626,4591.43070085307,4279
2015,"MARLIN, BLUE ",1440360,1758408.51090827,1638755
2015,"MILKFISH ",59,78.3300867404239,73
2015,"MULLET, STRIPED ",51,242.501364429258,226
2015,"MULLETS **",132,401.307567683816,374
2015,"OCTOPUSES **",2149,10465.114191498,9753
2015,"OILFISH ",482813,295614.528313699,275499
2015,"OPAH ",2067231,3380606.36604937,3150568
2015,"PARROTFISHES **",1286,4519.53870343377,4212
2015,"POMFRETS **",1339002,3083325.44561638,2873516
2015,"RUDDERFISH **",633,1240.40520920452,1156
2015,"RUNNER, RAINBOW ",1092,1639.56674711463,1528
2015,"SAILFISH ",34897,30800.8923271763,28705
2015,"SCAD, BIGEYE ",16919,61789.5622595522,57585
2015,"SCAD, MACKEREL ",19069,53799.893412029,50139
2015,"SCORPIONFISHES **",836,7691.37070897751,7168
2015,"SEAWEED",4108,55090.7303209157,51342
2015,"SHARKS, MAKO **",93862,99706.6893163517,92922
2015,"SHARKS, THRESHER **",8837,4635.42431121413,4320
2015,"SHRIMP, MARINE **",7555,45842.4150111114,42723
2015,"SNAPPER, GLASSEYE ",2990,12984.5531458338,12101
2015,"SNAPPERS, LUTJANIDAE (FAMILY) **",127496,966097.537499104,900358
2015,"SPEARFISHES **",599748,580571.872771153,541066
2015,"SQUIDS, LOLIGINIDAE **",466,1273.66867069703,1187
2015,"SQUIRRELFISHES **",7577,34738.8569619346,32375
2015,"STRIPED MARLIN",1165261,1461569.67260866,1362115
2015,"SURGEONFISHES **",3005,8066.92591937681,7518
2015,"SWORDFISH ",2044215,4967168.32378313,4629170
2015,"THREADFINS **",14,53.6507443427561,50
2015,"TUNA, ALBACORE ",649216,1108743.06354274,1033297
2015,"TUNA, BIGEYE ",18701277,75917588.7417716,70751664
2015,"TUNA, KAWAKAWA ",10150,29338.3730363927,27342
2015,"TUNA, SKIPJACK ",435100,583345.616253674,543651
2015,"TUNA, YELLOWFIN ",3136039,9888384.78503668,9215515
2015,"TUNAS **",658,4700.87821931229,4381
2015,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",24,1158.85607780353,1080
2015,"VERTEBRATES, JAWED",3297,15215.3510956056,14180
2015,"WAHOO ",992977,2498036.59940261,2328054
2016,"ALFONSINO ",12,77.5176600232692,73
2016,"AMBERJACKS **",3209,6836.4204826001,6438
2016,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",21765,23343.4345245415,21983
2016,"BLACK MARLIN",18449,32564.8504100493,30667
2016,"CRABS, DECAPODA (ORDER) **",7389,51384.6516236438,48390
2016,"DOLPHINFISH ",1193387,4790937.56419376,4511726
2016,"EELS **",463,631.822023477332,595
2016,"EMPERORS **",2882,12908.2832225049,12156
2016,"ESCOLAR ",4746,9582.45704178057,9024
2016,"GOATFISHES **",53794,240344.035845023,226337
2016,"GROUPERS, SERRANIDAE (FAMILY) **",11535,66682.1777920715,62796
2016,"JACKS **",17679,71407.5693962296,67246
2016,"JOBFISH, GREEN /UKU ",113651,598828.17122277,563929
2016,"LEATHERSKIN, LARGEMOUTHED ",146,370.598128056452,349
2016,"LIMPETS **",8807,66024.8705105043,62177
2016,"LOBSTER, BANDED SPINY ",3191,29127.5262251819,27430
2016,"LOBSTERS, SLIPPER **",138,1136.21775650545,1070
2016,"MARLIN, BLUE ",1301749,2227057.94909619,2097267
2016,"MILKFISH ",1672,2569.76352405906,2420
2016,"MULLET, STRIPED ",4942,24866.1786954095,23417
2016,"MULLETS **",864,3237.68966316367,3049
2016,"OCTOPUSES **",27865,140069.102233279,131906
2016,"OILFISH ",439932,268369.324657819,252729
2016,"PARROTFISHES **",43127,211551.00363227,199222
2016,"POMFRETS **",1166128,3718631.52554886,3501913
2016,"RUDDERFISH **",13512,26934.7321437017,25365
2016,"RUNNER, RAINBOW ",4204,11666.9387763789,10987
2016,"SAILFISH ",37095,45166.2486497224,42534
2016,"SCAD, BIGEYE ",285838,983899.802102744,926559
2016,"SCAD, MACKEREL ",82157,261934.296990134,246669
2016,"SCORPIONFISHES **",2070,14170.8653837059,13345
2016,"SEAWEED",7868,101688.303549977,95762
2016,"SHARKS, MAKO **",113307,86272.9080628837,81245
2016,"SHARKS, THRESHER **",3894,1538.67245717421,1449
2016,"SHRIMP, MARINE **",3715,29196.5487991752,27495
2016,"SNAPPER, GLASSEYE ",7093,31562.4302585155,29723
2016,"SNAPPERS, LUTJANIDAE (FAMILY) **",266362,1814057.66100701,1708336
2016,"SPEARFISHES **",773727,875537.54659049,824512
2016,"SQUIDS, LOLIGINIDAE **",842,3641.20624958617,3429
2016,"SQUIRRELFISHES **",48459,254357.742137175,239534
2016,"STRIPED MARLIN",1006542,2056012.57754046,1936190
2016,"SUNFISH, OCEAN ",1556158,3521769.58754812,3316524
2016,"SURGEONFISHES **",88222,182261.008886766,171639
2016,"SWORDFISH ",1640189,5110946.39305612,4813085
2016,"TENPOUNDER, HAWAIIAN",846,1810.51521013252,1705
2016,"THREADFINS **",265,2266.06419848845,2134
2016,"TRIGGERFISHES **",327,975.873007690198,919
2016,"TUNA, ALBACORE ",610606,1162174.49186996,1094444
2016,"TUNA, BIGEYE ",17641587,76805456.4338908,72329303
2016,"TUNA, KAWAKAWA ",6165,16726.8243929663,15752
2016,"TUNA, SKIPJACK ",552509,836670.404231974,787910
2016,"TUNA, YELLOWFIN ",4690743,15102397.227977,14222243
2016,"TUNAS **",5453,18822.9868708558,17726
2016,"VERTEBRATES, JAWED",13703,54782.6860356227,51590
2016,"WAHOO ",1144288,3482341.76951163,3279394
2017,"AMBERJACKS **",3385,6992.82673506337,6709
2017,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",14177,19950.7671092336,19141
2017,"BLACK MARLIN",17272,24783.9371152686,23778
2017,"CRABS, DECAPODA (ORDER) **",5095,37841.9388050694,36306
2017,"DOLPHINFISH ",954252,3597182.40850935,3451179
2017,"EELS **",728,1117.35135787568,1072
2017,"EMPERORS **",8299,40520.6636089318,38876
2017,"ESCOLAR ",5229,10540.8342184671,10113
2017,"GOATFISHES **",37153,174678.914846107,167589
2017,"GROUPERS, SERRANIDAE (FAMILY) **",14575,81064.257936029,77774
2017,"HERRING, ROUND ",4697,14535.9907060954,13946
2017,"JACK, BLACK ",74,214.714906457453,206
2017,"JACKS **",33004,153403.377610139,147177
2017,"JOBFISH, GREEN /UKU ",124297,626115.963367532,600703
2017,"LEATHERSKIN, LARGEMOUTHED ",226,600.367893783947,576
2017,"LIMPETS **",8955,74821.8910681955,71785
2017,"LOBSTER, BANDED SPINY ",3110,20829.4305371153,19984
2017,"LOBSTERS, SLIPPER **",88,776.517501508751,745
2017,"MARLIN, BLUE ",1543533,2209223.56095353,2119555
2017,"MILKFISH ",1576,2638.07489438745,2531
2017,"MULLET, STRIPED ",4210,21897.7935425468,21009
2017,"MULLETS **",764,2892.3974049487,2775
2017,"OCTOPUSES **",19236,99906.0121303561,95851
2017,"OILFISH ",318062,273534.283162342,262432
2017,"OPAH ",1812022,3338298.76964394,3202803
2017,"PARROTFISHES **",56551,283828.091007846,272308
2017,"POMFRETS **",980398,3425654.38280024,3286613
2017,"RUDDERFISH **",12224,20921.1534097767,20072
2017,"RUNNER, RAINBOW ",4324,13195.585998793,12660
2017,"SAILFISH ",38234,60087.8623415812,57649
2017,"SCAD, BIGEYE ",248824,848505.364272782,814066
2017,"SCAD, MACKEREL ",57185,189440.043512372,181751
2017,"SCORPIONFISHES **",1633,12304.4149064575,11805
2017,"SEAWEED",8096,114190.807242004,109556
2017,"SHARKS, MAKO **",90073,73151.0755582378,70182
2017,"SHARKS, THRESHER **",4436,2456.71375980688,2357
2017,"SHRIMP, MARINE **",1665,14729.8595051298,14132
2017,"SNAPPER, GLASSEYE ",4641,20869.0381412191,20022
2017,"SNAPPERS, LUTJANIDAE (FAMILY) **",297997,2110237.9044659,2024587
2017,"SPEARFISHES **",689858,822490.464514182,789107
2017,"SQUIDS, LOLIGINIDAE **",1308,5856.71388050694,5619
2017,"SQUIRRELFISHES **",55955,271586.214423657,260563
2017,"STRIPED MARLIN",1019406,1757594.72824381,1686257
2017,"SURGEONFISHES **",85903,179463.096499698,172179
2017,"SWORDFISH ",2560680,6069843.44049487,5823479
2017,"TENPOUNDER, HAWAIIAN",1170,2275.35262522631,2183
2017,"THREADFINS **",217,1645.80018105009,1579
2017,"TRIGGERFISHES **",310,754.629088714545,724
2017,"TUNA, ALBACORE ",276556,526232.881955341,504874
2017,"TUNA, BIGEYE ",16976424,67528600.0060954,64787731
2017,"TUNA, KAWAKAWA ",6720,17963.0907664454,17234
2017,"TUNA, SKIPJACK ",492728,803082.738503319,770487
2017,"TUNA, YELLOWFIN ",7267828,22069197.5339167,21173447
2017,"TUNAS **",7878,32155.1207000604,30850
2017,"VERTEBRATES, JAWED",10022,39945.3110440555,38324
2017,"WAHOO ",972832,3195459.15697043,3065761
2018,"AMBERJACKS **",3262,7245.12356545254,7118
2018,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",16714,14662.2653779634,14405
2018,"BLACK MARLIN",16041,24086.626025972,23664
2018,"CRABS, DECAPODA (ORDER) **",1460,10557.2382159137,10372
2018,"CRUSTACEANS **",13153,130996.475502474,128698
2018,"DOLPHINFISH ",1008296,3555504.18429756,3493119
2018,"EMPERORS **",4278,19612.1158835543,19268
2018,"ESCOLAR ",7456,14755.908447368,14497
2018,"GOATFISHES **",32057,145719.812447441,143163
2018,"GROUPERS, SERRANIDAE (FAMILY) **",9563,53010.1201585794,52080
2018,"JACKS **",22792,92383.9772648453,90763
2018,"JOBFISH, GREEN /UKU ",70205,379658.521290124,372997
2018,"LEATHERSKIN, LARGEMOUTHED ",157,390.858028819019,384
2018,"LIMPETS **",10700,76569.4949894258,75226
2018,"LOBSTER, BANDED SPINY ",1519,13835.7635045232,13593
