V1,V2,V3
-158.527855153203,22.4832635983264,-4887
-158.511142061281,22.4832635983264,-4903
-158.494428969359,22.4832635983264,-4903
-158.477715877437,22.4832635983264,-4917
-158.461002785515,22.4832635983264,-4931
-158.444289693593,22.4832635983264,-4934
-158.427576601671,22.4832635983264,-4923
-158.410863509749,22.4832635983264,-4907
-158.394150417827,22.4832635983264,-4911
-158.377437325905,22.4832635983264,-4919
-158.360724233983,22.4832635983264,-4912
-158.344011142061,22.4832635983264,-4912
-158.327298050139,22.4832635983264,-4903
-158.310584958217,22.4832635983264,-4903
-158.293871866295,22.4832635983264,-4865
-158.277158774373,22.4832635983264,-4865
-158.260445682451,22.4832635983264,-4839
-158.243732590529,22.4832635983264,-4839
-158.227019498607,22.4832635983264,-4832
-158.210306406685,22.4832635983264,-4816
-158.193593314763,22.4832635983264,-4819
-158.176880222841,22.4832635983264,-4815
-158.160167130919,22.4832635983264,-4812
-158.143454038997,22.4832635983264,-4814
-158.126740947075,22.4832635983264,-4816
-158.110027855153,22.4832635983264,-4815
-158.093314763231,22.4832635983264,-4815
-158.076601671309,22.4832635983264,-4814
-158.059888579387,22.4832635983264,-4814
-158.043175487465,22.4832635983264,-4825
-158.026462395543,22.4832635983264,-4825
-158.009749303621,22.4832635983264,-4831
-157.993036211699,22.4832635983264,-4831
-157.976323119777,22.4832635983264,-4857
-157.959610027855,22.4832635983264,-4866
-157.942896935933,22.4832635983264,-4863
-157.926183844011,22.4832635983264,-4862
-157.909470752089,22.4832635983264,-4863
-157.892757660167,22.4832635983264,-4866
-157.876044568245,22.4832635983264,-4869
-157.859331476323,22.4832635983264,-4869
-157.842618384401,22.4832635983264,-4869
-157.825905292479,22.4832635983264,-4868
-157.809192200557,22.4832635983264,-4868
-157.792479108635,22.4832635983264,-4866
-157.775766016713,22.4832635983264,-4866
-157.759052924791,22.4832635983264,-4862
-157.742339832869,22.4832635983264,-4862
-157.725626740947,22.4832635983264,-4857
-157.708913649025,22.4832635983264,-4851
-157.692200557103,22.4832635983264,-4846
-157.675487465181,22.4832635983264,-4842
-157.658774373259,22.4832635983264,-4840
-157.642061281337,22.4832635983264,-4836
-157.625348189415,22.4832635983264,-4830
-157.608635097493,22.4832635983264,-4817
-157.591922005571,22.4832635983264,-4817
-157.575208913649,22.4832635983264,-4805
-157.558495821727,22.4832635983264,-4805
-157.541782729805,22.4832635983264,-4794
-157.525069637883,22.4832635983264,-4794
-157.508356545961,22.4832635983264,-4787
-157.491643454039,22.4832635983264,-4787
-157.474930362117,22.4832635983264,-4784
-157.458217270195,22.4832635983264,-4781
-157.441504178273,22.4832635983264,-4780
-157.424791086351,22.4832635983264,-4782
-157.408077994429,22.4832635983264,-4783
-157.391364902507,22.4832635983264,-4779
-157.374651810585,22.4832635983264,-4773
-157.357938718663,22.4832635983264,-4762
-157.341225626741,22.4832635983264,-4762
-157.324512534819,22.4832635983264,-4759
-157.307799442897,22.4832635983264,-4759
-157.291086350975,22.4832635983264,-4754
-157.274373259053,22.4832635983264,-4754
-157.257660167131,22.4832635983264,-4747
-157.240947075209,22.4832635983264,-4747
-157.224233983287,22.4832635983264,-4736
-157.207520891365,22.4832635983264,-4722
-157.190807799443,22.4832635983264,-4711
-157.174094707521,22.4832635983264,-4691
-157.157381615599,22.4832635983264,-4643
-157.140668523677,22.4832635983264,-4596
-157.123955431755,22.4832635983264,-4561
-157.107242339833,22.4832635983264,-4614
-157.090529247911,22.4832635983264,-4614
-157.073816155989,22.4832635983264,-4681
-157.057103064067,22.4832635983264,-4681
-157.040389972145,22.4832635983264,-4675
-157.023676880223,22.4832635983264,-4675
-157.006963788301,22.4832635983264,-4692
-156.990250696379,22.4832635983264,-4692
-156.973537604457,22.4832635983264,-4685
-156.956824512535,22.4832635983264,-4622
-156.940111420613,22.4832635983264,-4568
-156.923398328691,22.4832635983264,-4562
-156.906685236769,22.4832635983264,-4582
-156.889972144847,22.4832635983264,-4602
-156.873259052925,22.4832635983264,-4619
-156.856545961003,22.4832635983264,-4655
-156.839832869081,22.4832635983264,-4655
-156.823119777159,22.4832635983264,-4686
-156.806406685237,22.4832635983264,-4686
-156.789693593315,22.4832635983264,-4656
-156.772980501393,22.4832635983264,-4656
-156.756267409471,22.4832635983264,-4674
-156.739554317549,22.4832635983264,-4674
-156.722841225627,22.4832635983264,-4678
-156.706128133705,22.4832635983264,-4674
-156.689415041783,22.4832635983264,-4666
-156.672701949861,22.4832635983264,-4656
-156.655988857939,22.4832635983264,-4651
-156.639275766017,22.4832635983264,-4648
-156.622562674095,22.4832635983264,-4645
-156.605849582173,22.4832635983264,-4636
-156.589136490251,22.4832635983264,-4636
-156.572423398329,22.4832635983264,-4616
-156.555710306407,22.4832635983264,-4616
-156.538997214485,22.4832635983264,-4590
-156.522284122563,22.4832635983264,-4590
-156.505571030641,22.4832635983264,-4579
-156.488857938719,22.4832635983264,-4579
-156.472144846797,22.4832635983264,-4578
-156.455431754875,22.4832635983264,-4572
-156.438718662953,22.4832635983264,-4565
-156.422005571031,22.4832635983264,-4563
-156.405292479109,22.4832635983264,-4565
-156.388579387187,22.4832635983264,-4568
-156.371866295265,22.4832635983264,-4570
-156.355153203343,22.4832635983264,-4564
-156.338440111421,22.4832635983264,-4564
-156.321727019499,22.4832635983264,-4559
-156.305013927577,22.4832635983264,-4559
-156.288300835655,22.4832635983264,-4551
-156.271587743733,22.4832635983264,-4551
-156.254874651811,22.4832635983264,-4548
-156.238161559889,22.4832635983264,-4548
-156.221448467967,22.4832635983264,-4545
-156.204735376045,22.4832635983264,-4542
-156.188022284123,22.4832635983264,-4543
-156.171309192201,22.4832635983264,-4543
-156.154596100279,22.4832635983264,-4536
-156.137883008357,22.4832635983264,-4529
-156.121169916435,22.4832635983264,-4523
-156.104456824513,22.4832635983264,-4519
-156.087743732591,22.4832635983264,-4519
-156.071030640669,22.4832635983264,-4510
-156.054317548747,22.4832635983264,-4510
-156.037604456825,22.4832635983264,-4506
-156.020891364902,22.4832635983264,-4506
-156.004178272981,22.4832635983264,-4500
-155.987465181058,22.4832635983264,-4500
-155.970752089136,22.4832635983264,-4494
-155.954038997214,22.4832635983264,-4489
-155.937325905292,22.4832635983264,-4486
-155.92061281337,22.4832635983264,-4484
-155.903899721448,22.4832635983264,-4482
-155.887186629526,22.4832635983264,-4478
-155.870473537604,22.4832635983264,-4474
-155.853760445682,22.4832635983264,-4465
-155.83704735376,22.4832635983264,-4465
-155.820334261838,22.4832635983264,-4456
-155.803621169916,22.4832635983264,-4456
-155.786908077994,22.4832635983264,-4454
-155.770194986072,22.4832635983264,-4454
-155.75348189415,22.4832635983264,-4446
-155.736768802228,22.4832635983264,-4446
-155.720055710306,22.4832635983264,-4443
-155.703342618384,22.4832635983264,-4441
-155.686629526462,22.4832635983264,-4441
-155.66991643454,22.4832635983264,-4442
-155.653203342618,22.4832635983264,-4440
-155.636490250696,22.4832635983264,-4437
-155.619777158774,22.4832635983264,-4432
-155.603064066852,22.4832635983264,-4413
-155.58635097493,22.4832635983264,-4413
-155.569637883008,22.4832635983264,-4402
-155.552924791086,22.4832635983264,-4402
-155.536211699164,22.4832635983264,-4412
-155.519498607242,22.4832635983264,-4412
-155.50278551532,22.4832635983264,-4425
-155.486072423398,22.4832635983264,-4425
-155.469359331476,22.4832635983264,-4426
-155.452646239554,22.4832635983264,-4420
-155.435933147632,22.4832635983264,-4412
-155.41922005571,22.4832635983264,-4409
-155.402506963788,22.4832635983264,-4410
-155.385793871866,22.4832635983264,-4413
-155.369080779944,22.4832635983264,-4416
-155.352367688022,22.4832635983264,-4427
-155.3356545961,22.4832635983264,-4427
-155.318941504178,22.4832635983264,-4444
-155.302228412256,22.4832635983264,-4444
-155.285515320334,22.4832635983264,-4441
-155.268802228412,22.4832635983264,-4441
-155.25208913649,22.4832635983264,-4431
-155.235376044568,22.4832635983264,-4431
-155.218662952646,22.4832635983264,-4424
-155.201949860724,22.4832635983264,-4421
-155.185236768802,22.4832635983264,-4423
-155.16852367688,22.4832635983264,-4427
-155.151810584958,22.4832635983264,-4431
-155.135097493036,22.4832635983264,-4436
-155.118384401114,22.4832635983264,-4450
-155.101671309192,22.4832635983264,-4498
-155.08495821727,22.4832635983264,-4498
-155.068245125348,22.4832635983264,-4554
-155.051532033426,22.4832635983264,-4554
-155.034818941504,22.4832635983264,-4582
-155.018105849582,22.4832635983264,-4582
-155.00139275766,22.4832635983264,-4576
-154.984679665738,22.4832635983264,-4576
-154.967966573816,22.4832635983264,-4568
-154.951253481894,22.4832635983264,-4556
-154.934540389972,22.4832635983264,-4542
-154.91782729805,22.4832635983264,-4525
-154.901114206128,22.4832635983264,-4505
-154.884401114206,22.4832635983264,-4485
-154.867688022284,22.4832635983264,-4471
-154.850974930362,22.4832635983264,-4473
-154.83426183844,22.4832635983264,-4473
-154.817548746518,22.4832635983264,-4455
-154.800835654596,22.4832635983264,-4455
-154.784122562674,22.4832635983264,-4435
-154.767409470752,22.4832635983264,-4435
-154.75069637883,22.4832635983264,-4416
-154.733983286908,22.4832635983264,-4416
-154.717270194986,22.4832635983264,-4415
-154.700557103064,22.4832635983264,-4410
-154.683844011142,22.4832635983264,-4401
-154.66713091922,22.4832635983264,-4393
-154.650417827298,22.4832635983264,-4399
-154.633704735376,22.4832635983264,-4413
-154.616991643454,22.4832635983264,-4430
-154.600278551532,22.4832635983264,-4476
-154.58356545961,22.4832635983264,-4476
-154.566852367688,22.4832635983264,-4454
-154.550139275766,22.4832635983264,-4454
-154.533426183844,22.4832635983264,-4381
-154.516713091922,22.4832635983264,-4381
-154.5,22.4832635983264,-4182
-160.5,22.4665271966527,-4484
-160.483286908078,22.4665271966527,-4486
-160.466573816156,22.4665271966527,-4488
-160.449860724234,22.4665271966527,-4490
-160.433147632312,22.4665271966527,-4492
-160.41643454039,22.4665271966527,-4492
-160.399721448468,22.4665271966527,-4492
-160.383008356546,22.4665271966527,-4489
-160.366295264624,22.4665271966527,-4478
-160.349582172702,22.4665271966527,-4478
-160.33286908078,22.4665271966527,-4463
-160.316155988858,22.4665271966527,-4463
-160.299442896936,22.4665271966527,-4447
-160.282729805014,22.4665271966527,-4447
-160.266016713092,22.4665271966527,-4431
-160.24930362117,22.4665271966527,-4431
-160.232590529248,22.4665271966527,-4424
-160.215877437326,22.4665271966527,-4419
-160.199164345404,22.4665271966527,-4415
-160.182451253482,22.4665271966527,-4413
-160.16573816156,22.4665271966527,-4414
-160.149025069638,22.4665271966527,-4418
-160.132311977716,22.4665271966527,-4426
-160.115598885794,22.4665271966527,-4460
-160.098885793872,22.4665271966527,-4460
-160.08217270195,22.4665271966527,-4474
-160.065459610028,22.4665271966527,-4474
-160.048746518106,22.4665271966527,-4460
-160.032033426184,22.4665271966527,-4460
-160.015320334262,22.4665271966527,-4367
-159.99860724234,22.4665271966527,-4367
-159.981894150418,22.4665271966527,-4308
-159.965181058496,22.4665271966527,-4252
-159.948467966574,22.4665271966527,-4192
-159.931754874652,22.4665271966527,-4129
-159.91504178273,22.4665271966527,-4285
-159.898328690808,22.4665271966527,-4160
-159.881615598886,22.4665271966527,-4207
-159.864902506964,22.4665271966527,-3857
-159.848189415042,22.4665271966527,-3857
-159.83147632312,22.4665271966527,-3755
-159.814763231198,22.4665271966527,-3755
-159.798050139276,22.4665271966527,-3670
-159.781337047354,22.4665271966527,-3670
-159.764623955432,22.4665271966527,-3585
-159.74791086351,22.4665271966527,-3585
-159.731197771588,22.4665271966527,-3540
-159.714484679666,22.4665271966527,-3490
-159.697771587744,22.4665271966527,-3439
-159.681058495822,22.4665271966527,-3385
-159.6643454039,22.4665271966527,-3335
