V1,V2,V3
-156.154596100279,21.9142259414226,-5235
-156.137883008357,21.9142259414226,-5237
-156.121169916435,21.9142259414226,-5238
-156.104456824513,21.9142259414226,-5219
-156.087743732591,21.9142259414226,-5219
-156.071030640669,21.9142259414226,-5255
-156.054317548747,21.9142259414226,-5255
-156.037604456825,21.9142259414226,-5299
-156.020891364902,21.9142259414226,-5299
-156.004178272981,21.9142259414226,-5304
-155.987465181058,21.9142259414226,-5304
-155.970752089136,21.9142259414226,-5249
-155.954038997214,21.9142259414226,-5235
-155.937325905292,21.9142259414226,-5245
-155.92061281337,21.9142259414226,-5246
-155.903899721448,21.9142259414226,-5243
-155.887186629526,21.9142259414226,-5242
-155.870473537604,21.9142259414226,-5235
-155.853760445682,21.9142259414226,-5200
-155.83704735376,21.9142259414226,-5200
-155.820334261838,21.9142259414226,-5219
-155.803621169916,21.9142259414226,-5219
-155.786908077994,21.9142259414226,-5163
-155.770194986072,21.9142259414226,-5163
-155.75348189415,21.9142259414226,-5101
-155.736768802228,21.9142259414226,-5101
-155.720055710306,21.9142259414226,-5101
-155.703342618384,21.9142259414226,-5109
-155.686629526462,21.9142259414226,-5111
-155.66991643454,21.9142259414226,-5106
-155.653203342618,21.9142259414226,-5097
-155.636490250696,21.9142259414226,-5084
-155.619777158774,21.9142259414226,-5068
-155.603064066852,21.9142259414226,-5046
-155.58635097493,21.9142259414226,-5046
-155.569637883008,21.9142259414226,-5029
-155.552924791086,21.9142259414226,-5029
-155.536211699164,21.9142259414226,-5011
-155.519498607242,21.9142259414226,-5011
-155.50278551532,21.9142259414226,-5014
-155.486072423398,21.9142259414226,-5014
-155.469359331476,21.9142259414226,-5021
-155.452646239554,21.9142259414226,-5025
-155.435933147632,21.9142259414226,-5021
-155.41922005571,21.9142259414226,-5007
-155.402506963788,21.9142259414226,-4986
-155.385793871866,21.9142259414226,-4962
-155.369080779944,21.9142259414226,-4938
-155.352367688022,21.9142259414226,-4897
-155.3356545961,21.9142259414226,-4897
-155.318941504178,21.9142259414226,-4877
-155.302228412256,21.9142259414226,-4877
-155.285515320334,21.9142259414226,-4865
-155.268802228412,21.9142259414226,-4865
-155.25208913649,21.9142259414226,-4852
-155.235376044568,21.9142259414226,-4852
-155.218662952646,21.9142259414226,-4827
-155.201949860724,21.9142259414226,-4807
-155.185236768802,21.9142259414226,-4811
-155.16852367688,21.9142259414226,-4821
-155.151810584958,21.9142259414226,-4821
-155.135097493036,21.9142259414226,-4820
-155.118384401114,21.9142259414226,-4824
-155.101671309192,21.9142259414226,-4832
-155.08495821727,21.9142259414226,-4832
-155.068245125348,21.9142259414226,-4772
-155.051532033426,21.9142259414226,-4772
-155.034818941504,21.9142259414226,-4754
-155.018105849582,21.9142259414226,-4754
-155.00139275766,21.9142259414226,-4738
-154.984679665738,21.9142259414226,-4738
-154.967966573816,21.9142259414226,-4684
-154.951253481894,21.9142259414226,-4637
-154.934540389972,21.9142259414226,-4621
-154.91782729805,21.9142259414226,-4658
-154.901114206128,21.9142259414226,-4702
-154.884401114206,21.9142259414226,-4719
-154.867688022284,21.9142259414226,-4719
-154.850974930362,21.9142259414226,-4719
-154.83426183844,21.9142259414226,-4719
-154.817548746518,21.9142259414226,-4703
-154.800835654596,21.9142259414226,-4703
-154.784122562674,21.9142259414226,-4663
-154.767409470752,21.9142259414226,-4663
-154.75069637883,21.9142259414226,-4606
-154.733983286908,21.9142259414226,-4606
-154.717270194986,21.9142259414226,-4593
-154.700557103064,21.9142259414226,-4595
-154.683844011142,21.9142259414226,-4619
-154.66713091922,21.9142259414226,-4645
-154.650417827298,21.9142259414226,-4661
-154.633704735376,21.9142259414226,-4668
-154.616991643454,21.9142259414226,-4668
-154.600278551532,21.9142259414226,-4668
-154.58356545961,21.9142259414226,-4668
-154.566852367688,21.9142259414226,-4679
-154.550139275766,21.9142259414226,-4679
-154.533426183844,21.9142259414226,-4706
-154.516713091922,21.9142259414226,-4706
-154.5,21.9142259414226,-4708
-160.5,21.897489539749,-2902
-160.483286908078,21.897489539749,-2912
-160.466573816156,21.897489539749,-2906
-160.449860724234,21.897489539749,-2826
-160.433147632312,21.897489539749,-2737
-160.41643454039,21.897489539749,-2667
-160.399721448468,21.897489539749,-2612
-160.383008356546,21.897489539749,-2541
-160.366295264624,21.897489539749,-2042
-160.349582172702,21.897489539749,-2042
-160.33286908078,21.897489539749,-1342
-160.316155988858,21.897489539749,-1342
-160.299442896936,21.897489539749,-572
-160.282729805014,21.897489539749,-572
-160.266016713092,21.897489539749,-38
-160.24930362117,21.897489539749,-38
-160.232590529248,21.897489539749,-5
-160.215877437326,21.897489539749,24
-160.199164345404,21.897489539749,20
-160.182451253482,21.897489539749,45
-160.16573816156,21.897489539749,120
-160.149025069638,21.897489539749,143
-160.132311977716,21.897489539749,101
-160.115598885794,21.897489539749,27
-160.098885793872,21.897489539749,27
-160.08217270195,21.897489539749,-46
-160.065459610028,21.897489539749,-46
-160.048746518106,21.897489539749,-121
-160.032033426184,21.897489539749,-121
-160.015320334262,21.897489539749,-547
-159.99860724234,21.897489539749,-547
-159.981894150418,21.897489539749,-716
-159.965181058496,21.897489539749,-837
-159.948467966574,21.897489539749,-850
-159.931754874652,21.897489539749,-875
-159.91504178273,21.897489539749,-996
-159.898328690808,21.897489539749,-1075
-159.881615598886,21.897489539749,-1122
-159.864902506964,21.897489539749,-1418
-159.848189415042,21.897489539749,-1418
-159.83147632312,21.897489539749,-1645
-159.814763231198,21.897489539749,-1645
-159.798050139276,21.897489539749,-1621
-159.781337047354,21.897489539749,-1621
-159.764623955432,21.897489539749,-1594
-159.74791086351,21.897489539749,-1594
-159.731197771588,21.897489539749,-1703
-159.714484679666,21.897489539749,-1637
-159.697771587744,21.897489539749,-1495
-159.681058495822,21.897489539749,-1267
-159.6643454039,21.897489539749,-969
-159.647632311978,21.897489539749,-648
-159.630919220056,21.897489539749,-514
-159.614206128134,21.897489539749,-57
-159.597493036212,21.897489539749,-57
-159.58077994429,21.897489539749,-46
-159.564066852368,21.897489539749,-46
-159.547353760446,21.897489539749,-4
-159.530640668524,21.897489539749,-4
-159.513927576602,21.897489539749,-4
-159.49721448468,21.897489539749,-4
-159.480501392758,21.897489539749,2
-159.463788300836,21.897489539749,19
-159.447075208914,21.897489539749,31
-159.430362116992,21.897489539749,24
-159.41364902507,21.897489539749,-13
-159.396935933148,21.897489539749,-31
-159.380222841226,21.897489539749,-42
-159.363509749304,21.897489539749,-561
-159.346796657382,21.897489539749,-561
-159.33008356546,21.897489539749,-862
-159.313370473538,21.897489539749,-862
-159.296657381616,21.897489539749,-1834
-159.279944289694,21.897489539749,-1834
-159.263231197772,21.897489539749,-2446
-159.24651810585,21.897489539749,-2446
-159.229805013928,21.897489539749,-2595
-159.213091922006,21.897489539749,-2642
-159.196378830084,21.897489539749,-2712
-159.179665738162,21.897489539749,-2752
-159.16295264624,21.897489539749,-2748
-159.146239554318,21.897489539749,-2796
-159.129526462396,21.897489539749,-2814
-159.112813370474,21.897489539749,-2750
-159.096100278552,21.897489539749,-2750
-159.07938718663,21.897489539749,-2847
-159.062674094708,21.897489539749,-2847
-159.045961002786,21.897489539749,-2958
-159.029247910864,21.897489539749,-2958
-159.012534818942,21.897489539749,-3031
-158.995821727019,21.897489539749,-3031
-158.979108635098,21.897489539749,-3054
-158.962395543175,21.897489539749,-3039
-158.945682451253,21.897489539749,-3026
-158.928969359331,21.897489539749,-2917
-158.912256267409,21.897489539749,-2790
-158.895543175487,21.897489539749,-2535
-158.878830083565,21.897489539749,-2315
-158.862116991643,21.897489539749,-1857
-158.845403899721,21.897489539749,-1857
-158.828690807799,21.897489539749,-1316
-158.811977715877,21.897489539749,-1316
-158.795264623955,21.897489539749,-1286
-158.778551532033,21.897489539749,-1286
-158.761838440111,21.897489539749,-1411
-158.745125348189,21.897489539749,-1411
-158.728412256267,21.897489539749,-1600
-158.711699164345,21.897489539749,-1978
-158.694986072423,21.897489539749,-2005
-158.678272980501,21.897489539749,-2023
-158.661559888579,21.897489539749,-1965
-158.644846796657,21.897489539749,-1778
-158.628133704735,21.897489539749,-1336
-158.611420612813,21.897489539749,-1369
-158.594707520891,21.897489539749,-1369
-158.577994428969,21.897489539749,-1456
-158.561281337047,21.897489539749,-1456
-158.544568245125,21.897489539749,-1762
-158.527855153203,21.897489539749,-1762
-158.511142061281,21.897489539749,-2181
-158.494428969359,21.897489539749,-2181
-158.477715877437,21.897489539749,-2367
-158.461002785515,21.897489539749,-2453
-158.444289693593,21.897489539749,-2493
-158.427576601671,21.897489539749,-2531
-158.410863509749,21.897489539749,-2563
-158.394150417827,21.897489539749,-2595
-158.377437325905,21.897489539749,-2625
-158.360724233983,21.897489539749,-2675
-158.344011142061,21.897489539749,-2675
-158.327298050139,21.897489539749,-2699
-158.310584958217,21.897489539749,-2699
-158.293871866295,21.897489539749,-2695
-158.277158774373,21.897489539749,-2695
-158.260445682451,21.897489539749,-2658
-158.243732590529,21.897489539749,-2658
-158.227019498607,21.897489539749,-2732
-158.210306406685,21.897489539749,-2772
-158.193593314763,21.897489539749,-2681
-158.176880222841,21.897489539749,-2580
-158.160167130919,21.897489539749,-2479
-158.143454038997,21.897489539749,-2351
-158.126740947075,21.897489539749,-2358
-158.110027855153,21.897489539749,-2244
-158.093314763231,21.897489539749,-2244
-158.076601671309,21.897489539749,-1978
-158.059888579387,21.897489539749,-1978
-158.043175487465,21.897489539749,-1573
-158.026462395543,21.897489539749,-1573
-158.009749303621,21.897489539749,-1769
-157.993036211699,21.897489539749,-1769
-157.976323119777,21.897489539749,-2114
-157.959610027855,21.897489539749,-2340
-157.942896935933,21.897489539749,-2402
-157.926183844011,21.897489539749,-2481
-157.909470752089,21.897489539749,-2589
-157.892757660167,21.897489539749,-2725
-157.876044568245,21.897489539749,-2940
-157.859331476323,21.897489539749,-3330
-157.842618384401,21.897489539749,-3330
-157.825905292479,21.897489539749,-3118
-157.809192200557,21.897489539749,-3118
-157.792479108635,21.897489539749,-3341
-157.775766016713,21.897489539749,-3341
-157.759052924791,21.897489539749,-3284
-157.742339832869,21.897489539749,-3284
-157.725626740947,21.897489539749,-3255
-157.708913649025,21.897489539749,-3258
-157.692200557103,21.897489539749,-3080
-157.675487465181,21.897489539749,-2963
-157.658774373259,21.897489539749,-3110
-157.642061281337,21.897489539749,-3202
-157.625348189415,21.897489539749,-3342
-157.608635097493,21.897489539749,-3474
-157.591922005571,21.897489539749,-3474
-157.575208913649,21.897489539749,-3708
-157.558495821727,21.897489539749,-3708
-157.541782729805,21.897489539749,-4005
-157.525069637883,21.897489539749,-4005
-157.508356545961,21.897489539749,-4017
-157.491643454039,21.897489539749,-4017
-157.474930362117,21.897489539749,-4052
-157.458217270195,21.897489539749,-3916
-157.441504178273,21.897489539749,-3945
-157.424791086351,21.897489539749,-3881
-157.408077994429,21.897489539749,-3667
-157.391364902507,21.897489539749,-3602
-157.374651810585,21.897489539749,-4233
-157.357938718663,21.897489539749,-3968
-157.341225626741,21.897489539749,-3968
-157.324512534819,21.897489539749,-4227
-157.307799442897,21.897489539749,-4227
-157.291086350975,21.897489539749,-4268
-157.274373259053,21.897489539749,-4268
-157.257660167131,21.897489539749,-4202
-157.240947075209,21.897489539749,-4202
-157.224233983287,21.897489539749,-4139
-157.207520891365,21.897489539749,-4021
-157.190807799443,21.897489539749,-4026
-157.174094707521,21.897489539749,-4395
-157.157381615599,21.897489539749,-4392
-157.140668523677,21.897489539749,-4340
-157.123955431755,21.897489539749,-4296
-157.107242339833,21.897489539749,-4236
-157.090529247911,21.897489539749,-4236
-157.073816155989,21.897489539749,-4231
-157.057103064067,21.897489539749,-4231
-157.040389972145,21.897489539749,-4115
-157.023676880223,21.897489539749,-4115
-157.006963788301,21.897489539749,-4108
-156.990250696379,21.897489539749,-4108
-156.973537604457,21.897489539749,-4223
-156.956824512535,21.897489539749,-4370
-156.940111420613,21.897489539749,-4441
-156.923398328691,21.897489539749,-4461
-156.906685236769,21.897489539749,-4510
-156.889972144847,21.897489539749,-4560
-156.873259052925,21.897489539749,-4609
-156.856545961003,21.897489539749,-4714
-156.839832869081,21.897489539749,-4714
-156.823119777159,21.897489539749,-4811
-156.806406685237,21.897489539749,-4811
-156.789693593315,21.897489539749,-4846
-156.772980501393,21.897489539749,-4846
-156.756267409471,21.897489539749,-4720
-156.739554317549,21.897489539749,-4720
-156.722841225627,21.897489539749,-4692
-156.706128133705,21.897489539749,-4791
-156.689415041783,21.897489539749,-4791
-156.672701949861,21.897489539749,-5017
-156.655988857939,21.897489539749,-5170
-156.639275766017,21.897489539749,-5171
-156.622562674095,21.897489539749,-5157
-156.605849582173,21.897489539749,-5152
-156.589136490251,21.897489539749,-5152
-156.572423398329,21.897489539749,-5165
-156.555710306407,21.897489539749,-5165
-156.538997214485,21.897489539749,-5189
-156.522284122563,21.897489539749,-5189
-156.505571030641,21.897489539749,-5209
-156.488857938719,21.897489539749,-5209
-156.472144846797,21.897489539749,-5214
-156.455431754875,21.897489539749,-5217
-156.438718662953,21.897489539749,-5212
-156.422005571031,21.897489539749,-5234
-156.405292479109,21.897489539749,-5258
-156.388579387187,21.897489539749,-5275
-156.371866295265,21.897489539749,-5293
-156.355153203343,21.897489539749,-5317
-156.338440111421,21.897489539749,-5317
-156.321727019499,21.897489539749,-5325
-156.305013927577,21.897489539749,-5325
-156.288300835655,21.897489539749,-5319
-156.271587743733,21.897489539749,-5319
-156.254874651811,21.897489539749,-5299
-156.238161559889,21.897489539749,-5299
-156.221448467967,21.897489539749,-5285
-156.204735376045,21.897489539749,-5269
-156.188022284123,21.897489539749,-5255
-156.171309192201,21.897489539749,-5271
-156.154596100279,21.897489539749,-5264
-156.137883008357,21.897489539749,-5259
-156.121169916435,21.897489539749,-5266
-156.104456824513,21.897489539749,-5252
-156.087743732591,21.897489539749,-5252
-156.071030640669,21.897489539749,-5284
-156.054317548747,21.897489539749,-5284
-156.037604456825,21.897489539749,-5324
-156.020891364902,21.897489539749,-5324
-156.004178272981,21.897489539749,-5323
-155.987465181058,21.897489539749,-5323
-155.970752089136,21.897489539749,-5318
-155.954038997214,21.897489539749,-5308
-155.937325905292,21.897489539749,-5313
-155.92061281337,21.897489539749,-5294
-155.903899721448,21.897489539749,-5280
-155.887186629526,21.897489539749,-5282
-155.870473537604,21.897489539749,-5282
-155.853760445682,21.897489539749,-5242
-155.83704735376,21.897489539749,-5242
-155.820334261838,21.897489539749,-5343
-155.803621169916,21.897489539749,-5343
-155.786908077994,21.897489539749,-5274
-155.770194986072,21.897489539749,-5274
-155.75348189415,21.897489539749,-5172
-155.736768802228,21.897489539749,-5172
-155.720055710306,21.897489539749,-5164
-155.703342618384,21.897489539749,-5176
-155.686629526462,21.897489539749,-5176
-155.66991643454,21.897489539749,-5174
-155.653203342618,21.897489539749,-5161
-155.636490250696,21.897489539749,-5141
-155.619777158774,21.897489539749,-5116
-155.603064066852,21.897489539749,-5079
-155.58635097493,21.897489539749,-5079
-155.569637883008,21.897489539749,-5061
-155.552924791086,21.897489539749,-5061
-155.536211699164,21.897489539749,-5042
-155.519498607242,21.897489539749,-5042
-155.50278551532,21.897489539749,-5042
-155.486072423398,21.897489539749,-5042
-155.469359331476,21.897489539749,-5050
-155.452646239554,21.897489539749,-5052
-155.435933147632,21.897489539749,-5047
-155.41922005571,21.897489539749,-5031
-155.402506963788,21.897489539749,-5008
-155.385793871866,21.897489539749,-4986
-155.369080779944,21.897489539749,-4961
-155.352367688022,21.897489539749,-4914
-155.3356545961,21.897489539749,-4914
-155.318941504178,21.897489539749,-4904
-155.302228412256,21.897489539749,-4904
-155.285515320334,21.897489539749,-4895
-155.268802228412,21.897489539749,-4895
-155.25208913649,21.897489539749,-4884
-155.235376044568,21.897489539749,-4884
-155.218662952646,21.897489539749,-4848
-155.201949860724,21.897489539749,-4810
-155.185236768802,21.897489539749,-4830
-155.16852367688,21.897489539749,-4845
-155.151810584958,21.897489539749,-4832
-155.135097493036,21.897489539749,-4815
-155.118384401114,21.897489539749,-4822
-155.101671309192,21.897489539749,-4836
-155.08495821727,21.897489539749,-4836
-155.068245125348,21.897489539749,-4773
-155.051532033426,21.897489539749,-4773
-155.034818941504,21.897489539749,-4759
-155.018105849582,21.897489539749,-4759
-155.00139275766,21.897489539749,-4759
-154.984679665738,21.897489539749,-4759
-154.967966573816,21.897489539749,-4711
-154.951253481894,21.897489539749,-4667
-154.934540389972,21.897489539749,-4639
-154.91782729805,21.897489539749,-4680
-154.901114206128,21.897489539749,-4726
-154.884401114206,21.897489539749,-4738
-154.867688022284,21.897489539749,-4739
-154.850974930362,21.897489539749,-4738
-154.83426183844,21.897489539749,-4738
-154.817548746518,21.897489539749,-4720
-154.800835654596,21.897489539749,-4720
-154.784122562674,21.897489539749,-4703
-154.767409470752,21.897489539749,-4703
-154.75069637883,21.897489539749,-4646
-154.733983286908,21.897489539749,-4646
-154.717270194986,21.897489539749,-4604
-154.700557103064,21.897489539749,-4574
-154.683844011142,21.897489539749,-4598
-154.66713091922,21.897489539749,-4625
-154.650417827298,21.897489539749,-4645
-154.633704735376,21.897489539749,-4655
-154.616991643454,21.897489539749,-4663
-154.600278551532,21.897489539749,-4678
-154.58356545961,21.897489539749,-4678
-154.566852367688,21.897489539749,-4703
-154.550139275766,21.897489539749,-4703
-154.533426183844,21.897489539749,-4730
-154.516713091922,21.897489539749,-4730
-154.5,21.897489539749,-4727
-160.5,21.8807531380753,-2867
-160.483286908078,21.8807531380753,-2904
-160.466573816156,21.8807531380753,-2964
-160.449860724234,21.8807531380753,-2810
-160.433147632312,21.8807531380753,-2689
-160.41643454039,21.8807531380753,-2605
-160.399721448468,21.8807531380753,-2531
-160.383008356546,21.8807531380753,-2462
-160.366295264624,21.8807531380753,-2068
-160.349582172702,21.8807531380753,-2068
-160.33286908078,21.8807531380753,-1476
-160.316155988858,21.8807531380753,-1476
-160.299442896936,21.8807531380753,-628
-160.282729805014,21.8807531380753,-628
-160.266016713092,21.8807531380753,-31
-160.24930362117,21.8807531380753,-31
-160.232590529248,21.8807531380753,1
-160.215877437326,21.8807531380753,12
-160.199164345404,21.8807531380753,8
-160.182451253482,21.8807531380753,35
-160.16573816156,21.8807531380753,25
-160.149025069638,21.8807531380753,6
-160.132311977716,21.8807531380753,-21
-160.115598885794,21.8807531380753,-38
-160.098885793872,21.8807531380753,-38
-160.08217270195,21.8807531380753,-65
-160.065459610028,21.8807531380753,-65
-160.048746518106,21.8807531380753,-364
-160.032033426184,21.8807531380753,-364
-160.015320334262,21.8807531380753,-631
-159.99860724234,21.8807531380753,-631
-159.981894150418,21.8807531380753,-854
-159.965181058496,21.8807531380753,-1010
-159.948467966574,21.8807531380753,-1034
-159.931754874652,21.8807531380753,-1082
-159.91504178273,21.8807531380753,-1131
-159.898328690808,21.8807531380753,-1236
-159.881615598886,21.8807531380753,-1413
-159.864902506964,21.8807531380753,-1918
-159.848189415042,21.8807531380753,-1918
-159.83147632312,21.8807531380753,-2080
-159.814763231198,21.8807531380753,-2080
-159.798050139276,21.8807531380753,-2017
-159.781337047354,21.8807531380753,-2017
-159.764623955432,21.8807531380753,-2035
-159.74791086351,21.8807531380753,-2035
-159.731197771588,21.8807531380753,-2037
-159.714484679666,21.8807531380753,-1952
-159.697771587744,21.8807531380753,-1830
-159.681058495822,21.8807531380753,-1642
-159.6643454039,21.8807531380753,-1581
-159.647632311978,21.8807531380753,-1384
-159.630919220056,21.8807531380753,-1067
-159.614206128134,21.8807531380753,-748
-159.597493036212,21.8807531380753,-748
-159.58077994429,21.8807531380753,-703
-159.564066852368,21.8807531380753,-703
-159.547353760446,21.8807531380753,-377
-159.530640668524,21.8807531380753,-377
-159.513927576602,21.8807531380753,-61
-159.49721448468,21.8807531380753,-61
-159.480501392758,21.8807531380753,-66
-159.463788300836,21.8807531380753,-58
-159.447075208914,21.8807531380753,-14
-159.430362116992,21.8807531380753,-37
-159.41364902507,21.8807531380753,-158
-159.396935933148,21.8807531380753,-114
-159.380222841226,21.8807531380753,-184
-159.363509749304,21.8807531380753,-792
-159.346796657382,21.8807531380753,-792
-159.33008356546,21.8807531380753,-1412
-159.313370473538,21.8807531380753,-1412
-159.296657381616,21.8807531380753,-2144
-159.279944289694,21.8807531380753,-2144
-159.263231197772,21.8807531380753,-2595
-159.24651810585,21.8807531380753,-2595
-159.229805013928,21.8807531380753,-2705
-159.213091922006,21.8807531380753,-2769
-159.196378830084,21.8807531380753,-2806
-159.179665738162,21.8807531380753,-2819
-159.16295264624,21.8807531380753,-2828
-159.146239554318,21.8807531380753,-2878
-159.129526462396,21.8807531380753,-2867
-159.112813370474,21.8807531380753,-2928
-159.096100278552,21.8807531380753,-2928
-159.07938718663,21.8807531380753,-2892
-159.062674094708,21.8807531380753,-2892
-159.045961002786,21.8807531380753,-2981
-159.029247910864,21.8807531380753,-2981
-159.012534818942,21.8807531380753,-3021
-158.995821727019,21.8807531380753,-3021
-158.979108635098,21.8807531380753,-3003
-158.962395543175,21.8807531380753,-2991
-158.945682451253,21.8807531380753,-2969
-158.928969359331,21.8807531380753,-2811
-158.912256267409,21.8807531380753,-2692
-158.895543175487,21.8807531380753,-2370
-158.878830083565,21.8807531380753,-2084
-158.862116991643,21.8807531380753,-1580
-158.845403899721,21.8807531380753,-1580
-158.828690807799,21.8807531380753,-1250
-158.811977715877,21.8807531380753,-1250
-158.795264623955,21.8807531380753,-1194
-158.778551532033,21.8807531380753,-1194
-158.761838440111,21.8807531380753,-1290
-158.745125348189,21.8807531380753,-1290
-158.728412256267,21.8807531380753,-1419
-158.711699164345,21.8807531380753,-1659
-158.694986072423,21.8807531380753,-1849
-158.678272980501,21.8807531380753,-1868
-158.661559888579,21.8807531380753,-1843
-158.644846796657,21.8807531380753,-1614
-158.628133704735,21.8807531380753,-1359
-158.611420612813,21.8807531380753,-1326
-158.594707520891,21.8807531380753,-1326
-158.577994428969,21.8807531380753,-1385
-158.561281337047,21.8807531380753,-1385
-158.544568245125,21.8807531380753,-1527
-158.527855153203,21.8807531380753,-1527
-158.511142061281,21.8807531380753,-1919
-158.494428969359,21.8807531380753,-1919
-158.477715877437,21.8807531380753,-2110
-158.461002785515,21.8807531380753,-2276
-158.444289693593,21.8807531380753,-2374
-158.427576601671,21.8807531380753,-2422
-158.410863509749,21.8807531380753,-2459
-158.394150417827,21.8807531380753,-2495
-158.377437325905,21.8807531380753,-2529
-158.360724233983,21.8807531380753,-2584
-158.344011142061,21.8807531380753,-2584
-158.327298050139,21.8807531380753,-2600
-158.310584958217,21.8807531380753,-2600
-158.293871866295,21.8807531380753,-2585
-158.277158774373,21.8807531380753,-2585
-158.260445682451,21.8807531380753,-2539
-158.243732590529,21.8807531380753,-2539
-158.227019498607,21.8807531380753,-2517
-158.210306406685,21.8807531380753,-2447
-158.193593314763,21.8807531380753,-2404
-158.176880222841,21.8807531380753,-2349
-158.160167130919,21.8807531380753,-2306
-158.143454038997,21.8807531380753,-2220
-158.126740947075,21.8807531380753,-2165
-158.110027855153,21.8807531380753,-2028
-158.093314763231,21.8807531380753,-2028
-158.076601671309,21.8807531380753,-1987
-158.059888579387,21.8807531380753,-1987
-158.043175487465,21.8807531380753,-1899
-158.026462395543,21.8807531380753,-1899
-158.009749303621,21.8807531380753,-1876
-157.993036211699,21.8807531380753,-1876
-157.976323119777,21.8807531380753,-1942
-157.959610027855,21.8807531380753,-2066
-157.942896935933,21.8807531380753,-2119
-157.926183844011,21.8807531380753,-2190
-157.909470752089,21.8807531380753,-2282
-157.892757660167,21.8807531380753,-2400
-157.876044568245,21.8807531380753,-2561
-157.859331476323,21.8807531380753,-2919
-157.842618384401,21.8807531380753,-2919
-157.825905292479,21.8807531380753,-2828
-157.809192200557,21.8807531380753,-2828
-157.792479108635,21.8807531380753,-2937
-157.775766016713,21.8807531380753,-2937
-157.759052924791,21.8807531380753,-2955
-157.742339832869,21.8807531380753,-2955
-157.725626740947,21.8807531380753,-3032
-157.708913649025,21.8807531380753,-2992
-157.692200557103,21.8807531380753,-2747
-157.675487465181,21.8807531380753,-2616
-157.658774373259,21.8807531380753,-2650
-157.642061281337,21.8807531380753,-2757
-157.625348189415,21.8807531380753,-2827
-157.608635097493,21.8807531380753,-3017
-157.591922005571,21.8807531380753,-3017
-157.575208913649,21.8807531380753,-3259
-157.558495821727,21.8807531380753,-3259
-157.541782729805,21.8807531380753,-3451
-157.525069637883,21.8807531380753,-3451
-157.508356545961,21.8807531380753,-4088
-157.491643454039,21.8807531380753,-4088
-157.474930362117,21.8807531380753,-4037
-157.458217270195,21.8807531380753,-3837
-157.441504178273,21.8807531380753,-3749
-157.424791086351,21.8807531380753,-3724
-157.408077994429,21.8807531380753,-3804
-157.391364902507,21.8807531380753,-3765
-157.374651810585,21.8807531380753,-3704
-157.357938718663,21.8807531380753,-3446
-157.341225626741,21.8807531380753,-3446
-157.324512534819,21.8807531380753,-3896
-157.307799442897,21.8807531380753,-3896
-157.291086350975,21.8807531380753,-4202
-157.274373259053,21.8807531380753,-4202
-157.257660167131,21.8807531380753,-4252
-157.240947075209,21.8807531380753,-4252
-157.224233983287,21.8807531380753,-4227
-157.207520891365,21.8807531380753,-3997
-157.190807799443,21.8807531380753,-3914
-157.174094707521,21.8807531380753,-4274
-157.157381615599,21.8807531380753,-4308
-157.140668523677,21.8807531380753,-4292
-157.123955431755,21.8807531380753,-4271
-157.107242339833,21.8807531380753,-4237
-157.090529247911,21.8807531380753,-4237
-157.073816155989,21.8807531380753,-4236
-157.057103064067,21.8807531380753,-4236
-157.040389972145,21.8807531380753,-4247
-157.023676880223,21.8807531380753,-4247
-157.006963788301,21.8807531380753,-4195
-156.990250696379,21.8807531380753,-4195
-156.973537604457,21.8807531380753,-4318
-156.956824512535,21.8807531380753,-4477
-156.940111420613,21.8807531380753,-4579
-156.923398328691,21.8807531380753,-4573
-156.906685236769,21.8807531380753,-4542
-156.889972144847,21.8807531380753,-4526
-156.873259052925,21.8807531380753,-4570
-156.856545961003,21.8807531380753,-4666
-156.839832869081,21.8807531380753,-4666
-156.823119777159,21.8807531380753,-4751
-156.806406685237,21.8807531380753,-4751
-156.789693593315,21.8807531380753,-4786
-156.772980501393,21.8807531380753,-4786
-156.756267409471,21.8807531380753,-4765
-156.739554317549,21.8807531380753,-4765
-156.722841225627,21.8807531380753,-4785
-156.706128133705,21.8807531380753,-4864
-156.689415041783,21.8807531380753,-4992
-156.672701949861,21.8807531380753,-5127
-156.655988857939,21.8807531380753,-5182
-156.639275766017,21.8807531380753,-5182
-156.622562674095,21.8807531380753,-5179
-156.605849582173,21.8807531380753,-5174
-156.589136490251,21.8807531380753,-5174
-156.572423398329,21.8807531380753,-5182
-156.555710306407,21.8807531380753,-5182
-156.538997214485,21.8807531380753,-5202
-156.522284122563,21.8807531380753,-5202
-156.505571030641,21.8807531380753,-5221
-156.488857938719,21.8807531380753,-5221
-156.472144846797,21.8807531380753,-5223
-156.455431754875,21.8807531380753,-5234
-156.438718662953,21.8807531380753,-5241
-156.422005571031,21.8807531380753,-5245
-156.405292479109,21.8807531380753,-5250
-156.388579387187,21.8807531380753,-5259
-156.371866295265,21.8807531380753,-5278
-156.355153203343,21.8807531380753,-5304
-156.338440111421,21.8807531380753,-5304
-156.321727019499,21.8807531380753,-5317
-156.305013927577,21.8807531380753,-5317
-156.288300835655,21.8807531380753,-5315
-156.271587743733,21.8807531380753,-5315
-156.254874651811,21.8807531380753,-5301
-156.238161559889,21.8807531380753,-5301
-156.221448467967,21.8807531380753,-5289
-156.204735376045,21.8807531380753,-5278
-156.188022284123,21.8807531380753,-5283
-156.171309192201,21.8807531380753,-5285
-156.154596100279,21.8807531380753,-5285
-156.137883008357,21.8807531380753,-5280
-156.121169916435,21.8807531380753,-5285
